ParlaMint-FR_2021-11-30-O1078.u1	The next item is the question to the Government.
ParlaMint-FR_2021-11-30-O1078.u2	Mr Bertrand Pancher has the floor.
ParlaMint-FR_2021-11-30-O1078.u3	"It was still dark, and we saw that the water entered the canoe from the back. A group started to get caught. [...] We then called the French police [...] but they told us: "You are in British territory, we can't do anything." We then called the British, but they said, "No, call the French" [...] That's when people started to fall into the water. So, to save them, we stood by the hand. [...] The sun had risen, but we could not hold. People just stopped holding hands, and they all fell into the water. They're dead. » These words are those of Mohammed Ibrahimzadeh. This 21-year-old Kurd is one of the few survivors of the tragedy that left at least twenty-seven dead last Wednesday in the English Channel. I want to talk here about these men, these women, these children who aspired to a better life, and who died for wanting to realize this dream. We cannot accept that so many lives are the subject of these political postures and cynical calculations, which form the basis of some presidential candidates. For my part, I cannot accept that fraternity has become a crime. Yes, we have to fight networks, smugglers. Yes, Frontex needs to be strengthened. But where are the real common, lasting solutions for the Mediterranean, the English Channel or the Belarusian forest to cease to be cemeteries? Let's get out of truncated debates, instrumentalized polemics, hate speech. France is beautiful when it radiates its humanistic values. It must be at the forefront, particularly in Europe, and put the disastrous Dublin regulation to a standstill. [[Applause on the benches of the LT, SOC, FI and GDR groups, as well as on several benches of the Dem group]] The only thing that counts is the overall vision. What additional means are you planning to allow a welcome finally worthy of migrants in our country? When are we going to stop these inhuman ping-pong games?
ParlaMint-FR_2021-11-30-O1078.u4	The Minister for Environmental Transition has the floor. [[Exclaims on the benches of the LR group]] I would point out that Mrs Barbara Pompili represents this afternoon the Prime Minister who, I would remind you, was declared positive at Covid-19. Her speaking time when she spoke in that capacity was therefore not limited.
ParlaMint-FR_2021-11-30-O1078.u5	On behalf of the Government, I would first like to think about the men, women and children who lost their lives trying to join the United Kingdom from northern France. We can only be deeply touched by these human tragedies, and we act so that they do not happen again. We fight against the networks of smugglers, who feed on human misery. Interior Minister Gérald Darmanin announced the strengthening of air surveillance on the Opal Coast, which will include the engagement of a Frontex aircraft and two additional helicopters from the Ministry of the Interior this week. In order to dismantle these networks, it was also decided to increase the use of specific European bilateral investigative mechanisms with certain countries. Moreover, these tragedies raise the question of cooperation with our British neighbour. Whatever our disagreements, we will not change geography: it is in our common interest to work together to solve this problem. But it takes two to cooperate. Good intentions are displayed in private and invectives launched in public: we must get out of the double discourse and engage in serious work. The French Government was prepared to do so. With regard to irregular immigration, it is not the Touquet agreements that prevail, but the Sandhurst Treaty. It is on this basis that we coordinate our operational action. I remind you that the Prime Minister will write in the next few days to his British counterpart Boris Johnson to remind you that each country must shoulder its responsibilities, and that France alone cannot be held responsible for the migration issue in the English Channel. We are ready to continue operational cooperation with the United Kingdom as long as it is part of a framework of trust and good faith. [[Exclaims on FI banks]] In particular, I want to say here that we will never accept the practice of refoulement at sea. The law of the sea is clear: the first duty of any sailor is to rescue. When one sees the poor quality of the boats on which dozens of men, women and children gather, can one believe for a moment that it would be safe to force them to turn around? [[Exclaims on FI banks]] Finally, the Government undertakes to pursue a humane and reasoned policy on asylum and integration: we have strengthened the capacity of the asylum-seekers' accommodation park, creating nearly 4,700 places in 2021, bringing our capacity to about 103,000 places. This year we also launched the Vulnerabilities Plan, which is designed to meet the needs of asylum seekers and refugees suffering from trauma, violence, or vulnerable applicants because of their sexual orientation or gender identity. We have also increased the capacity of the French Office for the Protection of Refugees and Stateless Persons (OFPRA) to respond more quickly to asylum applications. We do not forget integration. I would simply remind you that we have doubled the number of hours of language and civic training for foreigners who obtain a residence permit. [[Applause on a few benches of the LaREM group]] Mr Pancher, be assured of our willingness not to allow the Channel to become a maritime cemetery, as well as of our willingness to ensure the exercise of the right of asylum on our soil in dignified conditions.
ParlaMint-FR_2021-11-30-O1078.u6	Blanking last week was better...
ParlaMint-FR_2021-11-30-O1078.u7	This is a misogynical reflection!
ParlaMint-FR_2021-11-30-O1078.u8	Mr Loïc Prud'homme has the floor.
ParlaMint-FR_2021-11-30-O1078.u9	A few days ago, in the European Parliament, a zero-fat common agricultural policy was adopted. It unfolds the red carpet to industrial agriculture, and no voice from your delegation LaREM-FNSEA – the National Federation of Farmers' Unions –, led by Jérémy Decerle, has failed to get it adopted, to the detriment of our farmers, consumers and the environment. The national declination of this agricultural policy, the national strategic plan, is not left behind: the continuity of aid per hectare rather than the asset; continuity of injustice, since 80% of aid benefits 20% of farmers; no payments for environmental services; smoke on agroecological measures, with the false high environmental value label (HVE). Your national strategic plan is so far away from the objectives of protecting the climate and the environment that the Environmental Authority and the High Council for Climate have taken positions in the vitriol on its content, not to mention scratching your methods to hide what is bothering you under the carpet. The National Commission for Public Debate does not spare you either, noting that the views of the citizens are not taken into account in the path you draw for the future of our farmers. But, of all this, there will be no discussion here in Parliament, as I have been calling for for two years. We'll be content with a poor questionnaire on your ministry's website so that nothing changes. [[Applause on the benches of the FI group]] Mr Minister of Farm France – should I rather say about the farm-factory France? –, are you finally going to take stock of the stakes: to produce healthy raw materials, here in France, to pay farmers and feed the country?
ParlaMint-FR_2021-11-30-O1078.u10	Because that's not the case today? It's not very nice for our farmers!
ParlaMint-FR_2021-11-30-O1078.u11	[[Applause on the benches of the FI group]] We need a new social pact between the French and their farmers. Together with Jean-Luc Mélenchon, we propose the creation of a ministry of food production. Mr Minister, what are you proposing to the French and the agricultural world, apart from the disappearance of half of the farmers in the next ten years, apart from the free trade treaties, apart from the silence imposed on Parliament?
