ParlaMint-FR_2021-02-16-O1171.u1	The next item is the oral questions without debate.
ParlaMint-FR_2021-02-16-O1171.u2	Mr Stéphane Baudu, speaking on behalf of the Group of the European People's Party, raised his question, No. 1293, concerning the competence of the Group of the European People's Party (GEMAPI).
ParlaMint-FR_2021-02-16-O1171.u3	My question, to which I associate our colleague Sabine Thillaye, Member of Parliament for Indre-et-Loire, concerns the implementation of the competence to manage aquatic environments and to prevent floods, known as GEMAPI, which is now the responsibility of the public institutions for inter-communal cooperation, the EPCIs. The latter will have to take over the management of the state dykes as of 1 January 2024. This deadline is of great concern to the IBDs who will have to assume new political, legal and financial responsibilities. They will be responsible not only for the maintenance of the works but also for making the necessary investments to improve the protection of the population against the risk of flooding. In the case of the longest river in France, the Loire public institution estimates these investments to be more than 350 million euros for just over 900 kilometres of dyke. Communities anticipate this deadline by planning a pilotage on a relevant scale that, for rivers, is well beyond the perimeter of each CIPE. On the basin of the middle Loire, the option of a delegation of competence to the benefit of the Loire public establishment seems to hold the rope. If, on this issue of governance, it seems that we are making progress, the question of financial resources remains complete. The EPCIs, especially the smaller ones, are concerned about their ability to bear this new burden. For some, this cost could affect their ability to maintain their level of service to the population, including in a scenario where they could benefit from subsidies up to 80 per cent of the expenditure. Therefore, EPCIs need to be reassured. They expect the State to take account of the specific nature of the systems of containment and protection of the Loire, which means calling for solidarity that goes beyond the scale of the basin-versant. In these circumstances, several questions arise: what support does the State intend to provide for effective and relevant governance of the management of containment systems? What guarantee can the State provide as to the level of financial aid that will be available to the EPCIs concerned? How does the State intend to involve the EPCIs in the preparation and governance of the future Loire plan for the period 2021-2027? Finally, in view of the obvious need to mobilize national solidarity, is the State ready to match this management transfer with a transfer of human and financial resources?
ParlaMint-FR_2021-02-16-O1171.u4	The Minister responsible for the city has the floor.
ParlaMint-FR_2021-02-16-O1171.u5	As you know, community-owned aquatic management and flood prevention skills are very important in helping to adapt territories to climate change. The fifth Loire Plan is based on a common ambition of the State and the communities to pursue action in partnership, in a close and resolute manner, and of which flood prevention is one of the strategic objectives. The State's financial contribution to the contract for an interregional plan État-regions Loire, the CPIER Loire, is to a large extent through the Fonds de prévention des risques naturelles majores, the FPRNM, known as the Fonds Barnier, through which the financing, shared with the EPCI and the local authorities, is provided to strengthen the dikes of the Loire and to raise the level of protection. These state financings are significant: €67.3 million for the period 2015-2020 and €78.6 million for the period 2021-2027. The ERDF Interregional Operational Programme – European Regional Development Fund – Loire, of which all the regions of the basin are involved, is the second lever for operational declination of the plan. As you point out, it is up to the elected representatives to define the organization adapted to their territory in order to exercise the competence of GEMAPI. I am pleased that there is an emerging approach to the middle Loire basin, i.e. a delegation of competence for the benefit of the Loire public institution. I can only encourage the elected representatives to complete this operation by ensuring that the structural and institutional foundation of the Loire public establishment is ensured in order to anticipate at the best the ownership of the management of all the state dikes at the latest in 2024. The State, which will continue to meet its financial commitments, also guarantees, in order to make the best use of the CPIERs, that exceptional support from the FPRNM, to the tune of 80%, will be provided to studies of improvement works of the State dikes from 2024 to 2027 inclusive, for works benefiting from a positive cost-benefit analysis that would not have been carried out previously. The mobilization of this lever shows that we want to live up to the stakes. I would also like to remind you that communities have been able to take advantage of the Aqua loan facility that has been open to GEMAPI for the past two years. Flood prevention policy as a whole receives and will receive financial support under flood prevention action programmes. The terms of reference for this call for tenders have just been updated to speed up their preparation and implementation with increased support for the communities carrying out these programs. The amount of the FPRNM was increased by the Finance Act for 2021, from €135 million to €205 million. The State is fully mobilized on this issue, in all its dimensions, in order to respond to the stakes which attach to the GEMAPI for the territories concerned.
ParlaMint-FR_2021-02-16-O1171.u6	Mr Stéphane Baudu has the floor.
ParlaMint-FR_2021-02-16-O1171.u7	I take note of the State's position on the financial commitment and thank the Minister for this important clarification. We must go quickly and take very concrete measures that take into account the specific nature of the Loire and its course. The elected need to be reassured. You made a commitment to them. They will have to continue to be supported in the application of the GEMAPI competence.
ParlaMint-FR_2021-02-16-O1171.u8	Mrs Marietta Karamanli has the floor to raise her question, No. 1289, concerning the Court of Appeal of Angers and the Judicial Court of Le Mans.
ParlaMint-FR_2021-02-16-O1171.u9	My question, which was addressed to Mr. the Keeper of the Seals, relates to the situation of the courts of the Court of Appeal of Angers and, in particular, that of the Judicial Court of Le Mans. At their solemn back-to-school hearings, the presidents and prosecutors took stock of the year 2020, marked by two important events, the lawyers' strikes and confinements – notably the first, which led to the arrest of the judiciary – and presented perspectives and priorities. In Le Mans, although the trial of persons in pre-trial detention has been assured, some criminal hearings have had to be postponed until the end of 2021, which is all the more damaging since the number of persons referred, with the characteristics of a crime close to that encountered in some parts of the Paris region, increased by 30 per cent that year. The decline in the number of civil cases tried has been limited, in particular on appeal, except in family matters, which is not without the result of problems which are difficult for litigants. Behind this data is the commitment of magistrates, clerks and other officials to ensure the day-to-day functioning of the justice system. Unfortunately, two facts come in counterpoint. First of all, many reforms are expected: criminal law, legal aid, civil procedure and the dematerialization of proceedings. At the same time, delays in human, material and computer resources are becoming more acute. Positions remain vacant, absences are not replaced and there is still a shortage of telephone, computer and training resources. Beyond the promise of a new effort, I hope that a precise assessment of the posts needed and the tools necessary to ensure justice in the Angers Court of Appeal and the Le Mans Court of Justice can be drawn up in the context of a new type of management dialogue. I also hope that the Government will provide a response that not only takes into account the backlog but also anticipates the necessary means for – and for – the future. I would also like the nation's elected representatives to be able to learn about these means in order to measure the efforts made and to do so. I thank you in advance for giving me a precise answer.
ParlaMint-FR_2021-02-16-O1171.u10	The Minister responsible for the city has the floor.
ParlaMint-FR_2021-02-16-O1171.u11	The keeper of the seals is sorry to be unable to attend this session and has instructed me to communicate these elements to you on his behalf. As you indicate, there has been an increase in the stock of court proceedings resulting from the combined effects of the lawyers' strike and the impact of the health crisis. The Government, however, rejects the idea of a court arrested during the first confinement. Although judicial activity has been slowed down, it has in no way been interrupted. The handling of critical litigation has been maintained. The Government underscores the dedication of the judges and clerks who work hard and are animated daily by an unwavering sense of public service. The courts had already mobilized to reduce the time taken to process proceedings, and prosecutors had carried out important work to reorient criminal proceedings. But we have to go further. In order to support the courts in reducing the time taken to deal with these cases and to recover a stock similar to last year's, or even reduce it, the keeper of the seals has thus decided to entrust a working group with the responsibility of formulating concrete proposals to facilitate the absorption of this delay. This multidisciplinary working group of judges, registrars, clerks and lawyers will have the task of proposing tools and actions quickly operational to contribute to the absorption of these stocks. Recommendations from this working group are expected on March 31. As far as staffing is concerned, there is only one vacancy for magistrates in the Court of Appeal in Angers. In the judicial court of Le Mans, a judge's post at the prosecutor's office, as well as a clerk's post – out of 113 – are vacant. As part of the strengthening of community justice, 914 job creations were authorised for 2020 and 2021, representing an increase in the number of first instance staff at the national level, excluding judges, by 5.7 per cent. With regard to the Le Mans Judicial Court, four additional persons were recruited under community justice: one legal assistant and three category B contractors. Finally, with regard to the computer supply, 106 laptops were distributed in 2020 under the jurisdiction of the Angers Court of Appeal. These equipments allow remote access to applicatives, among others in the civil chain. New allocations are scheduled in 2021. As you can see, honourable Member, the resources deployed are considerable and all the actions taken are in the right direction, that of strengthening the resources allocated to the judicial authority.
