ParlaMint-FR_2021-02-02-O1146.u1	The next item is the question to the Government.
ParlaMint-FR_2021-02-02-O1146.u2	Mr Eric Ciotti has the floor.
ParlaMint-FR_2021-02-02-O1146.u3	[[Claims on several banks of the LaREM Group]] [[Vif applause on the benches of the LR, SOC, FI and GDR groups]] My question is for the Prime Minister. I thank him in advance for allowing me to ask him about the health crisis: I can see that it is a rare privilege, since you and your majority decided, through an unprecedented institutional coup, to abolish the National Assembly's fact-finding mission on the management and consequences of the health crisis. You have done so against the unanimous opposition, with the exception of the two components of the majority, the groups that make up this assembly.
ParlaMint-FR_2021-02-02-O1146.u4	Scandalous!
ParlaMint-FR_2021-02-02-O1146.u5	However, we will continue to ask you questions, even if you refuse to answer them. These questions are those of the French. The latter are not "prosecutors": they are concerned about the contradictory discourses, hesitations and "at the same time" health that you and the President of the Republic maintain. My questions are about vaccination. Everyone knows that, in the face of the tragedy that has already taken over 76,000 of our fellow citizens, the only solution lies in a massive vaccination campaign. However, we are in dire need of doses: unfortunately, the figures you have announced are not valid on the ground. These questions are simple: how many French people will be vaccinated at the end of February, how many will be vaccinated at the end of June, and how many at the end of the summer? Is the figure of 4 million vaccinations by the end of February announced by the Minister of Solidarity and Health correct? What about the target of 70 million French people vaccinated by the end of August, put forward by the same minister? [[Applause on the benches of the LR group. – Mr. Sébastien Jumel also applauds]] Finally, will you resolve to diversify the sources of supply and place a national order, not just waiting for European orders?
ParlaMint-FR_2021-02-02-O1146.u6	What a shame!
ParlaMint-FR_2021-02-02-O1146.u7	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2021-02-02-O1146.u8	[[Claims on several benches of the LR, SOC, FI and GDR groups]] A word first to remind you that I am here to reply to you on behalf of the Government, and certainly not on behalf of Parliament, which is sovereign in the organization of its internal functioning and its committees.
ParlaMint-FR_2021-02-02-O1146.u9	That's right, of course!
ParlaMint-FR_2021-02-02-O1146.u10	I have responded to every convocation of the National Assembly's information mission, as well as to those of the Senate's oversight mission. I am also pleased, whenever I am convened by either of the committees of the two chambers, to report on the management of the crisis.
ParlaMint-FR_2021-02-02-O1146.u11	That's not the point!
ParlaMint-FR_2021-02-02-O1146.u12	[[Applause on a few benches of the LaREM group]] I have done so: for eleven months since I was a minister, not to mention my presence during the review of legislation or at the question-and-answer sessions in the Government, or other parliamentary arrangements, I have responded to twenty-three convocations of the Senate and the National Assembly to specifically answer their questions on the management of the current crisis.
ParlaMint-FR_2021-02-02-O1146.u13	You only did your job!
ParlaMint-FR_2021-02-02-O1146.u14	I will do so whenever it is deemed necessary by parliamentarians, because it is precisely my role to report to them on the Government's work. It seems to me that the numbers are talking. [[Claims on several benches in the LR group]] You raise extremely important points when you ask questions about transparency, or doses and deliveries of vaccines. Be aware that the data.gouv.fr website already provides, in open data – this has been recognised by experts, who are right to be interested in free access to information – data on regional and departmental deliveries, as well as the number of doses consumed. By this evening – or tomorrow morning, at the latest – you will also find the number of doses delivered and appointments made in each of the 1000 vaccination centres, not only for this week, but also for the next four weeks. In short: you will have as much information as I do and as all the French about the logistics organization and vaccination deliveries. [[Applause on several benches of the LaREM group]] At our last press conference, we announced that 2.4 million to 4 million French people could benefit from a first dose of vaccination by the end of February. I confirm that these objectives will be met.
ParlaMint-FR_2021-02-02-O1146.u15	Mrs Anne Genetet has the floor.
ParlaMint-FR_2021-02-02-O1146.u16	I associate myself with this question, which concerns us all, with my colleagues from the French who are established outside France and, more broadly, with all the members of our Assembly. This weekend, the Government introduced additional border control measures to curb the spread of new variants of the covid-19. This decision comes at a crucial time when, in order to control the epidemic, we all have to stand together and keep together wherever we are. The French living abroad have also been hard hit by the epidemic and its consequences. I would also like to commend the unprecedented urgent support that the Government has been providing to them since March this year. But they are deeply concerned about this decision to close the borders. So I'm making their voice carriers. With regard to intra-European travel, the principle of free movement is preserved and no certification is required: only a negative PCR test is required, as is also the case in some of our European neighbours. Can you confirm that there is no PCR test for cross-border workers travelling by land between their residence and their place of work, regardless of distance, as well as residents of living areas within 30 kilometres of a border? Extra-European travel, on the other hand, is now allowed only for an "imperious reason". Can you specify what an imperative pattern is and how it is appreciated? Hardly affected by the movement restriction measures taken since the beginning of the crisis, the French abroad fear for their right to return to France in order to join their parents or a loved one in difficulty. [[Applause on several benches of the LaREM group]] These measures are temporary – as the Prime Minister reminded us last Friday – but our citizens need to be reassured. Can you clarify these measures and bring them perspectives?
ParlaMint-FR_2021-02-02-O1146.u17	The next speaker is the Secretary of State for Tourism, the French from abroad and the French-speaking world.
