ParlaMint-FR_2021-03-02-O1184.u1	The next item is the question to the Government.
ParlaMint-FR_2021-03-02-O1184.u2	Mr Olivier Marleix has the floor.
ParlaMint-FR_2021-03-02-O1184.u3	Prime Minister, a former President of the Republic is not above the law, but he is entitled, like any Frenchman, to a fair trial.
ParlaMint-FR_2021-03-02-O1184.u4	That's right!
ParlaMint-FR_2021-03-02-O1184.u5	[[Applause on the benches of the LR group]] Yesterday, the Paris Correctional Court innovated by sentencing President Sarkozy at first instance to a heavy sentence, even though the national financial prosecutor – PNF – had no evidence – only an intuition – and no crime was committed, just a hypothetical intention. Our compatriots must know that this conviction was only possible because Nicolas Sarkozy was tapped seven months, 24 hours a day. On behalf of my colleagues, I would like to express to President Sarkozy our affection and our conviction that his honour will be washed.
ParlaMint-FR_2021-03-02-O1184.u6	Bravo!
ParlaMint-FR_2021-03-02-O1184.u7	This morning, the national financial prosecutor has once again innovated, in a rather astounding way by going to radio to comment on this non-final court decision. I take this question to answer him: no, Mr Bonhert, the decision rendered does not prove your independence, because you are not independent, you have been chosen and appointed by the current President of the Republic.
ParlaMint-FR_2021-03-02-O1184.u8	Yes!
ParlaMint-FR_2021-03-02-O1184.u9	Among the strange methods of the PNF in this case, there is one on which we are waiting for the light to be made: I mean the peeling of telephone records of many lawyers, "a drift" according to Judge Van Ruymbeke, "barbozades" methods, according to your own terms, Mr.
ParlaMint-FR_2021-03-02-O1184.u10	Yes!
ParlaMint-FR_2021-03-02-O1184.u11	[[Applause on the benches of the LR Group and among non-attached Members. – Mr. Florian Bachelier also applauds]] Prime Minister, you will be provided with an investigation report from the General Inspectorate of Judicial Services. So I only ask you one thing: that it be made public. You do not have to cover or protect from any malfunctions of the PNF, but, on the contrary, to make decisions to enforce the rule of law. The PNF has too loudly invited itself to the functioning of our democracy – I am of course thinking of its questionable procedural innovations, in 2017, against the right-wing candidate – so as not to accept himself to account for his methods.
ParlaMint-FR_2021-03-02-O1184.u12	The next speaker is Mr Custody of the Seals, Minister of Justice.
ParlaMint-FR_2021-03-02-O1184.u13	Go find out why, I was waiting for a question of this nature...
ParlaMint-FR_2021-03-02-O1184.u14	Oh!
ParlaMint-FR_2021-03-02-O1184.u15	It's your job!
ParlaMint-FR_2021-03-02-O1184.u16	It's a matter of topicality!
ParlaMint-FR_2021-03-02-O1184.u17	...and suffer that it is I who answer it. As you know, under our Constitution, it is forbidden to comment on a court decision, especially since it has not yet known its epilogue. But your question bears witness in its own way – and I hear it – to suspicions about justice. Moreover, these suspicions do not weigh solely on the procedures that concern politicians, elected officials or famous people; They are tested by our fellow citizens and a fortiori, Mr Marleix, by those who have the least means to defend themselves. In the study of Sciences Po's Political Research Centre – CEVIPOF – published last week,...
ParlaMint-FR_2021-03-02-O1184.u18	In fifty seconds, there's a bill!
ParlaMint-FR_2021-03-02-O1184.u19	...we learn that less than one Frenchman in two trusts justice. The French do not have in mind the case that you mentioned, but no doubt their divorce case, their business case, their crime problems when they are victims of it.
ParlaMint-FR_2021-03-02-O1184.u20	You have to answer the question!
ParlaMint-FR_2021-03-02-O1184.u21	[[Applause on the benches of the LaREM group]] It does not prevent – and I will satisfy you, Mr Marleix – that we cannot remain inert in the face of this situation. For several months now, the Prime Minister, the majority and I have been working on rapid measures, such as those relating to community justice, and very, very soon, I will introduce others that will aim to rebuild this confidence in justice.
ParlaMint-FR_2021-03-02-O1184.u22	Off the subject!
ParlaMint-FR_2021-03-02-O1184.u23	That sucks!
ParlaMint-FR_2021-03-02-O1184.u24	Mr Eric Girardin has the floor.
