ParlaMint-FR_2021-10-12-O1010.u1	The next item is the question to the Government.
ParlaMint-FR_2021-10-12-O1010.u2	Mr Jean-Noël Barrot has the floor.
ParlaMint-FR_2021-10-12-O1010.u3	[[Applause on the benches of the groups LaREM, Dem and Agir ens. – Many protests on the benches of the LR group]] Prime Minister, after a decade of waltz-hesitancy in economic policy, the President of the Republic, this government and this majority have demonstrated since 2017 that it is possible to deliver on its commitments from the first day of the quinquennium to the last. We promised to lower housing taxes, labour taxes, corporate taxes and capital taxes. We have reduced housing taxes, labour taxes, corporate taxes and capital taxes.
ParlaMint-FR_2021-10-12-O1010.u4	Ridiculous!
ParlaMint-FR_2021-10-12-O1010.u5	[[Applause on the benches of the LaREM, Dem and Agir ens groups]] Four years after the election of the President of the Republic, the results are there. The standard of living has increased twice as much as under the previous two quinquennats. Unemployment has been at its lowest in thirteen years. [[Same movements]] Business start-ups have reached a historic level. Industrial employment has recovered. France has become the most attractive country in Europe for foreign investment. In short, thanks to the reforms undertaken since 2017, France has caught up with its delay. It must now take a lead and become what it should never have ceased to be: a great innovative nation at the forefront of the technologies of the future. [[Same movements]] That is why we welcome the France 2030 plan presented this morning by the President of the Republic. France 2030 is a leader in green hydrogen through nuclear energy, a nation at the cutting edge of industry and decarbonized transport, a nation that regains its food and medical innovation capacity, a nation that reinvests space exploration and deep-sea exploration, a nation that brings lasting solutions to the problems of energy supply and cost, which today threaten and tomorrow threaten the growth, employment and purchasing power of the French. It is important that, like France's roll-out, the local decline of France 2030 is an opportunity to give all territories prospects for the future. It is also important that all stakeholders be fully involved in this national mobilization, whose governance must be exemplary.
ParlaMint-FR_2021-10-12-O1010.u6	But what's the question?
ParlaMint-FR_2021-10-12-O1010.u7	[[Applause on the benches of the LaREM, Dem and Agir ens groups]] Prime Minister, how do you intend to involve our country's living forces in the implementation of this plan?
ParlaMint-FR_2021-10-12-O1010.u8	The Prime Minister has the floor.
ParlaMint-FR_2021-10-12-O1010.u9	He said everything, Barrot! There's nothing left to say!
ParlaMint-FR_2021-10-12-O1010.u10	Your question, of which I thank you, comes at an important moment for our country since the France 2030 plan illustrates the strategy of the President of the Republic and the Government at this very particular time in our history. Let us recall the fundamental elements of this strategy. First of all, it was about saving our economy, our businesses and our social pact in the face of the crisis, the first stage in which you, ladies and gentlemen, have helped. And thanks to the work and resilience of the French, we have largely achieved this goal. [[Applause on the benches of the LaREM, Dem and Agir ens groups]] The second step, which I announced in September 2020, was to revive the economy to deal with the economic and social consequences of an unprecedented crisis. You know the content of the EUR 100 billion recovery plan that we have committed; So I'm not going back. Thanks to him and especially thanks to the mobilization and the work of all our fellow citizens, the results are right. Again yesterday, INSEE revised its growth forecasts for 2021. This is great news for our economy, our unemployment rate and our social model! For more than 30 years, the number of corporate bankruptcies has never been so small.
ParlaMint-FR_2021-10-12-O1010.u11	Thanks to public aid, not to activity!
ParlaMint-FR_2021-10-12-O1010.u12	In addition, we have already recovered the pre-crisis unemployment rate. [[Applause on the benches of the LaREM, Dem and Agir ens groups]] But no way, you said, to stop us there! We must continue the logic of transforming and modernising our economy since 2017. This is the subject of the France 2030 investment plan announced this morning by the President of the Republic.
ParlaMint-FR_2021-10-12-O1010.u13	With what funding?
ParlaMint-FR_2021-10-12-O1010.u14	It is a structural plan, because recovery, which is necessarily a cyclical process, must be a long-term one.
ParlaMint-FR_2021-10-12-O1010.u15	You're worse than Holland!
