ParlaMint-FR_2021-03-16-O1198.u1	The next item is the question to the Government.
ParlaMint-FR_2021-03-16-O1198.u2	Mrs Valérie Rabault has the floor.
ParlaMint-FR_2021-03-16-O1198.u3	[[Mrs. and Mr. the deputies as well as the members of the Government rise and observe a few moments of silence]] Prime Minister, on Tuesday, March 17, 2020, France began its first confinement. A year later, we deplore the death of 90762 people of the Covid-19. In their memory, I hope that we will devote them a few moments of silence. A year later, therefore, I want you to tell us what your strategy is for dealing with the exponential growth of the epidemic.
ParlaMint-FR_2021-03-16-O1198.u4	The Prime Minister has the floor.
ParlaMint-FR_2021-03-16-O1198.u5	Of course, I would like to associate myself with the tribute you have paid to the deceased of the Covid-19 for the past year. Their number is very high even though the mortality rate in France is not among the highest in the world, especially in the second wave of the epidemic. I am also thinking of all the people affected by this virus who are developing so-called long forms of the disease, which are gradually identified. Finally, I am thinking of all the damage that this terrible pandemic is causing to the social body; It leaves legacies all the more heavy as she plays, as you said, the extensions. We are indeed living what looks like a third wave, characterized by the appearance of many variants – the so-called British variant taking an increasingly important place.
ParlaMint-FR_2021-03-16-O1198.u6	There is now a Breton variant!
ParlaMint-FR_2021-03-16-O1198.u7	[[Claims on several benches in the LR group]] What is the Government's strategy, do you ask? The Assembly knows her well. I will, of course, put vaccination at the forefront of my speech, because we know that it is mass vaccination – even if it must first be targeted and first and foremost concern the people most vulnerable to the disease – that will allow us to get out of it. But, in view of the current situation, more than ever, we must respect all the basic gestures, the actions which, for the past year, constitute a guarantee against the progression of the pandemic; more than ever, it is necessary to be tested and isolated as soon as the first symptoms appear.
ParlaMint-FR_2021-03-16-O1198.u8	What a shipwreck!
ParlaMint-FR_2021-03-16-O1198.u9	You don't know the subject, it's laborious!
ParlaMint-FR_2021-03-16-O1198.u10	What's the answer?
ParlaMint-FR_2021-03-16-O1198.u11	[[Applause on the benches of the LaREM and Dem groups]] We are therefore taking the measures that the situation requires. We have a territorial strategy that we will pursue.
ParlaMint-FR_2021-03-16-O1198.u12	What a disaster!
ParlaMint-FR_2021-03-16-O1198.u13	Mrs Valérie Rabault has the floor.
ParlaMint-FR_2021-03-16-O1198.u14	In the face of urgency, I don't understand your position too much.
ParlaMint-FR_2021-03-16-O1198.u15	We don't understand either!
ParlaMint-FR_2021-03-16-O1198.u16	He doesn't understand what's going on either, obviously!
