ParlaMint-FR_2021-11-09-O1055.u1	The next item is the question to the Government.
ParlaMint-FR_2021-11-09-O1055.u2	Mr Bernard Perrut has the floor.
ParlaMint-FR_2021-11-09-O1055.u3	Where'd the Walkers go?
ParlaMint-FR_2021-11-09-O1055.u4	The Minister of Solidarity and Health, for the past few days, throughout France, anaesthetist nurses have been on strike: it is the arrest of operating blocks and the deprogramming of many operations. More generally, in hospitals, the lack of recognition, the infernal rhythm, the deterioration of working conditions, exhaustion and demotivation lead to the increase of sick leave and resignation: absenteeism is important and many jobs are vacant. The caregivers – whom I salute – were put to the test during the health crisis, which helped to accelerate this deterioration, but is not responsible for all the ills. Already in 2019, one in two hospital workers no longer wanted to practice until retirement. For example, in the absence of staff, services and beds are reduced, emergency services are sorting out patients and closing their doors in several regions. The Scientific Council estimates the number of closed hospital beds at 20%, mainly due to the exhaustion of caregivers: 13,000 beds have been abolished in five years. Why has the Segur of Health not solved these structural difficulties and stopped the hemorrhage of absenteeism? Are the revalorisation agreements, without improving working conditions, up to the stakes? [[Applause on the benches of the LR group]] Do you think that it is sufficient, in the face of a situation which has become very worrying, to take urgent measures without undertaking a genuine reform of our health system? An umpteenth survey of the difficulties of hospitals and caregivers – well known for years – cannot replace a strategic vision, taking into account the needs of staff, the expectations of caregivers, but also the territorial realities, the medical deserts, the access to the care rendered difficult to the point of going to a loss of chance for patients, and, of course, the need for less technocratic management.
ParlaMint-FR_2021-11-09-O1055.u5	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2021-11-09-O1055.u6	[[Applause on a few benches of the LaREM group]] You are well aware, with your parliamentary experience, that the difficulties encountered by hospitals, particularly in the autumn period, in the wake of epidemics, are not new. You also have a sharp enough mind to distinguish the good grain from the tare. The data of the 20% of closed beds you mention has been confronted with the reality – 6% of closed beds –, mentioned in a publication of the Fédération hospitalière de France (FHF), which has been compared to the studies that are conducted:...
ParlaMint-FR_2021-11-09-O1055.u7	Blabla! Results!
ParlaMint-FR_2021-11-09-O1055.u8	... these demonstrate that there is no more absenteeism and no more closed beds than in 2019 at the same time, which does not mean that complex tensions and situations do not exist,...
ParlaMint-FR_2021-11-09-O1055.u9	Ah!
ParlaMint-FR_2021-11-09-O1055.u10	... particularly in emergency services or for certain operating units. I went this morning to the FHF salon, Santexpo,...
ParlaMint-FR_2021-11-09-O1055.u11	Ah!
