ParlaMint-FR_2021-03-23-O1210.u1	The next item is the question to the Government.
ParlaMint-FR_2021-03-23-O1210.u2	Mrs Isabelle Florennes has the floor.
ParlaMint-FR_2021-03-23-O1210.u3	Madam Minister of Higher Education, separatism, which our majority are fighting with vigour, finds new incarnations every day, as again yesterday, with the exclusion of the LICRA – International League against Racism and Anti-Semitism – of Sciences Po Lyon, in this week of education and actions against racism and anti-Semitism. Separatism has also sneaked into associations, which organize meetings by sorting their participants according to racial or identity criteria.
ParlaMint-FR_2021-03-23-O1210.u4	That's not acceptable!
ParlaMint-FR_2021-03-23-O1210.u5	[[Applause on the benches of the Dem group and on some benches of the LaREM and LR groups]] How can we accept in our country, which embodies the thought of the Enlightenment and Universalism, such gatherings, from which people are excluded because of their skin colour or ideals?
ParlaMint-FR_2021-03-23-O1210.u6	Ask Mrs. Schiappa!
ParlaMint-FR_2021-03-23-O1210.u7	How can we accept that these same associations, which claim to defend a more just and egalitarian Republic, are the first to practice and justify the division of our society between blacks and whites? [[Applause on the benches of the Dem group and on some benches of the LaREM group]] How can we accept that an association, the Union nationale des étudiants de France (Union nationale des étudiants de France), created in 1907, which receives public subsidies in various forms, coming in particular from certain major cities, can endorse and encourage such practices, according to the statements of its president, who publicly proclaimed himself "racized", during an interview on a national radio station on 17 March? What measures do you intend to take to put an end to such drifts?
ParlaMint-FR_2021-03-23-O1210.u8	Bring solutions!
ParlaMint-FR_2021-03-23-O1210.u9	The Minister for Higher Education, Research and Innovation has the floor.
ParlaMint-FR_2021-03-23-O1210.u10	I understand and share, of course, the empathy of the polemics of recent days, as a result of UNEF's comments on the organisation of non-mixed meetings at the university. As I say, I strongly condemn such practices:...
ParlaMint-FR_2021-03-23-O1210.u11	Respond to the distress of youth, instead of doing diversion!
ParlaMint-FR_2021-03-23-O1210.u12	...they are discriminatory, they can be dangerous...
ParlaMint-FR_2021-03-23-O1210.u13	They're dangerous!
ParlaMint-FR_2021-03-23-O1210.u14	... and contrary to the very cause they are called to defend.
ParlaMint-FR_2021-03-23-O1210.u15	Until then, it's not complicated...
ParlaMint-FR_2021-03-23-O1210.u16	What are you going to do?
