ParlaMint-FR_2021-11-23-O1068.u1	The next item is the oral questions without debate.
ParlaMint-FR_2021-11-23-O1068.u2	The next speaker is Mr Victor Habert-Dassault, to put his question, No. 1547, on the social interest of companies.
ParlaMint-FR_2021-11-23-O1068.u3	The Business Growth and Transformation Act (CAPTE) was passed two years ago: there are still concerns about its interpretation, particularly with the tax administration. The purpose of this law is to promote corporate responsibility and involvement at the heart of social and environmental issues. By setting up a raison d'être or by becoming a company on mission, the company carries out actions in favour of the general interest, which do not necessarily have a financial contribution. The interest of society is no longer only economic, nor is it the interest of the realization of a profit, even if it is indispensable for its sustainability. However, the tax administration continues to appreciate the abnormal act of management in the strict sense, without taking into account the contribution of the CAPTE law. By contributing to society as a whole, the company loses in the short term. Is it necessary, however, to consider that it is deliberately impoverishing itself, for purposes that are not in its interest? Do you confirm, Mr. Delegate Minister for Small and Medium Enterprises, that the extra-financial management implications are assessed in accordance with the social interest of the enterprises? For the moment, the blurry in the interpretation of the abnormal management act persists and leaves room for uncertainty. In wanting to work for the common good, businesses are likely to be condemned by the tax administration. Can you shed some light on this?
ParlaMint-FR_2021-11-23-O1068.u4	The next speaker is the Minister for Small and Medium-sized Enterprises.
ParlaMint-FR_2021-11-23-O1068.u5	Your question relates to the notion of an abnormal act of management and, therefore, to the rules of deductibility of charges for the taxation of profits. The rules are laid down in Article 39 of the General Tax Code and in the particularly stable case law of the Council of State. A charge is generally deductible from taxable income only if it is incurred in the direct interest of the holding or if it relates to the normal management of the undertaking.
ParlaMint-FR_2021-11-23-O1068.u6	Thus, the expenses actually borne by the undertaking, which are linked to the exercise of its activity, and from which it withdraws a real, direct and proportionate consideration are allowed as a deduction from the taxable profit. Otherwise, the expenditure cannot be deducted by tax and must be reinstated to the taxable benefit of the undertaking. Whether a charge can be deducted or not does not, of course, assume the virtue of the expenditure made: it is simply a matter of distinguishing, in order to establish the profit, whether this expenditure corresponds to a use of the profit made by the undertaking, or, on the contrary, is used for the production of the undertaking. Therefore, the developments brought about by the PACTE law – which must be welcomed, as they contribute greatly to the social and environmental responsibility of companies – have no reason to change the rules on tax deductibility of charges. These principles do not imply that all expenditure benefiting third parties is considered non-deductible. Expenditure incurred in the context of solidarity actions, giving rise to a consideration or a direct commercial interest for the undertaking, may be deducted from the taxable profit: this is the case for expenditure incurred in the context of sponsorship operations. There are other tax mechanisms to encourage this type of expenditure. Some of the expenses you are targeting may be eligible for the sponsorship plan and may qualify for a tax reduction.
ParlaMint-FR_2021-11-23-O1068.u7	The floor is open to Mrs Christelle Petex-Levet, to put forward her question, No. 1546, concerning de-lapping undertakings.
ParlaMint-FR_2021-11-23-O1068.u8	My question concerns industrial policy, in particular the major difficulties encountered by the décolletage companies working mainly for the automotive sector. The Prime Minister was alerted on the subject by the elected representatives and by the territorial business leaders, when he came a few weeks ago to the congress of the mayors of Haute-Savoie. The situation worsens a little more every week: this flagship of the French industry – the cleavage – is likely to be greatly shaken. Indeed, the situation in the automotive sector has a direct impact on the activity of the de-lapping companies. Order cancellations are increasing, with very serious consequences for subcontractors. The entire profession is affected by this very tense situation which affects, by a game of dominoes, the entire industry of the valley of Arve and Haute-Savoie. Several combined factors put a stop to the activity of the industry and the décolleteurs. The shortage of electronic components forces many companies to resort to partial unemployment. In addition, rising prices of raw materials and energy have placed a heavy burden on cash already in tension since the health crisis. In addition to these economic concerns, there is the prospect of the planned shutdown of thermal engines in favour of 100% electric by 2040, which threatens many companies in the Arve Valley. Companies and players involved in cleavage have always demonstrated their ability to adapt and participate in innovation and progress. However, to meet this new challenge – of a sizeable size – and to succeed in their structural transformation to adapt to other markets, they need to be accompanied. It is essential that the décolletage companies be armed to cope with this new crisis, in order to be able to mobilise financing and successfully carry out the necessary transformations to continue their activity. So how does the Government intend to support these companies in their fight on two fronts – to brave this new crisis and to consolidate, as a matter of urgency, their cash flow – so that they will then be able to tackle the essential adaptation of their activities to meet the new challenges announced by 2040?
ParlaMint-FR_2021-11-23-O1068.u9	The next speaker is the Minister for Small and Medium-sized Enterprises.
ParlaMint-FR_2021-11-23-O1068.u10	The Government is aware of the cyclical difficulties and structural challenges that affect the players involved in the décolletage in France, and in particular the décolleteurs of the Arve Valley, which I know well, where most of this activity is concentrated. The Office of the Associate Minister for Industry, Agnès Pannier-Runacher, again received last week the Syndicat national du décolletage (SNDEC). The Government is fully mobilized to defend the chain of décolleteurs, strategic for the economy of Haute-Savoie, and its internationally recognized know-how. Starting in 2019, we have put in place support and advisory support mechanisms, together with the Automotive Platform (PFA) and the Public Investment Bank (BPIFrance), to help automotive players define their strategy and transform their business to meet the challenges of electrification and automation of vehicles. In January 2021 we launched the Arve Valley Plan in order to accompany the décolletage sector more specifically, allowing for the association, in a collaborative approach, of the Vallée industrialists, local professional organizations, competitiveness poles, technical centres, the Chamber of Commerce and Industry and the services of the State in the region. Since its inception, a dozen concrete actions have been identified and are being deployed. The sector also benefits greatly from the car and aeronautics modernization fund of the recovery plan: sixty-seven projects are already supported in Haute-Savoie, representing a total aid of 67 million euros. In terms of volume and value, the department of Haute-Savoie is thus the first of the beneficiaries of this call for projects. The sector will also benefit from the long-term reduction of production taxes of EUR 10 billion per year, which represents a competitiveness support of almost EUR 8 million per year for industrialists in the valley. They will also benefit from the extension, until June 2022, of State-guaranteed loans to support businesses in their cash flow needs, particularly in the context of supply tensions. We attach particular importance to the preservation of this industrial ecosystem and will continue to monitor and mobilize exceptional means to support its transformation.
ParlaMint-FR_2021-11-23-O1068.u11	Mrs Christelle Petex-Levet has the floor.
ParlaMint-FR_2021-11-23-O1068.u12	I thank you in advance for all the actions that will be carried out to support industrial activity in the Arve Valley.
ParlaMint-FR_2021-11-23-O1068.u13	Mr Romain Grau has the floor to put his question, No. 1532, on the exceptional purchasing power premium.
ParlaMint-FR_2021-11-23-O1068.u14	I would like to draw the Government's attention to the opportunity for employers to be able to pay all or part of the exceptional purchasing power premium (PEPA) in the form of consumer-specific payment documents. Indeed, while EPA has been a real success in companies – more than €5 billion paid between 2019 and 2020 – its effect on the national economic recovery has been limited due to the high savings rate in France in recent years – and the increase is continuing due in particular to the health crisis. Thus, the EPA, renewed until March 31, 2022, is sometimes more like a premium for saving power than a premium for purchasing power. In addition, during the current crisis – which we do not know the outcome – there has been a strong trend of consumption towards e-commerce platforms, to the detriment of local businesses and independents. Also, the possibility open to companies to pay all or part of the EPA in specific payment securities, which can only be used in local businesses, could contribute effectively to the recovery of certain sectors hard hit by the crisis. These securities are expressly mentioned in an order of 4 June 2018 – restaurant-titles, personalized accompanying cheques, crop-cheques, gift certificates. Since the beginning of the health crisis, the Government has used them not only to treat people in vulnerable situations as a matter of urgency, but also to revive the catering sector and to enable businesses and social and economic committees to direct more than €200 million, from unrealised spending at the end of the year, to businesses in the real and national economy. To pay part of the potential €3 billion of EPA – if we refer to the figures for 2020 – in the form of specific payment securities would not only make it possible to reproduce on a large scale this virtuous effect of support for local businesses, but would also guarantee a return of VAT for the State. If this option seems to be in line with the Government's will, because of the law's silence as to the form of the payment of the EPA, companies wishing to pay the latter in specific securities could encounter a contradictory or different interpretation of the USSRAF. Therefore, can you, Minister Delegate, confirm that all or part of the EPA premium can be paid in the form of the specific payment securities mentioned in the above-mentioned Order of 4 June 2018?
ParlaMint-FR_2021-11-23-O1068.u15	The next speaker is the Minister for Small and Medium-sized Enterprises.
