ParlaMint-FR_2021-05-04-O1260.u1	The next item is the oral questions without debate.
ParlaMint-FR_2021-05-04-O1260.u2	Mr Christophe Lejeune, speaking on behalf of the Group of the European People's Party, raised his question, No 1402, on aid to forestry communes.
ParlaMint-FR_2021-05-04-O1260.u3	I am fortunate to be the Member of Parliament for a constituency – the second in the Haute-Saône – with wooded areas that occupy more than 50% of the territory and that lives with and for the forest, a major issue of the 21st century, I must remind you. I salute the spontaneous generosity of a large number of communes and forest owners who have strongly mobilized themselves to offer the splendid oaks necessary for the reconstruction of the structure of Notre-Dame. Faymont was the first of them. Yet this generosity must not hide their financial difficulties. It is the whole forest industry that suffers from the bombyx caterpillars and other scolytes. Some medium-lying communes whose forests consist mainly of softwood are even more affected. Forest products sometimes accounted for up to 70 per cent or 80 per cent of their revenues. Private owners, forest operators, are equally affected. Under these conditions, necessary investments will no longer be possible and recurrent maintenance will be reduced. However, the many sawmills in my constituency, which are often at the forefront of their field, which also invest, need a high-quality raw material, in large quantities and at the right price. However, the forestry component of the France Relance plan is very well perceived, in particular the EUR 200 million dedicated to reforestation. Some municipalities have already completed the first steps in the NFB-supported call for projects – National Forestry Board. Mr Minister for Agriculture, I know that you, as well as the Government, are fully mobilized to support this line of excellence, which provides many jobs in rural areas and is a source of decarbonisation. Can you inform the national representative of the state of progress of the measures planned within the framework of France Relance for the forestry component and confirm the commitment and full mobilization of the State in favour of the sector?
ParlaMint-FR_2021-05-04-O1260.u4	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2021-05-04-O1260.u5	You have reminded him very well in your question, Mr Lejeune, the forest issue is immense. It is due to both health crises – the scolyte crisis in particular – and environmental crises – climate change –, both of which are linked: the emergence of scolytes, for example, is mainly due to the effects of climate change. We must therefore act in two directions: firstly, to respond to the health crises, in particular that of the scolytes, which, in fact, also has consequences for the resources of the forest communes. To this end, we have put in place mechanisms that will be extended and amplified following an assessment mission on the financial impact of the situation for the forest communes, carried out jointly with the Minister of Territorial Cohesion and Relations with Local and Regional Authorities, Jacqueline Gourault. Then we planned a huge reforestation plan, financed under the France Recovery plan: 50 million trees, 150 million euros. This is probably the largest reforestation project since the post-war period. It concerns forest communes, state forests but also private forest. It is now spreading at a very good pace. The applications we have received are even higher than the funding available. We are working in partnership with the sectors and we are moving forward quickly. I do not forget the upstream of the industry – I am thinking of the nurseries who have an eminently important role to play – or the downstream – I am thinking of the use of new technologies in forest management, particularly the Lidar system of airborne laser remote sensing.
ParlaMint-FR_2021-05-04-O1260.u6	Mr Bernard Perrut has the floor to put his question, No 1417, on the freezing and aid to farmers.
ParlaMint-FR_2021-05-04-O1260.u7	Last month, the freeze hit several regions. Its consequences are dramatic for viticulture, arboriculture and other crops. In the Rhône, especially in the Beaujolais region that I represent, these consequences are certainly heterogeneous, but many farmers have seen their hopes of harvesting fly away. The wine sector, which had a good momentum despite the health crisis but with often low stocks, is very concerned. Farms are going to suffer. Minister, what concrete answers do you intend to give to the demands of the professional wine organizations of Beaujolais in order to avoid a black year? In order to do so, they are calling for a white year, i.e. a reduction in the pressure on the cash flow through the exemption of social contributions for operators and employers in the sector. How do you respond to requests for partial unemployment – if the work continues in the vineyards, the harvest will not reach the expected level – for relief of levies, carry-over or extension of loans, take-over of the year's interest, or subscription of State-guaranteed loans beyond June 2021? How do you intend to support wine growers, especially young people who have recently settled, who are forgotten about aid because they do not receive aid from the Solidarity Fund? When are you planning to finally reform the system of agricultural disasters and introduce a new governance of crop insurance, which is not attractive since only 50% of farmers subscribe to it, and only farms that have lost 30% of their annual production can benefit from it. Further measures are needed. What about the exceptional fund you announced? It is necessary to save farms, to alleviate everything that can be done to help them cope with the situation. The dramatic climate event is an opportunity to recall in this House the importance for farmers and wine growers of having tools to prevent and manage risks in line with the climate challenge. The risk of losing a harvest in a night or a day is not sustainable if we want to make our farms and French viticulture sustainable. Be aware, Minister, that you are welcome to Beaujolais whenever you wish. Besides, in November, you were kind enough to take part in a video conference at a new Beaujolais tasting!
ParlaMint-FR_2021-05-04-O1260.u8	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2021-05-04-O1260.u9	Thank you for your invitation, Mr. Member. You have summed it up very well, the freezing episode that our country has experienced has been dramatic for many crops – hundreds of thousands of hectares have been affected – especially for viticulture, especially in the beautiful territory that you represent and support with such determination. You have asked many specific questions which I will try to answer with the same precision. The Prime Minister and I have decided to announce and quickly introduce a EUR 1 billion support package. The first part consists of emergency measures: you mentioned the emergency fund that helps those who are in a cash flow impasse. I signed the circular yesterday and the funds are being delegated to the prefects, only 15 days after the announcement – so you see how quickly we act. In the case of charges, the year will be white beyond a threshold which is currently being defined with the professions concerned. Below the threshold, carry-over is planned. I repeat, it will be a white year in terms of burdens for heavily affected companies. As for part-time work, it is possible to use the system valid for covid-19 – State compensation can be as high as 86%. We are extending the system of compensation for production losses to arboriculture, viticulture and large crops: since the loss is more than 30%, the compensation may cover 40% of the loss. The first compensation must be paid by the end of June – our intention is to do in three months what normally takes nine months. As far as prevention is concerned, we are doubling the investment fund in precision equipment to combat the hazards of climate change – from EUR 100 million to EUR 200 million. In addition, some of the eligibility criteria are reviewed in order to facilitate access, particularly in the area of arboriculture. With regard to agricultural disasters, I launched the review of CNGRA – the National Committee for the Management of Risks in Agriculture – even before the freezing episode. As for the recasting of crop insurance, this is a huge project, which has been going on for months and which I want to complete. This is a very complicated subject, which I know very well in my personal capacity. I assure you that I will not give up anything in this area because we cannot accept a young generation entering these trades with a sword of Damocles above the head.
ParlaMint-FR_2021-05-04-O1260.u10	The floor is open to Mr Philippe Latomb, to put his question, No. 1394, concerning Apple's monopolistic behaviour.
ParlaMint-FR_2021-05-04-O1260.u11	I would like to draw your attention, Mr. Secretary of State for the Digital Transition, to the operation of Apple, as a single distributor of applications on its terminals and the iOS mobile market. In October 2020, after 16 months of investigations and a report of more than 400 pages, the US House of Representatives' antitrust subcommittee specifically described Apple's monopoly on the iOS applications market. According to US parliamentarians, the company prevents the emergence of any competition thanks to the dual control of its iOS operating system and its App Store. The manufacturer's rules on integrated purchases, in particular the famous 30% commission levied on the price of applications but also on subscription services, constituted a distortion of competition from the outset. Apple also requires everyone to use its payment system – In App payment – and has made "sherlocking", a practice that involves copying innovative applications for its own benefit by integrating them into a new free service of the iOS, a tool assumed from its economic development to the detriment of competition. In France as well as abroad, Apple raises many controversies, starting of course with tax evasion, as the heavy convictions in this area do not seem to have led the company to decline. For example, it decided to pass on the digital services tax, known as the GAFA tax, to its providers by prohibiting them from doing so to consumers. Three legal proceedings are under way: in France, before the Autorité de la concurrence, for abuse of a dominant position; to the European Commission for anti-competitive behaviour; to the CNIL – National Commission on Informatics and Freedoms – for non-compliance with the GDPR – general regulation on data protection. What measures does the Government intend to take to regulate Apple's monopolistic behaviour both in France and in Europe, particularly during the French Presidency of the Council of the European Union?
ParlaMint-FR_2021-05-04-O1260.u12	The Secretary of State for Digital Transition and Electronic Communications had the floor.
ParlaMint-FR_2021-05-04-O1260.u13	You're talking about an absolutely strategic subject for years to come. You cite the example of Apple and ask several questions that are sometimes a little different, but all of which refer to the more global issue of the very large American companies – some European or Eastern companies could in future be part of this category – today in a situation of oligopoly in the digital markets. With regard to the cases you are referring to at the French level, I would point out that last year, a decision of the Autorité de la concurrence imposed a fine of EUR 1.1 billion on Apple because of its agreement with its distributors, which shows that, when it comes to these matters, this body can impose fines of a very high level. You also mentioned the links between privacy and possible abuse of dominant position on the part of Apple. These are extremely complex issues, because our privacy laws may, in some senses of their application, tend to strengthen existing actors – in this case, Apple. The Autorité de la concurrence has decided not to block the application of the new provisions adopted by Apple in terms of disclosure of identifiers for advertising purposes, but I would like to point out that, read in its entirety, the text of the judgment shows that the Autorité de la concurrence, if it does not rule on the merits, is nevertheless continuing the investigation at this level. With regard to the payments and fees levied by Apple, I would point out that the European Commission has made an announcement, still provisional, concerning the possible abuse of a dominant position in the case against Spotify. Two other elements: first of all, with regard to the so-called GAFA tax, the situation is quite simple: Apple and Google have passed it on to prices, as Amazon, it seems to me, and it is obvious that these companies are making fun of the world! These taxes are obviously not intended to be passed on to customers, since they are intended to correct a certain disloyalty of the tax practices of the companies concerned. The situation may, however, be quite interesting because, if the increase in the rates offered to their customers does not lead to a decrease in their customer base, this means, in economic theory, that these companies are in a situation of oligopoly or monopoly, which will enable the European decision-maker to be informed. It is indeed at European level that we must act, in particular through digital market legislation, known as DMA, the main objective of the French Presidency of the European Union: to reduce the footprint of these companies on our economy and our democracy by means of ex ante arrangements – as they say in good French – to supervise companies in a situation of oligopoly and monopoly, rather than to repair the problems they pose ex post.
ParlaMint-FR_2021-05-04-O1260.u14	Mr Philippe Latomb has the floor.
ParlaMint-FR_2021-05-04-O1260.u15	France will have to ensure that the drafting of DMA legislation is not the subject of too aggressive lobbying by Apple to distort it. The players in the ecosystem are very concerned about this and I would point out that the Irish regulator seems, in the opinion of many experts, to be very weak.
ParlaMint-FR_2021-05-04-O1260.u16	The floor is for Ms Jennifer De Temmerman to put her question, No 1418, on the inclusion of fossil gas in the European register of sustainable investments.
ParlaMint-FR_2021-05-04-O1260.u17	My question is for the Minister of Economy, Finance and Recovery and concerns France's policy on the inclusion of fossil gas in the European register of sustainable investments. A letter co-signed by the President of the Republic and six other Heads of State and Government was sent to the European Commission to support the inclusion of nuclear energy in the European register of sustainable investments, or "taxonomy". At the same time, these allied countries are pushing heavily to include fossil gas in the same register – it seems to be a success, since the Commission has just made a proposal to this effect, which could encourage the massive development of gas-fired power plants in Europe. However, as the President of the European Investment Bank pointed out, this energy is harmful to the climate and Europe will soon have to do without it. It is also less and less competitive in the face of sustainable alternatives and maintains Europe's energy dependence. Yet, while all over Europe, countries like Spain, Denmark and Ireland are protesting against this classification of fossil gas as a green investment, France remains silent. In order to clarify this situation, I would like to know the position of the Government on this crucial issue, particularly for European ambitions and the development of green finance.
ParlaMint-FR_2021-05-04-O1260.u18	The Secretary of State for Digital Transition and Electronic Communications had the floor.
ParlaMint-FR_2021-05-04-O1260.u19	The development of sustainable finance is a crucial tool to ensure the transition from the economy to carbon neutrality by aligning capital flows on a path compatible with the temperature targets defined by the Paris Agreement. The European taxonomy, which you refer to, is indeed the backbone of the European Union's action on greening the financial system. Its use is mandatory for financial market players and companies. It is both an inventory of existing technologies or to be developed to ensure the objective of carbon neutrality and a transition tool to the market. On 21 April 2021 the European Commission published the first delegated act of the Taxonomy Regulation. This text contains, as you mentioned, eligibility criteria for climate mitigation and adaptation objectives, covering sectors currently responsible for almost 80% of greenhouse gas emissions. However, the establishment of criteria for certain activities requires further work. This is the case with nuclear energy, agriculture, certain industrial equipment and natural gas, which are therefore not included in this first text. The Commission has undertaken that a supplementary delegated act will cover these activities as soon as the necessary expertise is available on these issues. France is very committed to the principle that underpins the credibility of taxonomy: technological neutrality, i.e. the absence of a priori exclusion of certain technologies on a non-scientific basis, in order to ensure the adaptability of the tool to potential future technological failures, and the scientific character of the criteria chosen. For example, France defends, as you stress, the inclusion of nuclear energy, a low-carbon energy source that has been the subject of a recent report by scientists at the Joint Research Centre of the European Commission, concluding that there are no significant effects on human health and the environment. Similarly, in the taxonomy regulation, natural gas cannot be excluded a priori but must be subject to scientifically established criteria consistent with European objectives and the 1.5 degree climate trajectory. There are indeed technological avenues for reducing CO emissions from natural gas plants by carbon capture or low-carbon fuel use, such as biogas, which should not be penalised a priori. France has defended and will continue to defend an ambitious threshold for natural gas in the taxonomy, compatible with its climate commitments and equal treatment between sources of energy production. We look forward to the Commission's proposal for this new delegated act, which we hope will be as ambitious as possible. I would also point out that two other delegated acts devoted to the criteria are the environmental objectives, such as the protection of biodiversity, as well as the obligations to use and publish the alignment of companies – banks, insurers and portfolio managers – on taxonomy, are also necessary by the end of 2021 for the implementation of the text and its success as a tool for steering the transition. We will be attentive to their environmental ambitions and their ability to maintain European legislation at the best global standard in sustainable finance.
ParlaMint-FR_2021-05-04-O1260.u20	Mrs Jennifer De Temmerman has the floor.
ParlaMint-FR_2021-05-04-O1260.u21	Thank you, Secretary of State, for your answer, although, on such an important subject and even though it is still early this Tuesday morning, I would have preferred – do not take it wrong! – to hear it from the Minister of Economy, Finance and Recovery. I therefore understand that France will not openly take a stand against fossil gas, thus opposing all the speeches made at European level in favour of the ecological transition and as we are going to vote this afternoon on the climate law, in particular Article 4a bis on greenwashing. I take note of that.
ParlaMint-FR_2021-05-04-O1260.u22	Mr Hervé Saulignac has the floor to put his question, No. 1423, on the shortage and price of building materials.
ParlaMint-FR_2021-05-04-O1260.u23	The construction sector is sounding alarms, as the stock of materials is shrinking and the price of raw materials is rising, causing this sector to fear direct consequences, particularly in terms of employment and prices. This is particularly the case in my department of Ardèche, where this sector is struggling to source raw materials such as steel, copper, construction wood or polyurethane. This direct consequence of the epidemic and the industry-induced disruption creates situations of shortage, with a surge in prices which, I repeat, could have a serious impact on employment. The construction sector also fears, and rightly so, a kind of double penalty: on the one hand, rising material prices would reduce margins and lead to construction sites at a loss and, on the other hand, delays due to shortages and, as a result, the risk of late penalties. After a difficult year – the least we can say – due to the health crisis, some companies are now almost at a standstill, while, paradoxically, their order books are rather correct. In these circumstances, the use of partial unemployment by the 3900 arduous enterprises of the BTP would be dramatic and public stimulus plans would be in vain. I know that the Government is particularly concerned about this issue and I would therefore like, Mr. Secretary of State, to be able to elaborate on the concrete measures that you are planning to implement so as not to compromise the recovery, and to indicate how the Government intends to respond to the demands of the construction sector, namely, the organization of a dialogue between suppliers of raw materials and professionals in the construction industry, the freezing of late penalties and the updating of prices.
ParlaMint-FR_2021-05-04-O1260.u24	The Secretary of State for Digital Transition and Electronic Communications had the floor.
