ParlaMint-FR_2021-12-14-O1098.u1	The next item is the question to the Government.
ParlaMint-FR_2021-12-14-O1098.u2	Mr Ugo Bernalicis has the floor.
ParlaMint-FR_2021-12-14-O1098.u3	Three thousand: the number of magistrates who signed a forum last month following the suicide of one of their colleagues, to warn about the lack of resources in the judicial institution. Today, more than 7,000 of the country's 9,000 magistrates have signed this forum. It is "historical" and I am angry in advance with the answer that the guard of the seals will give us, which will tell us, in its language elements, about the 8% increase in its budget in 2022, etc. I wonder. You, Mr. Keeper of the Seals, who have met the magistrates who have their hands in the country, you who know justice carnally, intimately, you seem to discover the hearings at night, the justice of slaughtering immediate appearances. But you cannot say that you are astonished by the situation, you, the great lawyer.
ParlaMint-FR_2021-12-14-O1098.u4	Are you done?
ParlaMint-FR_2021-12-14-O1098.u5	There's no question!
ParlaMint-FR_2021-12-14-O1098.u6	What's the question?
ParlaMint-FR_2021-12-14-O1098.u7	The next speaker is Mr Custody of the Seals, Minister of Justice.
ParlaMint-FR_2021-12-14-O1098.u8	I will therefore answer this brief question. First of all, I see that you're making me say things that I didn't say, but I'm used to that on your part. I have heard the actors of the judicial world who express their ill-being. I listened to them, heard them, received them at the Chancery and met them every day in my travels. Better so, I invite them to make their voices heard in the context of this very particular exercise, namely, the General States of Justice. These general statements are made for this purpose, they will make it possible to draw up proposals to improve the justice of this country for our fellow citizens, for magistrates, clerks, lawyers, prison officers, administrative services. [[Applause on several benches of the LaREM and Actir ens groups. – Mr. Erwan Balanant also applauds]] [[Applause on several benches of the LaREM and Dem groups]] [[Applause on many benches of the LaREM and Dem groups]] My answer to your brief question is not yet fully complete. It is true that during this quinquennium we could have recruited more than 650 magistrates and 870 clerks. It is true that during this quinquennium we could have increased the budget of the Ministry of Justice by more than 33 per cent. It is true that during this quinquennium we could have increased the budget of the judicial services as much as what the left and right combined have done in ten years. It is true that during this quinquennium we could have drastically increased legal aid. The truth, Mr. Bernalicis, is that all this we have done, and that it is this majority that has done it. [[Same moves. – Exclaims on FI banks]] The problem is that with you, it's crocodile politics: a very large mouth, very small arms.
ParlaMint-FR_2021-12-14-O1098.u9	Mr Ugo Bernalicis has the floor.
ParlaMint-FR_2021-12-14-O1098.u10	[[Claims on several banks of the LaREM Group]] What a morgue, what a contempt, but you get used to it. Their voice, minister, magistrates make it heard outside the general states of justice. They will make it heard tomorrow throughout the country, especially here in Paris, in their demonstration in front of Bercy, because it is the means that are lacking in the judicial institution. [[Exclaims on many banks of the LaREM and Dem groups]] You're a maroufle. The rain of support, of the conference of prosecutors, of the conference of prosecutors general, of the Court of Cassation, of the Supreme Council of the Judiciary, you cannot deny it. It reflects your incomprehension, you who, after Mrs Belloubet, pursue a model of justice that considers all this to be flow management. The precarization that you perpetuate is precisely what the judges' rostrum denounces. You do not understand it, and yet mistreated justice is a miscarriage of justice. As my grandmother used to say with the common sense of the people of the North: big distraught, small faiteux.
ParlaMint-FR_2021-12-14-O1098.u11	It is Mr. Keeper of the Seals who has the floor.
ParlaMint-FR_2021-12-14-O1098.u12	[[Applause on many benches of the LaREM, Dem and Agir ens groups]] I do not want to respond to the insults, but I would remind you that this budget, Mr Bernalicis, has not voted!
ParlaMint-FR_2021-12-14-O1098.u13	Mrs Constance Le Grip has the floor.
