ParlaMint-FR_2021-04-06-O1231.u1	The next item is the question to the Government.
ParlaMint-FR_2021-04-06-O1231.u2	Mrs Caroline Fiat has the floor.
ParlaMint-FR_2021-04-06-O1231.u3	[[Hues on the banks of the FI Group]] Emmanuel Macron's message was well heard by the caregivers: we will have to make efforts. For example, at the CHRU – regional and university hospital – in Nancy, after a few physical exercises, they all united and tried – with all their strength – to move the walls to have more space and open beds. One cannot say that they spare their efforts, despite the cumulative fatigue: in Nancy, the caregivers have not had a respite since March 2020. Despite their strenuousness, it is clear that they did not succeed. So they turned paediatric resuscitation beds into adult resuscitation beds. You know what this means: now, operations are also deprogrammed in paediatric services and children are also involved.
ParlaMint-FR_2021-04-06-O1231.u4	What a shame!
ParlaMint-FR_2021-04-06-O1231.u5	[[Applause on the banks of the FI Group – Mr SébastienJumelapplauditedalso]] Minister for Solidarity and Health, I hesitate between cynicism, irony and anger. It has been ten months since my group asked you to audition the 180,000 state graduates who left the profession, to find out what conditions they would be ready to return to. In any case, one thing is certain: those of the Ségur de la santé are not sufficient. We lost ten months. Today, we're deprogramming in turn. According to the professionals concerned, the collateral effects for patients will be harmful and irretrievable, if not fatal. Do you not find that the taste of risk has serious consequences? A few weeks ago, not without cynicism, you threw the caregivers – of which I am a part – into pasture, claiming that they were unconscious because, by not immunizing themselves, they put the lives of their patients at risk. What a contempt! Do you know that at Nancy's CHRU, no dose has been available for three weeks to vaccinate healthcare personnel?
ParlaMint-FR_2021-04-06-O1231.u6	Well?
ParlaMint-FR_2021-04-06-O1231.u7	[[Applause on the benches of the FI group and on several benches of the GDR group]] Instead of accusing us of all evils, give us the means to protect ourselves. Minister, you took us into the wall; Are you going – at least – to accept your responsibility?
ParlaMint-FR_2021-04-06-O1231.u8	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2021-04-06-O1231.u9	[[Exclaims on FI banks]] Madam Member, thank you for this question, once again in moderation...
ParlaMint-FR_2021-04-06-O1231.u10	That's enough! What a class condescendance!
ParlaMint-FR_2021-04-06-O1231.u11	...to which I will of course answer. First of all, I would like to pay tribute to the extraordinary work of caregivers, in all hospitals as well as in city medicine, and, of course, in Nancy's CHRU. In this connection, as you have not pointed out, I will allow myself to recall: thanks to the Ségur de la Santé, more than 400 million euros of investments have been announced to rebuild the hospital in Nancy. In addition, as I had committed myself to doing so, I gave up all the job cuts planned a few years ago, as well as the bed cuts, the number of which will on the contrary increase. These measures are supported – and this is happy – by the mayor of Nancy, the local medical and paramedical community and the regional health agency.
ParlaMint-FR_2021-04-06-O1231.u12	But we don't have beds!
ParlaMint-FR_2021-04-06-O1231.u13	Veran, socialist!
ParlaMint-FR_2021-04-06-O1231.u14	Among the messages you have wanted to convey, I understand that you are concerned about the medical and paramedical reinforcements that could benefit hospital staff in a difficult time. Of course, we rely above all on the mobilization of staff who are already working in the hospital, and who have been making enormous efforts for more than a year.
ParlaMint-FR_2021-04-06-O1231.u15	What about pediatrics?
ParlaMint-FR_2021-04-06-O1231.u16	[[Applause on several benches of the LaREM group and on a few benches of the Dem group]] I will never find enough words to thank them for their courage, self-denial and determination to heal and save lives, day and night. These caregivers will be able to count on reinforcements from the health reserve, the mobilization of retired doctors, retired caregivers, students and liberal health professionals.
ParlaMint-FR_2021-04-06-O1231.u17	There's no one here!
ParlaMint-FR_2021-04-06-O1231.u18	What about pediatrics?
ParlaMint-FR_2021-04-06-O1231.u19	Is she deprogrammed or not?
ParlaMint-FR_2021-04-06-O1231.u20	I announced it, I signed an order to increase the remuneration of caregivers by 50 to 100%, when they lend a hand to their colleagues. [[Interruptions on the banks of the FI–Brouhaha group]] As regards deprogramming of care, they are decided gradually, as teams and beds have to be released to save the lives of patients affected by serious forms of covid -19. Don't worry, the deprogramming of certain care is not dictated in the minister's office... I can't hear myself talking! Deprogramming is decided locally, by the directors, medical and paramedical teams, according to the needs of resuscitation beds and obviously maintaining urgent interventions – especially in cancerology.
ParlaMint-FR_2021-04-06-O1231.u21	What about the kids? Answer me!
ParlaMint-FR_2021-04-06-O1231.u22	[[New interruptions on theFI Group's banks]] [[Applause on several benches of the LaREM group and on a few benches of the Dem group]] That is why we have been proposing for more than a year to vote with us on measures to protect the population. You've never done it, considering it more interesting to...
ParlaMint-FR_2021-04-06-O1231.u23	You're going in the wall!
ParlaMint-FR_2021-04-06-O1231.u24	Thank you, Minister... As Mr Jean Lassalle is not present, we turn to the following question.
ParlaMint-FR_2021-04-06-O1231.u25	Mr Sacha Houlié has the floor.
ParlaMint-FR_2021-04-06-O1231.u26	We would have preferred Jean Lassalle!
ParlaMint-FR_2021-04-06-O1231.u27	[[Applause on many benches of the LaREM group]] France vaccinates with tight flows: 13 million injections were given, out of 13.7 million doses received. In April, France will receive an additional 12 million doses, almost as much as it has received since the start of the vaccination campaign. Vaccinodromes have opened and continue to open throughout the territory, for example at the Vélodrome stadium, the Stade de France, the Océane stadium – Le Havre – or the La Beaujoire stadium – Louis Fonteneau stadium in Nantes. The expected rate is 400,000 vaccinations per day. The objective is clear and we will achieve it: to exceed the 10 million people vaccinated by mid-April; then to reach 20 million in mid-May and 30 million in mid-June because France goes – and sees – further. As of June 2020, it wanted to strengthen its research capacity for therapeutic solutions, increase its production capacity, secure its access to health products and build resilience to health crises on a European scale. Since then, €460 million has been invested to achieve these objectives. This week, France will start the massive production of vaccines: Delpharm starts the flaking of the Pfizer-BioNTech vaccine at its Eure-et-Loir plant; Recipharm will do the same in the course of the month, in Indre-et-Loire, for the Moderna vaccine; Sanofi will also have to make available its Rhone laboratory for the production of the Johnson&amp;Johnson vaccine. There are those who are agitating, effluent and exhilarating, and there are those who are organizing themselves to produce vaccines for all. Having refused to engage in a vaccine war with its neighbours, France honoured itself. It will do so even more by helping to build a resilient and innovative industry in the European Union. Madam Minister responsible for industry, can you tell us how the funds of France Recovery were used,...
ParlaMint-FR_2021-04-06-O1231.u28	All we have to do is finance with the lab dividends!
ParlaMint-FR_2021-04-06-O1231.u29	[[Applause on many benches of the LaREM group]] ... as well as those of the various calls for projects, to mobilise the French industrial fabric? How many production sites will be operational and when? Will the production of vaccines in 53 European Union sites achieve collective immunity for the 450 million Europeans, announced by Commissioner Thierry Breton on 14 July?
ParlaMint-FR_2021-04-06-O1231.u30	The next speaker is the Minister responsible for industry.
ParlaMint-FR_2021-04-06-O1231.u31	Thank you for highlighting the commitment of all the industrialists in this battle to find treatments, to find a vaccine and to manufacture in an extremely close step: it is a scientific, technological and industrial feat at the same time, it is a European and French feat. As you pointed out: the Government mobilized last June, because no site in France was then able to produce messenger RNA, and only Sanofi had embarked on the race to search for the vaccine. Thanks to the Government and our arrangement with Olivier Véran, three production lines were organized. Tomorrow, the Pfizer-BioNTech vaccine will be manufactured at Delpharm; In fifteen days, the Moderna vaccine will be produced by Recipharm and, in a month and a half, the CureVac vaccine will be produced at two sites of the Favera company. It is also at the initiative of the Government that Sanofi – the only laboratory to have done so – will produce two vaccines of its competitors,...
ParlaMint-FR_2021-04-06-O1231.u32	Assemble, not produce! There's no one on the site anymore!
ParlaMint-FR_2021-04-06-O1231.u33	It's just bottlening!
ParlaMint-FR_2021-04-06-O1231.u34	... Janssen's on his French site, and Pfizer-BioNTech's in Germany. Yes, France will take its full part in the vaccine war, since nearly 250 million doses will be released from our production lines by the end of the year. But this is only a first step. What's happened in 15 years?
ParlaMint-FR_2021-04-06-O1231.u35	Nothing!
ParlaMint-FR_2021-04-06-O1231.u36	We've seen the systematic detanglement of our pharmaceutical industry; our market share in pharmaceutical manufacturing has been divided by two. It was the current Government that reversed the steam and, for the first time, reopened the financing of the medicine and re-installed production capacity in France. So...
ParlaMint-FR_2021-04-06-O1231.u37	Thank you, Minister...
ParlaMint-FR_2021-04-06-O1231.u38	Despite the rigors of the Rules of Procedure, I give the floor to Mr Jean Lassalle.
ParlaMint-FR_2021-04-06-O1231.u39	Mr. President, I wish to greet your panache...
ParlaMint-FR_2021-04-06-O1231.u40	You're welcome!
ParlaMint-FR_2021-04-06-O1231.u41	What a manslaughter!
ParlaMint-FR_2021-04-06-O1231.u42	...that I've known for a long time, just like the Prime Minister's. Ladies and gentlemen, I will not speak of yours... I was told that I was in nineteenth place to ask my question. I wanted to talk to you about a subject which, of course, may still seem bearable today, but which will no longer be so in two years' time: the organization of the World Cup of Football in Qatar in 2022. Of course, I'm not the first to move on, and certainly not the last.
ParlaMint-FR_2021-04-06-O1231.u43	That's good!
ParlaMint-FR_2021-04-06-O1231.u44	Since ancient times, sports have always brought together men, who abandoned the war to fight differently. But perhaps there were fewer billions at stake, and less oil, weapons, and blood that were dripping everywhere. I don't want to question football, let alone the athletes and those who work a lifetime to have the happiness of scoring a goal that will rip off a famous "gooool" from the egoist to finish.
ParlaMint-FR_2021-04-06-O1231.u45	[[Smile]] He's doing it right!
