ParlaMint-FR_2021-03-30-O1220.u1	The next item is the question to the Government.
ParlaMint-FR_2021-03-30-O1220.u2	Mr Stéphane Little has the floor.
ParlaMint-FR_2021-03-30-O1220.u3	Mr Minister for National Education, Youth and Sports, the closure of schools last spring was a disaster, both psychologically and socially. Rarely in our country, there is a relative consensus on the need to keep schools open: it is a huge challenge, but it must be given the means to do so. Now, for a year...
ParlaMint-FR_2021-03-30-O1220.u4	It's wailing!
ParlaMint-FR_2021-03-30-O1220.u5	... you do not listen to the field, and you do not take the necessary steps: organize a half-jauge operation, install air purifiers, diversify school catering sites, equip teachers and students, where necessary, to allow distance education, recruit massive replacements in order to run the school in times of pandemic.
ParlaMint-FR_2021-03-30-O1220.u6	He's right!
ParlaMint-FR_2021-03-30-O1220.u7	On the contrary, you welcome the savings, year after year, of hundreds of millions of euros on posts. Anger rises everywhere in France, in Seine-Saint-Denis in particular. The population in this department is the most exposed and the most contaminated, and at the same time the least treated and the least vaccinated. Comorbidities are also of a social nature, and public services such as national education, already undersized, have been particularly weakened by covid-19. We can no longer be satisfied with the announcement of measures which, for lack of means and concrete organisation, never come into force. Minister, teachers and parents ask that schools remain open, but not at any cost – not in the form of day care, for example. They ask you to recruit massive replacement teachers and, instead of the current fiasco, to systematically test the students in order to organize the isolation of those who would prove to be positive. [[Applause on the benches of the GDR and SOC groups]] One last request: the vaccine race of the Stade de France, which will open its doors on 6 April, will make it possible to immunize 10,000 people a week. Ensure that the first doses of vaccine are reserved for the inhabitants of the Seine-Saint-Denis, who are most at risk, especially for school staff.
ParlaMint-FR_2021-03-30-O1220.u8	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2021-03-30-O1220.u9	Let me begin by answering the last part of your question, concerning the population of Seine-Saint-Denis. You had already put it down a few days ago, during the public debate on the logistical dimension of the vaccine strategy against the covid-19 epidemic, and I can now give you the details I promised you at that time: the proportion of inhabitants of Seine-Saint-Denis who received a first injection of vaccine corresponds, to the rate of coverage of the people who were vaccinated in this department, to 1% or 2%. I shared your concern, but fortunately it is the inhabitants of Seine-Saint-Denis who have benefited from the vaccination in their department, and who will obviously continue to benefit from it. With regard to the opening of schools during the period of covid -19, you make a point that we share: France is the country of Western Europe which has kept the opening of schools the longest in the last thirteen months, despite the health crisis. Indeed, while the facilities were closed on 14 March 2020, during the first epidemic phase, they have since remained open. Through the establishment of all health protocols and the work done by the national education, the Ministry of Solidarity and Health, the prefects, the regional health agencies (ARS), the teaching staff, the rectorates and the parents of students, our children have been able to continue to enjoy access to education under the best possible conditions, even though in some neighbouring countries schools have been closed for more than six months in total. Germany, for example, closed its schools for more than two months in 2021, while French schools did not close a single day. However, it is true that the virus also circulates in schools. Screening showed that the test positivity rate in high schools was slightly higher than in high schools, with the test positivity rate in high schools being higher than in primary schools, which was higher than in nursery schools. However, the virus is circulating throughout the country and this requires an adaptation of the health protocol, which we have decided with Jean-Michel Blanquer: from now on, in order to avoid the spread of the virus, a class is closed from the first positive case detected. [[Applause on several benches of the LaREM group]] Whatever happens in the coming days, we will of course continue to do our utmost to offer our children educational solutions or childcare solutions that are most suited to the gravity of the moment.
ParlaMint-FR_2021-03-30-O1220.u10	And what about the vaccine?
ParlaMint-FR_2021-03-30-O1220.u11	Mr. David Habib has the floor.
ParlaMint-FR_2021-03-30-O1220.u12	Prime Minister, on January 29, the Head of State knows that scientists are announcing a third wave of the epidemic in March and April: it does not take it into account. It makes, in the words of your majority, a "betting" – as if you could bet on the health of the French!
ParlaMint-FR_2021-03-30-O1220.u13	Yes!
ParlaMint-FR_2021-03-30-O1220.u14	In reality, his ambition was not to avoid confinement, but to get used to living with the virus, because the head of state did not believe in the vaccine. He himself recognized it on December 4th: "The vaccine is coming. Is that the only answer? No. " What a mistake!
ParlaMint-FR_2021-03-30-O1220.u15	Yes!
ParlaMint-FR_2021-03-30-O1220.u16	Don't bet on science and intelligence, that's your mistake, the one that explains everything! As early as October, Boris Vallaud asked you about the vaccination strategy.
ParlaMint-FR_2021-03-30-O1220.u17	A very good question!
