ParlaMint-FR_2021-02-09-O1158.u1	The next item is the question to the Government.
ParlaMint-FR_2021-02-09-O1158.u2	Mr Fabien Roussel has the floor.
ParlaMint-FR_2021-02-09-O1158.u3	Prime Minister, a lot of effort is being asked of the French, poverty is increasing and wages are stagnating. Meanwhile, the world of finance continues to shift its profits to tax havens in countries with zero tax rates, including Luxembourg, a member of the European Union. Thanks to their tremendous work, journalists denounce the fact that 6500 billion euros of financial assets were there, protected by a myriad of offshore companies and by perfectly legal tax optimisation schemes. These companies do not have an office, do not employ employees, do not produce anything but siphon our wealth, those of French employees and the nation's budget, by allowing multinationals such as LVMH, Kering, Apollo or Amazon to relocate their capital gains without paying tax on them. Moreover, 15,000 French would hold 100 billion euros of assets in this tax haven. When I hear the rhyming that, on behalf of the European Treaties, the debt linked to the covid-19 should be paid, I think that tax competition between European countries should first be stopped. It would also be fair to ask multinationals to pay all their taxes in France, as the vast majority of small businesses do. [[Applause on the benches of the GDR, FI groups and on a few benches of the SOC group]] Prime Minister, are you going to ask the tax authorities to investigate these great fortunes and multinationals that plunder the wealth produced by the world of work? Are you finally going to study the proposal for a law introduced by the Communist deputies, which aims to take from the source the profits of the multinationals before they are relocated to tax havens?
ParlaMint-FR_2021-02-09-O1158.u4	The next speaker is the Minister for Public Accounts.
ParlaMint-FR_2021-02-09-O1158.u5	Not the Prime Minister?
ParlaMint-FR_2021-02-09-O1158.u6	You have asked us about the survey published by journalists from the World and 15 other media outlets concerning a number of assets and assets placed in Luxembourg.
ParlaMint-FR_2021-02-09-O1158.u7	Luxemburgers!
ParlaMint-FR_2021-02-09-O1158.u8	There's 20 million euros in tax evasion, but other than that, everything's fine!
ParlaMint-FR_2021-02-09-O1158.u9	This survey is based on the analysis of the data of the active beneficiaries, i.e. the actual owners of the companies registered in the trade and company register. The tax administration itself makes use of these data since France has made transparency of active beneficiaries one of its priorities. It is on his initiative that a centralised and public register was established in 2016 at European level, allowing us to rely on a tool listing more than 3.5 million companies, legal persons, trusts or trusts that use these international arrangements. I would point out that the French tax administration works closely with the competent authority of Luxembourg: when we send them a request for information on direct taxes, the average response time is three and a half months, which, in comparison with other countries, is a more than honourable result. Since 2016, thanks to the automatic exchange provided for in the international agreements, the number of information received on individuals has only increased: if we obtained 240,000 information in 2016, we received 355,000 in 2019, an increase of 48%. This allows us to carry out the most appropriate controls possible to fight against optimisation and illegal investments. I would add that, in the fight against international tax evasion, France's performance is on the rise: between 2018 and 2019, the controls covered EUR 5.7 billion of assets, compared with EUR 5.1 billion previously, an increase of 12%. If much work remains to be done in this area, be assured of the mobilization of the entire tax administration.
ParlaMint-FR_2021-02-09-O1158.u10	You're always happy with yourself!
ParlaMint-FR_2021-02-09-O1158.u11	Mr Fabien Roussel has the floor.
ParlaMint-FR_2021-02-09-O1158.u12	[[Applause on the benches of the GDR group]] Mr Minister, you are not attacking the tax war waged by the countries of the European Union against France. In Luxembourg, the tax rate on dividends is 0% when it is 30% for our SMEs. This is the fiscal war that robs the wealth of our country!
ParlaMint-FR_2021-02-09-O1158.u13	Mr Marc Le Fur has the floor.
ParlaMint-FR_2021-02-09-O1158.u14	Minister of National Education, in July 2017, barely elected, President Macron promised us that there would no longer be class closures in rural primary schools.
ParlaMint-FR_2021-02-09-O1158.u15	There's plenty of them!
ParlaMint-FR_2021-02-09-O1158.u16	However, as early as February 2018, the Government decided to close for the next year. New turnaround: on March 27th on TF1, you yourself promised that there would be no primary class closures in rural areas, except with the explicit agreement of the mayors. You justified it very logically by the exceptional circumstances associated with the health crisis. However, we are announced that we will be closing many times next year throughout France:...
ParlaMint-FR_2021-02-09-O1158.u17	He's right!
ParlaMint-FR_2021-02-09-O1158.u18	...forty-two in the Vaucluse, forty in the Haute-Marne, thirty-three in the Ain – I speak under the control of President Abad –, thirty in the Vosges, thirty-two in the Côtes-d'Armor, a department of which I have the honour of being elected. [[Applause on the benches of the LR group]] How do you want the French to still have confidence in the public word when you come back so quickly on your promises? What really has changed since last year? Would the pandemic be eradicated? Do you think that by engulfing more and more children in classes, social distancing will be respected? Do you not say, once again, contradictory and inaudible words, which are sometimes revolting?
ParlaMint-FR_2021-02-09-O1158.u19	Isn't it you who wanted to remove 500,000 civil servants?
ParlaMint-FR_2021-02-09-O1158.u20	I ask you very simply, minister: respect the commitments you have made publicly!
ParlaMint-FR_2021-02-09-O1158.u21	The next speaker is the Minister for National Education, Youth and Sport.
