Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-EE-en_2013-12-02	ParlaMint-EE_2013-12-02_U1	XII Parliament term, VI Session, Plenary Assembly regular meeting on Monday, 02.12.2013, 15:00	2013-12-02	Unicameralism	XII Riigikogu	VI regular session	-	2013-12-02	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
ParlaMint-EE-en_2013-12-02	ParlaMint-EE_2013-12-02_U2	XII Parliament term, VI Session, Plenary Assembly regular meeting on Monday, 02.12.2013, 15:00	2013-12-02	Unicameralism	XII Riigikogu	VI regular session	-	2013-12-02	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	h_tõnisson_00000000	Tõnisson, Heili	F	-	
ParlaMint-EE-en_2013-12-02	ParlaMint-EE_2013-12-02_U3	XII Parliament term, VI Session, Plenary Assembly regular meeting on Monday, 02.12.2013, 15:00	2013-12-02	Unicameralism	XII Riigikogu	VI regular session	-	2013-12-02	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
ParlaMint-EE-en_2013-12-02	ParlaMint-EE_2013-12-02_U4	XII Parliament term, VI Session, Plenary Assembly regular meeting on Monday, 02.12.2013, 15:00	2013-12-02	Unicameralism	XII Riigikogu	VI regular session	-	2013-12-02	-	Reference	English	Regular	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	-	Centre-left	u_palo_19720710	Palo, Urve	F	1972	
ParlaMint-EE-en_2013-12-02	ParlaMint-EE_2013-12-02_U5	XII Parliament term, VI Session, Plenary Assembly regular meeting on Monday, 02.12.2013, 15:00	2013-12-02	Unicameralism	XII Riigikogu	VI regular session	-	2013-12-02	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
ParlaMint-EE-en_2013-12-02	ParlaMint-EE_2013-12-02_U6	XII Parliament term, VI Session, Plenary Assembly regular meeting on Monday, 02.12.2013, 15:00	2013-12-02	Unicameralism	XII Riigikogu	VI regular session	-	2013-12-02	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	u_vaarmann_19770106	Vaarmann, Urbo	M	1977	
ParlaMint-EE-en_2013-12-02	ParlaMint-EE_2013-12-02_U7	XII Parliament term, VI Session, Plenary Assembly regular meeting on Monday, 02.12.2013, 15:00	2013-12-02	Unicameralism	XII Riigikogu	VI regular session	-	2013-12-02	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
ParlaMint-EE-en_2013-12-02	ParlaMint-EE_2013-12-02_U8	XII Parliament term, VI Session, Plenary Assembly regular meeting on Monday, 02.12.2013, 15:00	2013-12-02	Unicameralism	XII Riigikogu	VI regular session	-	2013-12-02	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	m_tuus_laul_19510512	Tuus-Laul, Marika	F	1951	
ParlaMint-EE-en_2013-12-02	ParlaMint-EE_2013-12-02_U9	XII Parliament term, VI Session, Plenary Assembly regular meeting on Monday, 02.12.2013, 15:00	2013-12-02	Unicameralism	XII Riigikogu	VI regular session	-	2013-12-02	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
ParlaMint-EE-en_2013-12-02	ParlaMint-EE_2013-12-02_U10	XII Parliament term, VI Session, Plenary Assembly regular meeting on Monday, 02.12.2013, 15:00	2013-12-02	Unicameralism	XII Riigikogu	VI regular session	-	2013-12-02	-	Reference	English	Regular	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	s_sester_19690714	Sester, Sven	M	1969	
ParlaMint-EE-en_2013-12-02	ParlaMint-EE_2013-12-02_U11	XII Parliament term, VI Session, Plenary Assembly regular meeting on Monday, 02.12.2013, 15:00	2013-12-02	Unicameralism	XII Riigikogu	VI regular session	-	2013-12-02	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
ParlaMint-EE-en_2013-12-02	ParlaMint-EE_2013-12-02_U12	XII Parliament term, VI Session, Plenary Assembly regular meeting on Monday, 02.12.2013, 15:00	2013-12-02	Unicameralism	XII Riigikogu	VI regular session	-	2013-12-02	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
ParlaMint-EE-en_2013-12-02	ParlaMint-EE_2013-12-02_U13	XII Parliament term, VI Session, Plenary Assembly regular meeting on Monday, 02.12.2013, 15:00	2013-12-02	Unicameralism	XII Riigikogu	VI regular session	-	2013-12-02	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	r_lang_19570704	Lang, Rein	M	1957	
ParlaMint-EE-en_2013-12-02	ParlaMint-EE_2013-12-02_U14	XII Parliament term, VI Session, Plenary Assembly regular meeting on Monday, 02.12.2013, 15:00	2013-12-02	Unicameralism	XII Riigikogu	VI regular session	-	2013-12-02	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
ParlaMint-EE-en_2013-12-02	ParlaMint-EE_2013-12-02_U15	XII Parliament term, VI Session, Plenary Assembly regular meeting on Monday, 02.12.2013, 15:00	2013-12-02	Unicameralism	XII Riigikogu	VI regular session	-	2013-12-02	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
