Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-EE-en_2013-01-24	ParlaMint-EE_2013-01-24_U1	XII Parliament term, V Session, Plenary Assembly regular meeting on Thursday, 24.01.2013, 10:00	2013-01-24	Unicameralism	XII Riigikogu	V regular session	-	2013-01-24	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2013-01-24	ParlaMint-EE_2013-01-24_U2	XII Parliament term, V Session, Plenary Assembly regular meeting on Thursday, 24.01.2013, 10:00	2013-01-24	Unicameralism	XII Riigikogu	V regular session	-	2013-01-24	-	Reference	English	Regular	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	-	Centre-left	m_mikko_19610926	Mikko, Marianne	F	1961	
ParlaMint-EE-en_2013-01-24	ParlaMint-EE_2013-01-24_U3	XII Parliament term, V Session, Plenary Assembly regular meeting on Thursday, 24.01.2013, 10:00	2013-01-24	Unicameralism	XII Riigikogu	V regular session	-	2013-01-24	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2013-01-24	ParlaMint-EE_2013-01-24_U4	XII Parliament term, V Session, Plenary Assembly regular meeting on Thursday, 24.01.2013, 10:00	2013-01-24	Unicameralism	XII Riigikogu	V regular session	-	2013-01-24	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2013-01-24	ParlaMint-EE_2013-01-24_U5	XII Parliament term, V Session, Plenary Assembly regular meeting on Thursday, 24.01.2013, 10:00	2013-01-24	Unicameralism	XII Riigikogu	V regular session	-	2013-01-24	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	e_tuiksoo_19650305	Tuiksoo, Ester	F	1965	
ParlaMint-EE-en_2013-01-24	ParlaMint-EE_2013-01-24_U6	XII Parliament term, V Session, Plenary Assembly regular meeting on Thursday, 24.01.2013, 10:00	2013-01-24	Unicameralism	XII Riigikogu	V regular session	-	2013-01-24	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2013-01-24	ParlaMint-EE_2013-01-24_U7	XII Parliament term, V Session, Plenary Assembly regular meeting on Thursday, 24.01.2013, 10:00	2013-01-24	Unicameralism	XII Riigikogu	V regular session	-	2013-01-24	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	v_linde_19590131	Linde, Väino	M	1959	
ParlaMint-EE-en_2013-01-24	ParlaMint-EE_2013-01-24_U8	XII Parliament term, V Session, Plenary Assembly regular meeting on Thursday, 24.01.2013, 10:00	2013-01-24	Unicameralism	XII Riigikogu	V regular session	-	2013-01-24	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	e_tuiksoo_19650305	Tuiksoo, Ester	F	1965	
ParlaMint-EE-en_2013-01-24	ParlaMint-EE_2013-01-24_U9	XII Parliament term, V Session, Plenary Assembly regular meeting on Thursday, 24.01.2013, 10:00	2013-01-24	Unicameralism	XII Riigikogu	V regular session	-	2013-01-24	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2013-01-24	ParlaMint-EE_2013-01-24_U10	XII Parliament term, V Session, Plenary Assembly regular meeting on Thursday, 24.01.2013, 10:00	2013-01-24	Unicameralism	XII Riigikogu	V regular session	-	2013-01-24	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	t_tamm_19531203	Tamm, Tarmo	M	1953	
ParlaMint-EE-en_2013-01-24	ParlaMint-EE_2013-01-24_U11	XII Parliament term, V Session, Plenary Assembly regular meeting on Thursday, 24.01.2013, 10:00	2013-01-24	Unicameralism	XII Riigikogu	V regular session	-	2013-01-24	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	e_tuiksoo_19650305	Tuiksoo, Ester	F	1965	
ParlaMint-EE-en_2013-01-24	ParlaMint-EE_2013-01-24_U12	XII Parliament term, V Session, Plenary Assembly regular meeting on Thursday, 24.01.2013, 10:00	2013-01-24	Unicameralism	XII Riigikogu	V regular session	-	2013-01-24	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
