Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI-en_2018-03-05-SDZ7-Izredna-54	ParlaMint-SI_2018-03-05-SDZ7-Izredna-54.ana.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 54, (05. 03. 2018)	2018-03-05	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
ParlaMint-SI-en_2018-03-05-SDZ7-Izredna-54	ParlaMint-SI_2018-03-05-SDZ7-Izredna-54.ana.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 54, (05. 03. 2018)	2018-03-05	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SDS	Slovenian Democratic Party	Opposition	Right	MahničŽan	Mahnič, Žan	M	1990	
ParlaMint-SI-en_2018-03-05-SDZ7-Izredna-54	ParlaMint-SI_2018-03-05-SDZ7-Izredna-54.ana.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 54, (05. 03. 2018)	2018-03-05	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
ParlaMint-SI-en_2018-03-05-SDZ7-Izredna-54	ParlaMint-SI_2018-03-05-SDZ7-Izredna-54.ana.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 54, (05. 03. 2018)	2018-03-05	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	DolinšekMarjan	Dolinšek, Marjan	M	1962	
ParlaMint-SI-en_2018-03-05-SDZ7-Izredna-54	ParlaMint-SI_2018-03-05-SDZ7-Izredna-54.ana.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 54, (05. 03. 2018)	2018-03-05	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
ParlaMint-SI-en_2018-03-05-SDZ7-Izredna-54	ParlaMint-SI_2018-03-05-SDZ7-Izredna-54.ana.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 54, (05. 03. 2018)	2018-03-05	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SDS	Slovenian Democratic Party	Opposition	Right	BreznikFranc	Breznik, Franc	M	1970	
ParlaMint-SI-en_2018-03-05-SDZ7-Izredna-54	ParlaMint-SI_2018-03-05-SDZ7-Izredna-54.ana.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 54, (05. 03. 2018)	2018-03-05	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
ParlaMint-SI-en_2018-03-05-SDZ7-Izredna-54	ParlaMint-SI_2018-03-05-SDZ7-Izredna-54.ana.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 54, (05. 03. 2018)	2018-03-05	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	VilfanPeter	Vilfan, Peter	M	1957	
ParlaMint-SI-en_2018-03-05-SDZ7-Izredna-54	ParlaMint-SI_2018-03-05-SDZ7-Izredna-54.ana.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 54, (05. 03. 2018)	2018-03-05	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
ParlaMint-SI-en_2018-03-05-SDZ7-Izredna-54	ParlaMint-SI_2018-03-05-SDZ7-Izredna-54.ana.u10	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 54, (05. 03. 2018)	2018-03-05	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	NSi	New Slovenia – Christian Democrats	Opposition	Centre-right	HorvatJožef	Horvat, Jožef	M	1955	
ParlaMint-SI-en_2018-03-05-SDZ7-Izredna-54	ParlaMint-SI_2018-03-05-SDZ7-Izredna-54.ana.u11	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 54, (05. 03. 2018)	2018-03-05	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
