Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_1998-11-17	ParlaMint-NO_1998-11-17.ana.ud829e42	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_1998-11-17	ParlaMint-NO_1998-11-17.ana.ud829e45	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_1998-11-17	ParlaMint-NO_1998-11-17.ana.ud829e50	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_1998-11-17	ParlaMint-NO_1998-11-17.ana.ud829e64	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_1998-11-17	ParlaMint-NO_1998-11-17.ana.ud829e80	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_1998-11-17	ParlaMint-NO_1998-11-17.ana.ud829e94	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_1998-11-17	ParlaMint-NO_1998-11-17.ana.ud829e102	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_1998-11-17	ParlaMint-NO_1998-11-17.ana.ud829e108	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_1998-11-17	ParlaMint-NO_1998-11-17.ana.ud829e124	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_1998-11-17	ParlaMint-NO_1998-11-17.ana.ud829e170	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_1998-11-17	ParlaMint-NO_1998-11-17.ana.ud829e173	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_1998-11-17	ParlaMint-NO_1998-11-17.ana.ud829e186	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.JP	Petersen, Jan	M	1946	
ParlaMint-NO-en_1998-11-17	ParlaMint-NO_1998-11-17.ana.ud829e197	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Regular	MP	notMinister	V	Venstre	Coalition	Centre	person.GKV	Kvassheim, Gunnar	M	1953	
ParlaMint-NO-en_1998-11-17	ParlaMint-NO_1998-11-17.ana.ud829e206	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JJJ	Jakobsen, Johan J.	M	1937	
ParlaMint-NO-en_1998-11-17	ParlaMint-NO_1998-11-17.ana.ud829e211	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TTH	Thoresen, Tom	M	1947	
ParlaMint-NO-en_1998-11-17	ParlaMint-NO_1998-11-17.ana.ud829e216	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1998-11-17	ParlaMint-NO_1998-11-17.ana.ud829e225	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_1998-11-17	ParlaMint-NO_1998-11-17.ana.ud829e230	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
