Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-04-05-ps2021-063-02-004-090	ParlaMint-CZ_2023-04-05-ps2021-063-02-004-090.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-05	2023-04-05	Lower house	ps2021	-	ps2021/063	ps2021/063/02	ps2021/063/090	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-04-05-ps2021-063-02-004-090	ParlaMint-CZ_2023-04-05-ps2021-063-02-004-090.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-05	2023-04-05	Lower house	ps2021	-	ps2021/063	ps2021/063/02	ps2021/063/090	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	StanislavBlaha.1969	Blaha, Stanislav	M	1969	
ParlaMint-CZ-en_2023-04-05-ps2021-063-02-004-090	ParlaMint-CZ_2023-04-05-ps2021-063-02-004-090.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-05	2023-04-05	Lower house	ps2021	-	ps2021/063	ps2021/063/02	ps2021/063/090	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-04-05-ps2021-063-02-004-090	ParlaMint-CZ_2023-04-05-ps2021-063-02-004-090.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-05	2023-04-05	Lower house	ps2021	-	ps2021/063	ps2021/063/02	ps2021/063/090	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2023-04-05-ps2021-063-02-004-090	ParlaMint-CZ_2023-04-05-ps2021-063-02-004-090.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-05	2023-04-05	Lower house	ps2021	-	ps2021/063	ps2021/063/02	ps2021/063/090	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-04-05-ps2021-063-02-004-090	ParlaMint-CZ_2023-04-05-ps2021-063-02-004-090.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-05	2023-04-05	Lower house	ps2021	-	ps2021/063	ps2021/063/02	ps2021/063/090	COVID,War	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	AntoninTesarik.1960	Tesařík, Antonín	M	1960	
ParlaMint-CZ-en_2023-04-05-ps2021-063-02-004-090	ParlaMint-CZ_2023-04-05-ps2021-063-02-004-090.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-05	2023-04-05	Lower house	ps2021	-	ps2021/063	ps2021/063/02	ps2021/063/090	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-04-05-ps2021-063-02-004-090	ParlaMint-CZ_2023-04-05-ps2021-063-02-004-090.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-05	2023-04-05	Lower house	ps2021	-	ps2021/063	ps2021/063/02	ps2021/063/090	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2023-04-05-ps2021-063-02-004-090	ParlaMint-CZ_2023-04-05-ps2021-063-02-004-090.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-05	2023-04-05	Lower house	ps2021	-	ps2021/063	ps2021/063/02	ps2021/063/090	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-04-05-ps2021-063-02-004-090	ParlaMint-CZ_2023-04-05-ps2021-063-02-004-090.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-05	2023-04-05	Lower house	ps2021	-	ps2021/063	ps2021/063/02	ps2021/063/090	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	ZuzanaOzanova.1970	Ožanová, Zuzana	F	1970	
ParlaMint-CZ-en_2023-04-05-ps2021-063-02-004-090	ParlaMint-CZ_2023-04-05-ps2021-063-02-004-090.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-05	2023-04-05	Lower house	ps2021	-	ps2021/063	ps2021/063/02	ps2021/063/090	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
