Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-04-04-ps2021-063-01-006-011	ParlaMint-CZ_2023-04-04-ps2021-063-01-006-011.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-04	2023-04-04	Lower house	ps2021	-	ps2021/063	ps2021/063/01	ps2021/063/011	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-04-04-ps2021-063-01-006-011	ParlaMint-CZ_2023-04-04-ps2021-063-01-006-011.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-04	2023-04-04	Lower house	ps2021	-	ps2021/063	ps2021/063/01	ps2021/063/011	COVID,War	English	Regular	MP	Minister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanaCernochova.1973	Černochová, Jana	F	1973	
ParlaMint-CZ-en_2023-04-04-ps2021-063-01-006-011	ParlaMint-CZ_2023-04-04-ps2021-063-01-006-011.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-04	2023-04-04	Lower house	ps2021	-	ps2021/063	ps2021/063/01	ps2021/063/011	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-04-04-ps2021-063-01-006-011	ParlaMint-CZ_2023-04-04-ps2021-063-01-006-011.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-04	2023-04-04	Lower house	ps2021	-	ps2021/063	ps2021/063/01	ps2021/063/011	COVID,War	English	Regular	MP	Minister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanaCernochova.1973	Černochová, Jana	F	1973	
ParlaMint-CZ-en_2023-04-04-ps2021-063-01-006-011	ParlaMint-CZ_2023-04-04-ps2021-063-01-006-011.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-04	2023-04-04	Lower house	ps2021	-	ps2021/063	ps2021/063/01	ps2021/063/011	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-04-04-ps2021-063-01-006-011	ParlaMint-CZ_2023-04-04-ps2021-063-01-006-011.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-04	2023-04-04	Lower house	ps2021	-	ps2021/063	ps2021/063/01	ps2021/063/011	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	JosefFlek.1988	Flek, Josef	M	1988	
ParlaMint-CZ-en_2023-04-04-ps2021-063-01-006-011	ParlaMint-CZ_2023-04-04-ps2021-063-01-006-011.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-04	2023-04-04	Lower house	ps2021	-	ps2021/063	ps2021/063/01	ps2021/063/011	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-04-04-ps2021-063-01-006-011	ParlaMint-CZ_2023-04-04-ps2021-063-01-006-011.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-04	2023-04-04	Lower house	ps2021	-	ps2021/063	ps2021/063/01	ps2021/063/011	COVID,War	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	MichaelKohajda.1981	Kohajda, Michael	M	1981	
ParlaMint-CZ-en_2023-04-04-ps2021-063-01-006-011	ParlaMint-CZ_2023-04-04-ps2021-063-01-006-011.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-04	2023-04-04	Lower house	ps2021	-	ps2021/063	ps2021/063/01	ps2021/063/011	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-04-04-ps2021-063-01-006-011	ParlaMint-CZ_2023-04-04-ps2021-063-01-006-011.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-04	2023-04-04	Lower house	ps2021	-	ps2021/063	ps2021/063/01	ps2021/063/011	COVID,War	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	RadovanVich.1964	Vích, Radovan	M	1964	
ParlaMint-CZ-en_2023-04-04-ps2021-063-01-006-011	ParlaMint-CZ_2023-04-04-ps2021-063-01-006-011.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-04	2023-04-04	Lower house	ps2021	-	ps2021/063	ps2021/063/01	ps2021/063/011	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
