Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-03-07-ps2021-053-05-001-129	ParlaMint-CZ_2023-03-07-ps2021-053-05-001-129.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-07	2023-03-07	Lower house	ps2021	-	ps2021/053	ps2021/053/05	ps2021/053/129	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2023-03-07-ps2021-053-05-001-129	ParlaMint-CZ_2023-03-07-ps2021-053-05-001-129.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-07	2023-03-07	Lower house	ps2021	-	ps2021/053	ps2021/053/05	ps2021/053/129	COVID,War	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2023-03-07-ps2021-053-05-001-129	ParlaMint-CZ_2023-03-07-ps2021-053-05-001-129.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-07	2023-03-07	Lower house	ps2021	-	ps2021/053	ps2021/053/05	ps2021/053/129	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2023-03-07-ps2021-053-05-001-129	ParlaMint-CZ_2023-03-07-ps2021-053-05-001-129.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-07	2023-03-07	Lower house	ps2021	-	ps2021/053	ps2021/053/05	ps2021/053/129	COVID,War	English	Regular	notMP	Minister	-	-	-	-	JozefSikela.1967	Síkela, Jozef	M	1967	
ParlaMint-CZ-en_2023-03-07-ps2021-053-05-001-129	ParlaMint-CZ_2023-03-07-ps2021-053-05-001-129.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-07	2023-03-07	Lower house	ps2021	-	ps2021/053	ps2021/053/05	ps2021/053/129	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2023-03-07-ps2021-053-05-001-129	ParlaMint-CZ_2023-03-07-ps2021-053-05-001-129.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-07	2023-03-07	Lower house	ps2021	-	ps2021/053	ps2021/053/05	ps2021/053/129	COVID,War	English	Guest	MP	notMinister	-	-	-	-	PetrFiala	Fiala, Petr	M	-	
ParlaMint-CZ-en_2023-03-07-ps2021-053-05-001-129	ParlaMint-CZ_2023-03-07-ps2021-053-05-001-129.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-07	2023-03-07	Lower house	ps2021	-	ps2021/053	ps2021/053/05	ps2021/053/129	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2023-03-07-ps2021-053-05-001-129	ParlaMint-CZ_2023-03-07-ps2021-053-05-001-129.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-07	2023-03-07	Lower house	ps2021	-	ps2021/053	ps2021/053/05	ps2021/053/129	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	LadislavOklestek.1961	Okleštěk, Ladislav	M	1961	
ParlaMint-CZ-en_2023-03-07-ps2021-053-05-001-129	ParlaMint-CZ_2023-03-07-ps2021-053-05-001-129.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-07	2023-03-07	Lower house	ps2021	-	ps2021/053	ps2021/053/05	ps2021/053/129	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2023-03-07-ps2021-053-05-001-129	ParlaMint-CZ_2023-03-07-ps2021-053-05-001-129.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-07	2023-03-07	Lower house	ps2021	-	ps2021/053	ps2021/053/05	ps2021/053/129	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	LadislavOklestek.1961	Okleštěk, Ladislav	M	1961	
ParlaMint-CZ-en_2023-03-07-ps2021-053-05-001-129	ParlaMint-CZ_2023-03-07-ps2021-053-05-001-129.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-07	2023-03-07	Lower house	ps2021	-	ps2021/053	ps2021/053/05	ps2021/053/129	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
