Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-01-13-ps2021-050-04-009-013	ParlaMint-CZ_2023-01-13-ps2021-050-04-009-013.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-13	2023-01-13	Lower house	ps2021	-	ps2021/050	ps2021/050/04	ps2021/050/013	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-01-13-ps2021-050-04-009-013	ParlaMint-CZ_2023-01-13-ps2021-050-04-009-013.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-13	2023-01-13	Lower house	ps2021	-	ps2021/050	ps2021/050/04	ps2021/050/013	COVID,War	English	Guest	MP	Minister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2023-01-13-ps2021-050-04-009-013	ParlaMint-CZ_2023-01-13-ps2021-050-04-009-013.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-13	2023-01-13	Lower house	ps2021	-	ps2021/050	ps2021/050/04	ps2021/050/013	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-01-13-ps2021-050-04-009-013	ParlaMint-CZ_2023-01-13-ps2021-050-04-009-013.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-13	2023-01-13	Lower house	ps2021	-	ps2021/050	ps2021/050/04	ps2021/050/013	COVID,War	English	Guest	MP	Minister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2023-01-13-ps2021-050-04-009-013	ParlaMint-CZ_2023-01-13-ps2021-050-04-009-013.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-13	2023-01-13	Lower house	ps2021	-	ps2021/050	ps2021/050/04	ps2021/050/013	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-01-13-ps2021-050-04-009-013	ParlaMint-CZ_2023-01-13-ps2021-050-04-009-013.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-13	2023-01-13	Lower house	ps2021	-	ps2021/050	ps2021/050/04	ps2021/050/013	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	MartinHajek.1970	Hájek, Martin	M	1970	
ParlaMint-CZ-en_2023-01-13-ps2021-050-04-009-013	ParlaMint-CZ_2023-01-13-ps2021-050-04-009-013.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-13	2023-01-13	Lower house	ps2021	-	ps2021/050	ps2021/050/04	ps2021/050/013	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-01-13-ps2021-050-04-009-013	ParlaMint-CZ_2023-01-13-ps2021-050-04-009-013.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-13	2023-01-13	Lower house	ps2021	-	ps2021/050	ps2021/050/04	ps2021/050/013	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelTurecek.1971	Tureček, Karel	M	1971	
ParlaMint-CZ-en_2023-01-13-ps2021-050-04-009-013	ParlaMint-CZ_2023-01-13-ps2021-050-04-009-013.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-13	2023-01-13	Lower house	ps2021	-	ps2021/050	ps2021/050/04	ps2021/050/013	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-01-13-ps2021-050-04-009-013	ParlaMint-CZ_2023-01-13-ps2021-050-04-009-013.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-13	2023-01-13	Lower house	ps2021	-	ps2021/050	ps2021/050/04	ps2021/050/013	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelTurecek.1971	Tureček, Karel	M	1971	
ParlaMint-CZ-en_2023-01-13-ps2021-050-04-009-013	ParlaMint-CZ_2023-01-13-ps2021-050-04-009-013.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-13	2023-01-13	Lower house	ps2021	-	ps2021/050	ps2021/050/04	ps2021/050/013	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
