Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-06-13-ps2021-065-08-001-012	ParlaMint-CZ_2023-06-13-ps2021-065-08-001-012.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-13	2023-06-13	Lower house	ps2021	-	ps2021/065	ps2021/065/08	ps2021/065/012	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2023-06-13-ps2021-065-08-001-012	ParlaMint-CZ_2023-06-13-ps2021-065-08-001-012.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-13	2023-06-13	Lower house	ps2021	-	ps2021/065	ps2021/065/08	ps2021/065/012	COVID,War	English	Guest	MP	Minister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VitRakusan.1978	Rakušan, Vít	M	1978	
ParlaMint-CZ-en_2023-06-13-ps2021-065-08-001-012	ParlaMint-CZ_2023-06-13-ps2021-065-08-001-012.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-13	2023-06-13	Lower house	ps2021	-	ps2021/065	ps2021/065/08	ps2021/065/012	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2023-06-13-ps2021-065-08-001-012	ParlaMint-CZ_2023-06-13-ps2021-065-08-001-012.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-13	2023-06-13	Lower house	ps2021	-	ps2021/065	ps2021/065/08	ps2021/065/012	COVID,War	English	Guest	MP	Minister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VitRakusan.1978	Rakušan, Vít	M	1978	
ParlaMint-CZ-en_2023-06-13-ps2021-065-08-001-012	ParlaMint-CZ_2023-06-13-ps2021-065-08-001-012.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-13	2023-06-13	Lower house	ps2021	-	ps2021/065	ps2021/065/08	ps2021/065/012	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2023-06-13-ps2021-065-08-001-012	ParlaMint-CZ_2023-06-13-ps2021-065-08-001-012.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-13	2023-06-13	Lower house	ps2021	-	ps2021/065	ps2021/065/08	ps2021/065/012	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2023-06-13-ps2021-065-08-001-012	ParlaMint-CZ_2023-06-13-ps2021-065-08-001-012.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-13	2023-06-13	Lower house	ps2021	-	ps2021/065	ps2021/065/08	ps2021/065/012	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2023-06-13-ps2021-065-08-001-012	ParlaMint-CZ_2023-06-13-ps2021-065-08-001-012.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-13	2023-06-13	Lower house	ps2021	-	ps2021/065	ps2021/065/08	ps2021/065/012	COVID,War	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	VladimiraLesenska.1964	Lesenská, Vladimíra	F	1964	
ParlaMint-CZ-en_2023-06-13-ps2021-065-08-001-012	ParlaMint-CZ_2023-06-13-ps2021-065-08-001-012.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-13	2023-06-13	Lower house	ps2021	-	ps2021/065	ps2021/065/08	ps2021/065/012	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2023-06-13-ps2021-065-08-001-012	ParlaMint-CZ_2023-06-13-ps2021-065-08-001-012.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-13	2023-06-13	Lower house	ps2021	-	ps2021/065	ps2021/065/08	ps2021/065/012	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	LadislavOklestek.1961	Okleštěk, Ladislav	M	1961	
ParlaMint-CZ-en_2023-06-13-ps2021-065-08-001-012	ParlaMint-CZ_2023-06-13-ps2021-065-08-001-012.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-13	2023-06-13	Lower house	ps2021	-	ps2021/065	ps2021/065/08	ps2021/065/012	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
