Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-001-107	ParlaMint-CZ_2023-05-03-ps2021-063-08-001-107.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/107	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-001-107	ParlaMint-CZ_2023-05-03-ps2021-063-08-001-107.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/107	COVID,War	English	Regular	notMP	Minister	-	-	-	-	PetrHladik	Hladík, Petr	M	-	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-001-107	ParlaMint-CZ_2023-05-03-ps2021-063-08-001-107.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/107	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-001-107	ParlaMint-CZ_2023-05-03-ps2021-063-08-001-107.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/107	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	BerenikaPestova.1971	Peštová, Berenika	F	1971	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-001-107	ParlaMint-CZ_2023-05-03-ps2021-063-08-001-107.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/107	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-001-107	ParlaMint-CZ_2023-05-03-ps2021-063-08-001-107.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/107	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	StanislavFridrich.1956	Fridrich, Stanislav	M	1956	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-001-107	ParlaMint-CZ_2023-05-03-ps2021-063-08-001-107.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/107	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-001-107	ParlaMint-CZ_2023-05-03-ps2021-063-08-001-107.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/107	COVID,War	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	KlaraKocmanova.1992	Kocmanová, Klára	F	1992	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-001-107	ParlaMint-CZ_2023-05-03-ps2021-063-08-001-107.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/107	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-001-107	ParlaMint-CZ_2023-05-03-ps2021-063-08-001-107.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/107	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-001-107	ParlaMint-CZ_2023-05-03-ps2021-063-08-001-107.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/107	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-001-107	ParlaMint-CZ_2023-05-03-ps2021-063-08-001-107.u12	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/107	COVID,War	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	KlaraKocmanova.1992	Kocmanová, Klára	F	1992	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-001-107	ParlaMint-CZ_2023-05-03-ps2021-063-08-001-107.u13	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/107	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-001-107	ParlaMint-CZ_2023-05-03-ps2021-063-08-001-107.u14	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/107	COVID,War	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	KlaraKocmanova.1992	Kocmanová, Klára	F	1992	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-001-107	ParlaMint-CZ_2023-05-03-ps2021-063-08-001-107.u15	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/107	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-001-107	ParlaMint-CZ_2023-05-03-ps2021-063-08-001-107.u16	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/107	COVID,War	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	KlaraKocmanova.1992	Kocmanová, Klára	F	1992	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-001-107	ParlaMint-CZ_2023-05-03-ps2021-063-08-001-107.u17	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/107	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-001-107	ParlaMint-CZ_2023-05-03-ps2021-063-08-001-107.u18	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/107	COVID,War	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	KlaraKocmanova.1992	Kocmanová, Klára	F	1992	
