Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-01-11-ps2021-050-02-002-001	ParlaMint-CZ_2023-01-11-ps2021-050-02-002-001.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-11	2023-01-11	Lower house	ps2021	-	ps2021/050	ps2021/050/02	ps2021/050/001	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-01-11-ps2021-050-02-002-001	ParlaMint-CZ_2023-01-11-ps2021-050-02-002-001.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-11	2023-01-11	Lower house	ps2021	-	ps2021/050	ps2021/050/02	ps2021/050/001	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	PatrikNacher.1974	Nacher, Patrik	M	1974	
ParlaMint-CZ-en_2023-01-11-ps2021-050-02-002-001	ParlaMint-CZ_2023-01-11-ps2021-050-02-002-001.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-11	2023-01-11	Lower house	ps2021	-	ps2021/050	ps2021/050/02	ps2021/050/001	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-01-11-ps2021-050-02-002-001	ParlaMint-CZ_2023-01-11-ps2021-050-02-002-001.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-11	2023-01-11	Lower house	ps2021	-	ps2021/050	ps2021/050/02	ps2021/050/001	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	PatrikNacher.1974	Nacher, Patrik	M	1974	
ParlaMint-CZ-en_2023-01-11-ps2021-050-02-002-001	ParlaMint-CZ_2023-01-11-ps2021-050-02-002-001.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-11	2023-01-11	Lower house	ps2021	-	ps2021/050	ps2021/050/02	ps2021/050/001	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-01-11-ps2021-050-02-002-001	ParlaMint-CZ_2023-01-11-ps2021-050-02-002-001.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-11	2023-01-11	Lower house	ps2021	-	ps2021/050	ps2021/050/02	ps2021/050/001	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	PatrikNacher.1974	Nacher, Patrik	M	1974	
ParlaMint-CZ-en_2023-01-11-ps2021-050-02-002-001	ParlaMint-CZ_2023-01-11-ps2021-050-02-002-001.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-11	2023-01-11	Lower house	ps2021	-	ps2021/050	ps2021/050/02	ps2021/050/001	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-01-11-ps2021-050-02-002-001	ParlaMint-CZ_2023-01-11-ps2021-050-02-002-001.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-11	2023-01-11	Lower house	ps2021	-	ps2021/050	ps2021/050/02	ps2021/050/001	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	HelenaValkova.1951	Válková, Helena	F	1951	
ParlaMint-CZ-en_2023-01-11-ps2021-050-02-002-001	ParlaMint-CZ_2023-01-11-ps2021-050-02-002-001.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-11	2023-01-11	Lower house	ps2021	-	ps2021/050	ps2021/050/02	ps2021/050/001	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-01-11-ps2021-050-02-002-001	ParlaMint-CZ_2023-01-11-ps2021-050-02-002-001.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-11	2023-01-11	Lower house	ps2021	-	ps2021/050	ps2021/050/02	ps2021/050/001	COVID,War	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	AlesDufek.1973	Dufek, Aleš	M	1973	
ParlaMint-CZ-en_2023-01-11-ps2021-050-02-002-001	ParlaMint-CZ_2023-01-11-ps2021-050-02-002-001.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-11	2023-01-11	Lower house	ps2021	-	ps2021/050	ps2021/050/02	ps2021/050/001	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
