Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-01-25-ps2021-050-06-004-091	ParlaMint-CZ_2023-01-25-ps2021-050-06-004-091.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-25	2023-01-25	Lower house	ps2021	-	ps2021/050	ps2021/050/06	ps2021/050/091	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2023-01-25-ps2021-050-06-004-091	ParlaMint-CZ_2023-01-25-ps2021-050-06-004-091.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-25	2023-01-25	Lower house	ps2021	-	ps2021/050	ps2021/050/06	ps2021/050/091	COVID,War	English	Regular	notMP	Minister	-	-	-	-	ZdenekNekula.1970	Nekula, Zdeněk	M	1970	
ParlaMint-CZ-en_2023-01-25-ps2021-050-06-004-091	ParlaMint-CZ_2023-01-25-ps2021-050-06-004-091.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-25	2023-01-25	Lower house	ps2021	-	ps2021/050	ps2021/050/06	ps2021/050/091	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2023-01-25-ps2021-050-06-004-091	ParlaMint-CZ_2023-01-25-ps2021-050-06-004-091.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-25	2023-01-25	Lower house	ps2021	-	ps2021/050	ps2021/050/06	ps2021/050/091	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JosefKott.1970	Kott, Josef	M	1970	
ParlaMint-CZ-en_2023-01-25-ps2021-050-06-004-091	ParlaMint-CZ_2023-01-25-ps2021-050-06-004-091.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-25	2023-01-25	Lower house	ps2021	-	ps2021/050	ps2021/050/06	ps2021/050/091	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2023-01-25-ps2021-050-06-004-091	ParlaMint-CZ_2023-01-25-ps2021-050-06-004-091.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-25	2023-01-25	Lower house	ps2021	-	ps2021/050	ps2021/050/06	ps2021/050/091	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	VitVomacka.1960	Vomáčka, Vít	M	1960	
ParlaMint-CZ-en_2023-01-25-ps2021-050-06-004-091	ParlaMint-CZ_2023-01-25-ps2021-050-06-004-091.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-25	2023-01-25	Lower house	ps2021	-	ps2021/050	ps2021/050/06	ps2021/050/091	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2023-01-25-ps2021-050-06-004-091	ParlaMint-CZ_2023-01-25-ps2021-050-06-004-091.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-25	2023-01-25	Lower house	ps2021	-	ps2021/050	ps2021/050/06	ps2021/050/091	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	VitVomacka.1960	Vomáčka, Vít	M	1960	
ParlaMint-CZ-en_2023-01-25-ps2021-050-06-004-091	ParlaMint-CZ_2023-01-25-ps2021-050-06-004-091.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-25	2023-01-25	Lower house	ps2021	-	ps2021/050	ps2021/050/06	ps2021/050/091	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2023-01-25-ps2021-050-06-004-091	ParlaMint-CZ_2023-01-25-ps2021-050-06-004-091.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-25	2023-01-25	Lower house	ps2021	-	ps2021/050	ps2021/050/06	ps2021/050/091	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	VitVomacka.1960	Vomáčka, Vít	M	1960	
ParlaMint-CZ-en_2023-01-25-ps2021-050-06-004-091	ParlaMint-CZ_2023-01-25-ps2021-050-06-004-091.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-25	2023-01-25	Lower house	ps2021	-	ps2021/050	ps2021/050/06	ps2021/050/091	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2023-01-25-ps2021-050-06-004-091	ParlaMint-CZ_2023-01-25-ps2021-050-06-004-091.u12	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-25	2023-01-25	Lower house	ps2021	-	ps2021/050	ps2021/050/06	ps2021/050/091	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	VitVomacka.1960	Vomáčka, Vít	M	1960	
ParlaMint-CZ-en_2023-01-25-ps2021-050-06-004-091	ParlaMint-CZ_2023-01-25-ps2021-050-06-004-091.u13	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-25	2023-01-25	Lower house	ps2021	-	ps2021/050	ps2021/050/06	ps2021/050/091	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2023-01-25-ps2021-050-06-004-091	ParlaMint-CZ_2023-01-25-ps2021-050-06-004-091.u14	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-25	2023-01-25	Lower house	ps2021	-	ps2021/050	ps2021/050/06	ps2021/050/091	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	VitVomacka.1960	Vomáčka, Vít	M	1960	
ParlaMint-CZ-en_2023-01-25-ps2021-050-06-004-091	ParlaMint-CZ_2023-01-25-ps2021-050-06-004-091.u15	Parliament of the Czech Republic, Chamber of Deputies, 2023-01-25	2023-01-25	Lower house	ps2021	-	ps2021/050	ps2021/050/06	ps2021/050/091	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
