Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-05-19-ps2021-066-01-001-001	ParlaMint-CZ_2023-05-19-ps2021-066-01-001-001.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-19	2023-05-19	Lower house	ps2021	-	ps2021/066	ps2021/066/01	ps2021/066/001	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-05-19-ps2021-066-01-001-001	ParlaMint-CZ_2023-05-19-ps2021-066-01-001-001.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-19	2023-05-19	Lower house	ps2021	-	ps2021/066	ps2021/066/01	ps2021/066/001	COVID,War	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2023-05-19-ps2021-066-01-001-001	ParlaMint-CZ_2023-05-19-ps2021-066-01-001-001.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-19	2023-05-19	Lower house	ps2021	-	ps2021/066	ps2021/066/01	ps2021/066/001	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-05-19-ps2021-066-01-001-001	ParlaMint-CZ_2023-05-19-ps2021-066-01-001-001.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-19	2023-05-19	Lower house	ps2021	-	ps2021/066	ps2021/066/01	ps2021/066/001	COVID,War	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2023-05-19-ps2021-066-01-001-001	ParlaMint-CZ_2023-05-19-ps2021-066-01-001-001.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-19	2023-05-19	Lower house	ps2021	-	ps2021/066	ps2021/066/01	ps2021/066/001	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-05-19-ps2021-066-01-001-001	ParlaMint-CZ_2023-05-19-ps2021-066-01-001-001.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-19	2023-05-19	Lower house	ps2021	-	ps2021/066	ps2021/066/01	ps2021/066/001	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	BerenikaPestova.1971	Peštová, Berenika	F	1971	
ParlaMint-CZ-en_2023-05-19-ps2021-066-01-001-001	ParlaMint-CZ_2023-05-19-ps2021-066-01-001-001.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-19	2023-05-19	Lower house	ps2021	-	ps2021/066	ps2021/066/01	ps2021/066/001	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-05-19-ps2021-066-01-001-001	ParlaMint-CZ_2023-05-19-ps2021-066-01-001-001.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-19	2023-05-19	Lower house	ps2021	-	ps2021/066	ps2021/066/01	ps2021/066/001	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	BerenikaPestova.1971	Peštová, Berenika	F	1971	
ParlaMint-CZ-en_2023-05-19-ps2021-066-01-001-001	ParlaMint-CZ_2023-05-19-ps2021-066-01-001-001.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-19	2023-05-19	Lower house	ps2021	-	ps2021/066	ps2021/066/01	ps2021/066/001	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-05-19-ps2021-066-01-001-001	ParlaMint-CZ_2023-05-19-ps2021-066-01-001-001.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-19	2023-05-19	Lower house	ps2021	-	ps2021/066	ps2021/066/01	ps2021/066/001	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	ZuzanaOzanova.1970	Ožanová, Zuzana	F	1970	
ParlaMint-CZ-en_2023-05-19-ps2021-066-01-001-001	ParlaMint-CZ_2023-05-19-ps2021-066-01-001-001.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-19	2023-05-19	Lower house	ps2021	-	ps2021/066	ps2021/066/01	ps2021/066/001	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
