Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-05-31-ps2021-065-05-003-021	ParlaMint-CZ_2023-05-31-ps2021-065-05-003-021.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-31	2023-05-31	Lower house	ps2021	-	ps2021/065	ps2021/065/05	ps2021/065/021	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-31-ps2021-065-05-003-021	ParlaMint-CZ_2023-05-31-ps2021-065-05-003-021.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-31	2023-05-31	Lower house	ps2021	-	ps2021/065	ps2021/065/05	ps2021/065/021	COVID,War	English	Regular	notMP	Minister	-	-	-	-	MichalSalomoun.1974	Šalomoun, Michal	M	1974	
ParlaMint-CZ-en_2023-05-31-ps2021-065-05-003-021	ParlaMint-CZ_2023-05-31-ps2021-065-05-003-021.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-31	2023-05-31	Lower house	ps2021	-	ps2021/065	ps2021/065/05	ps2021/065/021	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-31-ps2021-065-05-003-021	ParlaMint-CZ_2023-05-31-ps2021-065-05-003-021.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-31	2023-05-31	Lower house	ps2021	-	ps2021/065	ps2021/065/05	ps2021/065/021	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	TomasKohoutek.1983	Kohoutek, Tomáš	M	1983	
ParlaMint-CZ-en_2023-05-31-ps2021-065-05-003-021	ParlaMint-CZ_2023-05-31-ps2021-065-05-003-021.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-31	2023-05-31	Lower house	ps2021	-	ps2021/065	ps2021/065/05	ps2021/065/021	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-31-ps2021-065-05-003-021	ParlaMint-CZ_2023-05-31-ps2021-065-05-003-021.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-31	2023-05-31	Lower house	ps2021	-	ps2021/065	ps2021/065/05	ps2021/065/021	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	TomasKohoutek.1983	Kohoutek, Tomáš	M	1983	
ParlaMint-CZ-en_2023-05-31-ps2021-065-05-003-021	ParlaMint-CZ_2023-05-31-ps2021-065-05-003-021.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-31	2023-05-31	Lower house	ps2021	-	ps2021/065	ps2021/065/05	ps2021/065/021	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-31-ps2021-065-05-003-021	ParlaMint-CZ_2023-05-31-ps2021-065-05-003-021.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-31	2023-05-31	Lower house	ps2021	-	ps2021/065	ps2021/065/05	ps2021/065/021	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanBures.1974	Bureš, Jan	M	1974	
ParlaMint-CZ-en_2023-05-31-ps2021-065-05-003-021	ParlaMint-CZ_2023-05-31-ps2021-065-05-003-021.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-31	2023-05-31	Lower house	ps2021	-	ps2021/065	ps2021/065/05	ps2021/065/021	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-31-ps2021-065-05-003-021	ParlaMint-CZ_2023-05-31-ps2021-065-05-003-021.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-31	2023-05-31	Lower house	ps2021	-	ps2021/065	ps2021/065/05	ps2021/065/021	COVID,War	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	AlesDufek.1973	Dufek, Aleš	M	1973	
ParlaMint-CZ-en_2023-05-31-ps2021-065-05-003-021	ParlaMint-CZ_2023-05-31-ps2021-065-05-003-021.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-31	2023-05-31	Lower house	ps2021	-	ps2021/065	ps2021/065/05	ps2021/065/021	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
