Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-07-19-ps2021-072-01-000-000	ParlaMint-CZ_2023-07-19-ps2021-072-01-000-000.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-07-19	2023-07-19	Lower house	ps2021	-	ps2021/072	ps2021/072/01	ps2021/072/000	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2023-07-19-ps2021-072-01-000-000	ParlaMint-CZ_2023-07-19-ps2021-072-01-000-000.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-07-19	2023-07-19	Lower house	ps2021	-	ps2021/072	ps2021/072/01	ps2021/072/000	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	JosefCogan.1973	Cogan, Josef	M	1973	
ParlaMint-CZ-en_2023-07-19-ps2021-072-01-000-000	ParlaMint-CZ_2023-07-19-ps2021-072-01-000-000.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-07-19	2023-07-19	Lower house	ps2021	-	ps2021/072	ps2021/072/01	ps2021/072/000	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2023-07-19-ps2021-072-01-000-000	ParlaMint-CZ_2023-07-19-ps2021-072-01-000-000.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-07-19	2023-07-19	Lower house	ps2021	-	ps2021/072	ps2021/072/01	ps2021/072/000	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	AndrejBabis.1954	Babiš, Andrej	M	1954	
ParlaMint-CZ-en_2023-07-19-ps2021-072-01-000-000	ParlaMint-CZ_2023-07-19-ps2021-072-01-000-000.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-07-19	2023-07-19	Lower house	ps2021	-	ps2021/072	ps2021/072/01	ps2021/072/000	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2023-07-19-ps2021-072-01-000-000	ParlaMint-CZ_2023-07-19-ps2021-072-01-000-000.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-07-19	2023-07-19	Lower house	ps2021	-	ps2021/072	ps2021/072/01	ps2021/072/000	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	AndrejBabis.1954	Babiš, Andrej	M	1954	
ParlaMint-CZ-en_2023-07-19-ps2021-072-01-000-000	ParlaMint-CZ_2023-07-19-ps2021-072-01-000-000.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-07-19	2023-07-19	Lower house	ps2021	-	ps2021/072	ps2021/072/01	ps2021/072/000	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2023-07-19-ps2021-072-01-000-000	ParlaMint-CZ_2023-07-19-ps2021-072-01-000-000.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-07-19	2023-07-19	Lower house	ps2021	-	ps2021/072	ps2021/072/01	ps2021/072/000	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	AndrejBabis.1954	Babiš, Andrej	M	1954	
ParlaMint-CZ-en_2023-07-19-ps2021-072-01-000-000	ParlaMint-CZ_2023-07-19-ps2021-072-01-000-000.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-07-19	2023-07-19	Lower house	ps2021	-	ps2021/072	ps2021/072/01	ps2021/072/000	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2023-07-19-ps2021-072-01-000-000	ParlaMint-CZ_2023-07-19-ps2021-072-01-000-000.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-07-19	2023-07-19	Lower house	ps2021	-	ps2021/072	ps2021/072/01	ps2021/072/000	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	AndrejBabis.1954	Babiš, Andrej	M	1954	
ParlaMint-CZ-en_2023-07-19-ps2021-072-01-000-000	ParlaMint-CZ_2023-07-19-ps2021-072-01-000-000.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-07-19	2023-07-19	Lower house	ps2021	-	ps2021/072	ps2021/072/01	ps2021/072/000	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
