Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-03-10-ps2021-053-06-003-136	ParlaMint-CZ_2023-03-10-ps2021-053-06-003-136.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-10	2023-03-10	Lower house	ps2021	-	ps2021/053	ps2021/053/06	ps2021/053/136	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-03-10-ps2021-053-06-003-136	ParlaMint-CZ_2023-03-10-ps2021-053-06-003-136.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-10	2023-03-10	Lower house	ps2021	-	ps2021/053	ps2021/053/06	ps2021/053/136	COVID,War	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2023-03-10-ps2021-053-06-003-136	ParlaMint-CZ_2023-03-10-ps2021-053-06-003-136.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-10	2023-03-10	Lower house	ps2021	-	ps2021/053	ps2021/053/06	ps2021/053/136	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-03-10-ps2021-053-06-003-136	ParlaMint-CZ_2023-03-10-ps2021-053-06-003-136.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-10	2023-03-10	Lower house	ps2021	-	ps2021/053	ps2021/053/06	ps2021/053/136	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-03-10-ps2021-053-06-003-136	ParlaMint-CZ_2023-03-10-ps2021-053-06-003-136.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-10	2023-03-10	Lower house	ps2021	-	ps2021/053	ps2021/053/06	ps2021/053/136	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-03-10-ps2021-053-06-003-136	ParlaMint-CZ_2023-03-10-ps2021-053-06-003-136.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-10	2023-03-10	Lower house	ps2021	-	ps2021/053	ps2021/053/06	ps2021/053/136	COVID,War	English	Guest	MP	Minister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	IvanBartos.1980	Bartoš, Ivan	M	1980	
ParlaMint-CZ-en_2023-03-10-ps2021-053-06-003-136	ParlaMint-CZ_2023-03-10-ps2021-053-06-003-136.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-10	2023-03-10	Lower house	ps2021	-	ps2021/053	ps2021/053/06	ps2021/053/136	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-03-10-ps2021-053-06-003-136	ParlaMint-CZ_2023-03-10-ps2021-053-06-003-136.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-10	2023-03-10	Lower house	ps2021	-	ps2021/053	ps2021/053/06	ps2021/053/136	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	KarelHaas.1973	Haas, Karel	M	1973	
ParlaMint-CZ-en_2023-03-10-ps2021-053-06-003-136	ParlaMint-CZ_2023-03-10-ps2021-053-06-003-136.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-10	2023-03-10	Lower house	ps2021	-	ps2021/053	ps2021/053/06	ps2021/053/136	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-03-10-ps2021-053-06-003-136	ParlaMint-CZ_2023-03-10-ps2021-053-06-003-136.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-10	2023-03-10	Lower house	ps2021	-	ps2021/053	ps2021/053/06	ps2021/053/136	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-03-10-ps2021-053-06-003-136	ParlaMint-CZ_2023-03-10-ps2021-053-06-003-136.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-10	2023-03-10	Lower house	ps2021	-	ps2021/053	ps2021/053/06	ps2021/053/136	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
