Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-002-108	ParlaMint-CZ_2023-05-03-ps2021-063-08-002-108.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/108	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-002-108	ParlaMint-CZ_2023-05-03-ps2021-063-08-002-108.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/108	COVID,War	English	Guest	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-002-108	ParlaMint-CZ_2023-05-03-ps2021-063-08-002-108.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/108	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-002-108	ParlaMint-CZ_2023-05-03-ps2021-063-08-002-108.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/108	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanBauer.1969	Bauer, Jan	M	1969	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-002-108	ParlaMint-CZ_2023-05-03-ps2021-063-08-002-108.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/108	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-002-108	ParlaMint-CZ_2023-05-03-ps2021-063-08-002-108.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/108	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	ZuzanaOzanova.1970	Ožanová, Zuzana	F	1970	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-002-108	ParlaMint-CZ_2023-05-03-ps2021-063-08-002-108.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/108	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-002-108	ParlaMint-CZ_2023-05-03-ps2021-063-08-002-108.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/108	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanBauer.1969	Bauer, Jan	M	1969	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-002-108	ParlaMint-CZ_2023-05-03-ps2021-063-08-002-108.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/108	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-002-108	ParlaMint-CZ_2023-05-03-ps2021-063-08-002-108.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/108	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanBauer.1969	Bauer, Jan	M	1969	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-002-108	ParlaMint-CZ_2023-05-03-ps2021-063-08-002-108.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/108	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-002-108	ParlaMint-CZ_2023-05-03-ps2021-063-08-002-108.u12	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/108	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanBauer.1969	Bauer, Jan	M	1969	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-002-108	ParlaMint-CZ_2023-05-03-ps2021-063-08-002-108.u13	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/108	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-002-108	ParlaMint-CZ_2023-05-03-ps2021-063-08-002-108.u14	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/108	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanBauer.1969	Bauer, Jan	M	1969	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-002-108	ParlaMint-CZ_2023-05-03-ps2021-063-08-002-108.u15	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/108	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
