Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-05-02-ps2021-063-07-003-022	ParlaMint-CZ_2023-05-02-ps2021-063-07-003-022.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-02	2023-05-02	Lower house	ps2021	-	ps2021/063	ps2021/063/07	ps2021/063/022	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-02-ps2021-063-07-003-022	ParlaMint-CZ_2023-05-02-ps2021-063-07-003-022.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-02	2023-05-02	Lower house	ps2021	-	ps2021/063	ps2021/063/07	ps2021/063/022	COVID,War	English	Regular	MP	Minister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2023-05-02-ps2021-063-07-003-022	ParlaMint-CZ_2023-05-02-ps2021-063-07-003-022.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-02	2023-05-02	Lower house	ps2021	-	ps2021/063	ps2021/063/07	ps2021/063/022	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-02-ps2021-063-07-003-022	ParlaMint-CZ_2023-05-02-ps2021-063-07-003-022.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-02	2023-05-02	Lower house	ps2021	-	ps2021/063	ps2021/063/07	ps2021/063/022	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	HanaNaiclerova.1972	Naiclerová, Hana	F	1972	
ParlaMint-CZ-en_2023-05-02-ps2021-063-07-003-022	ParlaMint-CZ_2023-05-02-ps2021-063-07-003-022.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-02	2023-05-02	Lower house	ps2021	-	ps2021/063	ps2021/063/07	ps2021/063/022	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-02-ps2021-063-07-003-022	ParlaMint-CZ_2023-05-02-ps2021-063-07-003-022.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-02	2023-05-02	Lower house	ps2021	-	ps2021/063	ps2021/063/07	ps2021/063/022	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	DavidStolpa.1983	Štolpa, David	M	1983	
ParlaMint-CZ-en_2023-05-02-ps2021-063-07-003-022	ParlaMint-CZ_2023-05-02-ps2021-063-07-003-022.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-02	2023-05-02	Lower house	ps2021	-	ps2021/063	ps2021/063/07	ps2021/063/022	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-02-ps2021-063-07-003-022	ParlaMint-CZ_2023-05-02-ps2021-063-07-003-022.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-02	2023-05-02	Lower house	ps2021	-	ps2021/063	ps2021/063/07	ps2021/063/022	COVID,War	English	Regular	MP	Minister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2023-05-02-ps2021-063-07-003-022	ParlaMint-CZ_2023-05-02-ps2021-063-07-003-022.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-02	2023-05-02	Lower house	ps2021	-	ps2021/063	ps2021/063/07	ps2021/063/022	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-02-ps2021-063-07-003-022	ParlaMint-CZ_2023-05-02-ps2021-063-07-003-022.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-02	2023-05-02	Lower house	ps2021	-	ps2021/063	ps2021/063/07	ps2021/063/022	COVID,War	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	RadimFiala.1969	Fiala, Radim	M	1969	
ParlaMint-CZ-en_2023-05-02-ps2021-063-07-003-022	ParlaMint-CZ_2023-05-02-ps2021-063-07-003-022.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-02	2023-05-02	Lower house	ps2021	-	ps2021/063	ps2021/063/07	ps2021/063/022	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-05-02-ps2021-063-07-003-022	ParlaMint-CZ_2023-05-02-ps2021-063-07-003-022.u12	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-02	2023-05-02	Lower house	ps2021	-	ps2021/063	ps2021/063/07	ps2021/063/022	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2023-05-02-ps2021-063-07-003-022	ParlaMint-CZ_2023-05-02-ps2021-063-07-003-022.u13	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-02	2023-05-02	Lower house	ps2021	-	ps2021/063	ps2021/063/07	ps2021/063/022	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
