Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-04-05-ps2021-063-02-002-021	ParlaMint-CZ_2023-04-05-ps2021-063-02-002-021.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-05	2023-04-05	Lower house	ps2021	-	ps2021/063	ps2021/063/02	ps2021/063/021	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2023-04-05-ps2021-063-02-002-021	ParlaMint-CZ_2023-04-05-ps2021-063-02-002-021.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-05	2023-04-05	Lower house	ps2021	-	ps2021/063	ps2021/063/02	ps2021/063/021	COVID,War	English	Regular	MP	Minister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2023-04-05-ps2021-063-02-002-021	ParlaMint-CZ_2023-04-05-ps2021-063-02-002-021.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-05	2023-04-05	Lower house	ps2021	-	ps2021/063	ps2021/063/02	ps2021/063/021	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2023-04-05-ps2021-063-02-002-021	ParlaMint-CZ_2023-04-05-ps2021-063-02-002-021.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-05	2023-04-05	Lower house	ps2021	-	ps2021/063	ps2021/063/02	ps2021/063/021	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	BarboraUrbanova.1991	Urbanová, Barbora	F	1991	
ParlaMint-CZ-en_2023-04-05-ps2021-063-02-002-021	ParlaMint-CZ_2023-04-05-ps2021-063-02-002-021.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-05	2023-04-05	Lower house	ps2021	-	ps2021/063	ps2021/063/02	ps2021/063/021	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-04-05-ps2021-063-02-002-021	ParlaMint-CZ_2023-04-05-ps2021-063-02-002-021.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-05	2023-04-05	Lower house	ps2021	-	ps2021/063	ps2021/063/02	ps2021/063/021	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	DavidStolpa.1983	Štolpa, David	M	1983	
ParlaMint-CZ-en_2023-04-05-ps2021-063-02-002-021	ParlaMint-CZ_2023-04-05-ps2021-063-02-002-021.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-05	2023-04-05	Lower house	ps2021	-	ps2021/063	ps2021/063/02	ps2021/063/021	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-04-05-ps2021-063-02-002-021	ParlaMint-CZ_2023-04-05-ps2021-063-02-002-021.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-05	2023-04-05	Lower house	ps2021	-	ps2021/063	ps2021/063/02	ps2021/063/021	COVID,War	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2023-04-05-ps2021-063-02-002-021	ParlaMint-CZ_2023-04-05-ps2021-063-02-002-021.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-05	2023-04-05	Lower house	ps2021	-	ps2021/063	ps2021/063/02	ps2021/063/021	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-04-05-ps2021-063-02-002-021	ParlaMint-CZ_2023-04-05-ps2021-063-02-002-021.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-05	2023-04-05	Lower house	ps2021	-	ps2021/063	ps2021/063/02	ps2021/063/021	COVID,War	English	Regular	notMP	Minister	-	-	-	-	MichalSalomoun.1974	Šalomoun, Michal	M	1974	
ParlaMint-CZ-en_2023-04-05-ps2021-063-02-002-021	ParlaMint-CZ_2023-04-05-ps2021-063-02-002-021.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-05	2023-04-05	Lower house	ps2021	-	ps2021/063	ps2021/063/02	ps2021/063/021	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
