Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-05-16-ps2021-065-01-003-024	ParlaMint-CZ_2023-05-16-ps2021-065-01-003-024.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-16	2023-05-16	Lower house	ps2021	-	ps2021/065	ps2021/065/01	ps2021/065/024	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-05-16-ps2021-065-01-003-024	ParlaMint-CZ_2023-05-16-ps2021-065-01-003-024.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-16	2023-05-16	Lower house	ps2021	-	ps2021/065	ps2021/065/01	ps2021/065/024	COVID,War	English	Regular	notMP	Minister	-	-	-	-	MartinDvorak.1956	Dvořák, Martin	M	1956	
ParlaMint-CZ-en_2023-05-16-ps2021-065-01-003-024	ParlaMint-CZ_2023-05-16-ps2021-065-01-003-024.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-16	2023-05-16	Lower house	ps2021	-	ps2021/065	ps2021/065/01	ps2021/065/024	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-05-16-ps2021-065-01-003-024	ParlaMint-CZ_2023-05-16-ps2021-065-01-003-024.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-16	2023-05-16	Lower house	ps2021	-	ps2021/065	ps2021/065/01	ps2021/065/024	COVID,War	English	Regular	notMP	Minister	-	-	-	-	MartinDvorak.1956	Dvořák, Martin	M	1956	
ParlaMint-CZ-en_2023-05-16-ps2021-065-01-003-024	ParlaMint-CZ_2023-05-16-ps2021-065-01-003-024.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-16	2023-05-16	Lower house	ps2021	-	ps2021/065	ps2021/065/01	ps2021/065/024	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-05-16-ps2021-065-01-003-024	ParlaMint-CZ_2023-05-16-ps2021-065-01-003-024.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-16	2023-05-16	Lower house	ps2021	-	ps2021/065	ps2021/065/01	ps2021/065/024	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanBauer.1969	Bauer, Jan	M	1969	
ParlaMint-CZ-en_2023-05-16-ps2021-065-01-003-024	ParlaMint-CZ_2023-05-16-ps2021-065-01-003-024.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-16	2023-05-16	Lower house	ps2021	-	ps2021/065	ps2021/065/01	ps2021/065/024	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-05-16-ps2021-065-01-003-024	ParlaMint-CZ_2023-05-16-ps2021-065-01-003-024.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-16	2023-05-16	Lower house	ps2021	-	ps2021/065	ps2021/065/01	ps2021/065/024	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JosefBelica.1978	Bělica, Josef	M	1978	
ParlaMint-CZ-en_2023-05-16-ps2021-065-01-003-024	ParlaMint-CZ_2023-05-16-ps2021-065-01-003-024.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-16	2023-05-16	Lower house	ps2021	-	ps2021/065	ps2021/065/01	ps2021/065/024	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-05-16-ps2021-065-01-003-024	ParlaMint-CZ_2023-05-16-ps2021-065-01-003-024.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-16	2023-05-16	Lower house	ps2021	-	ps2021/065	ps2021/065/01	ps2021/065/024	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2023-05-16-ps2021-065-01-003-024	ParlaMint-CZ_2023-05-16-ps2021-065-01-003-024.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-16	2023-05-16	Lower house	ps2021	-	ps2021/065	ps2021/065/01	ps2021/065/024	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-05-16-ps2021-065-01-003-024	ParlaMint-CZ_2023-05-16-ps2021-065-01-003-024.u12	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-16	2023-05-16	Lower house	ps2021	-	ps2021/065	ps2021/065/01	ps2021/065/024	COVID,War	English	Regular	notMP	Minister	-	-	-	-	MartinDvorak.1956	Dvořák, Martin	M	1956	
ParlaMint-CZ-en_2023-05-16-ps2021-065-01-003-024	ParlaMint-CZ_2023-05-16-ps2021-065-01-003-024.u13	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-16	2023-05-16	Lower house	ps2021	-	ps2021/065	ps2021/065/01	ps2021/065/024	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
