Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-03-10-ps2021-053-06-001-098	ParlaMint-CZ_2023-03-10-ps2021-053-06-001-098.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-10	2023-03-10	Lower house	ps2021	-	ps2021/053	ps2021/053/06	ps2021/053/098	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-03-10-ps2021-053-06-001-098	ParlaMint-CZ_2023-03-10-ps2021-053-06-001-098.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-10	2023-03-10	Lower house	ps2021	-	ps2021/053	ps2021/053/06	ps2021/053/098	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JanaHanzlikova.1966	Hanzlíková, Jana	F	1966	
ParlaMint-CZ-en_2023-03-10-ps2021-053-06-001-098	ParlaMint-CZ_2023-03-10-ps2021-053-06-001-098.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-10	2023-03-10	Lower house	ps2021	-	ps2021/053	ps2021/053/06	ps2021/053/098	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-03-10-ps2021-053-06-001-098	ParlaMint-CZ_2023-03-10-ps2021-053-06-001-098.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-10	2023-03-10	Lower house	ps2021	-	ps2021/053	ps2021/053/06	ps2021/053/098	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JanaHanzlikova.1966	Hanzlíková, Jana	F	1966	
ParlaMint-CZ-en_2023-03-10-ps2021-053-06-001-098	ParlaMint-CZ_2023-03-10-ps2021-053-06-001-098.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-10	2023-03-10	Lower house	ps2021	-	ps2021/053	ps2021/053/06	ps2021/053/098	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-03-10-ps2021-053-06-001-098	ParlaMint-CZ_2023-03-10-ps2021-053-06-001-098.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-10	2023-03-10	Lower house	ps2021	-	ps2021/053	ps2021/053/06	ps2021/053/098	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JanaHanzlikova.1966	Hanzlíková, Jana	F	1966	
ParlaMint-CZ-en_2023-03-10-ps2021-053-06-001-098	ParlaMint-CZ_2023-03-10-ps2021-053-06-001-098.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-10	2023-03-10	Lower house	ps2021	-	ps2021/053	ps2021/053/06	ps2021/053/098	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-03-10-ps2021-053-06-001-098	ParlaMint-CZ_2023-03-10-ps2021-053-06-001-098.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-10	2023-03-10	Lower house	ps2021	-	ps2021/053	ps2021/053/06	ps2021/053/098	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JanaHanzlikova.1966	Hanzlíková, Jana	F	1966	
ParlaMint-CZ-en_2023-03-10-ps2021-053-06-001-098	ParlaMint-CZ_2023-03-10-ps2021-053-06-001-098.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-10	2023-03-10	Lower house	ps2021	-	ps2021/053	ps2021/053/06	ps2021/053/098	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2023-03-10-ps2021-053-06-001-098	ParlaMint-CZ_2023-03-10-ps2021-053-06-001-098.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-10	2023-03-10	Lower house	ps2021	-	ps2021/053	ps2021/053/06	ps2021/053/098	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JanaHanzlikova.1966	Hanzlíková, Jana	F	1966	
ParlaMint-CZ-en_2023-03-10-ps2021-053-06-001-098	ParlaMint-CZ_2023-03-10-ps2021-053-06-001-098.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-10	2023-03-10	Lower house	ps2021	-	ps2021/053	ps2021/053/06	ps2021/053/098	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
