Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-07-12-ps2021-070-05-006-102	ParlaMint-CZ_2023-07-12-ps2021-070-05-006-102.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-07-12	2023-07-12	Lower house	ps2021	-	ps2021/070	ps2021/070/05	ps2021/070/102	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2023-07-12-ps2021-070-05-006-102	ParlaMint-CZ_2023-07-12-ps2021-070-05-006-102.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-07-12	2023-07-12	Lower house	ps2021	-	ps2021/070	ps2021/070/05	ps2021/070/102	COVID,War	English	Regular	MP	Minister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	PavelBlazek.1969	Blažek, Pavel	M	1969	
ParlaMint-CZ-en_2023-07-12-ps2021-070-05-006-102	ParlaMint-CZ_2023-07-12-ps2021-070-05-006-102.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-07-12	2023-07-12	Lower house	ps2021	-	ps2021/070	ps2021/070/05	ps2021/070/102	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2023-07-12-ps2021-070-05-006-102	ParlaMint-CZ_2023-07-12-ps2021-070-05-006-102.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-07-12	2023-07-12	Lower house	ps2021	-	ps2021/070	ps2021/070/05	ps2021/070/102	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	MilanFeranec.1964	Feranec, Milan	M	1964	
ParlaMint-CZ-en_2023-07-12-ps2021-070-05-006-102	ParlaMint-CZ_2023-07-12-ps2021-070-05-006-102.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-07-12	2023-07-12	Lower house	ps2021	-	ps2021/070	ps2021/070/05	ps2021/070/102	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2023-07-12-ps2021-070-05-006-102	ParlaMint-CZ_2023-07-12-ps2021-070-05-006-102.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-07-12	2023-07-12	Lower house	ps2021	-	ps2021/070	ps2021/070/05	ps2021/070/102	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	PavelStanek.1973	Staněk, Pavel	M	1973	
ParlaMint-CZ-en_2023-07-12-ps2021-070-05-006-102	ParlaMint-CZ_2023-07-12-ps2021-070-05-006-102.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-07-12	2023-07-12	Lower house	ps2021	-	ps2021/070	ps2021/070/05	ps2021/070/102	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2023-07-12-ps2021-070-05-006-102	ParlaMint-CZ_2023-07-12-ps2021-070-05-006-102.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-07-12	2023-07-12	Lower house	ps2021	-	ps2021/070	ps2021/070/05	ps2021/070/102	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	PavelStanek.1973	Staněk, Pavel	M	1973	
ParlaMint-CZ-en_2023-07-12-ps2021-070-05-006-102	ParlaMint-CZ_2023-07-12-ps2021-070-05-006-102.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-07-12	2023-07-12	Lower house	ps2021	-	ps2021/070	ps2021/070/05	ps2021/070/102	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2023-07-12-ps2021-070-05-006-102	ParlaMint-CZ_2023-07-12-ps2021-070-05-006-102.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-07-12	2023-07-12	Lower house	ps2021	-	ps2021/070	ps2021/070/05	ps2021/070/102	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	PavelStanek.1973	Staněk, Pavel	M	1973	
ParlaMint-CZ-en_2023-07-12-ps2021-070-05-006-102	ParlaMint-CZ_2023-07-12-ps2021-070-05-006-102.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-07-12	2023-07-12	Lower house	ps2021	-	ps2021/070	ps2021/070/05	ps2021/070/102	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
