ParlaMint-FR_2019-02-19-O1156.u1	The next item is the oral questions without debate.
ParlaMint-FR_2019-02-19-O1156.u2	Mr Loïc Dombreval has the floor to put his question, No 572, on the labelling of animal welfare.
ParlaMint-FR_2019-02-19-O1156.u3	My question is to the Minister for Agriculture and Food. On 5 December 2018, a well-known distribution sign and three welfare associations launched a label informing consumers about the level of respect for animal welfare and dealing with the stocking, rearing, collection, transport and slaughter of the animal. Its objective is to inform the consumer of the level of welfare enjoyed by the animal throughout its life to slaughter. This information takes the form of a thumbnail ranging from the letter A for a so-called "upper" level to the letter D for a level displayed as "standard". Levels A, B and C thus show a significant improvement in animal welfare. Labels are issued following an audit based on nearly 230 technical and scientific criteria. The breeder, the breeder group, the hatchery, the transporter and the slaughterhouse are checked. Each operator is audited annually. The actors of this approach hope to improve transparency on animal husbandry, transport and slaughter conditions and, ultimately, to improve the overall level of respect for animal welfare. I would like to pay tribute to this voluntary ambition, which for the moment concerns only chickens of flesh. At this stage, although caution should be exercised as to the possibility of generalizing this system, it must be recognised that it already has the great merit of existence. I know that animal husbandry conditions, welfare and animal welfare are subjects which the Minister for Agriculture and Food takes to heart. Can we hope that labelling dedicated to animal welfare, or that the integration of animal welfare into multi-criteria labelling, will finally be standardized in France, as is the case successfully in Denmark?
ParlaMint-FR_2019-02-19-O1156.u4	The Secretary of State to the Minister for Economic Affairs and Finance has the floor.
ParlaMint-FR_2019-02-19-O1156.u5	Mr President, on the occasion of the launch by a distributor of a new label to assess the level of respect for animal welfare. While consumers often ignore the reality of animal and plant production patterns, they are increasingly aware of animal welfare. Concerns have arisen, in particular because some associations regularly denounce practices of mistreatment in livestock farming or slaughter that discredit the entire sector, even though these practices are fortunately not representative. Consumers thus gradually lose confidence in the products offered to them and express a need to be reassured to which distributors are now trying to respond. In this context, it becomes essential to take into account the expectations of consumers, while providing them with objective information on animal welfare and its decline in livestock production, during transport or at slaughter. In particular, the work carried out during the general states of food has allowed for a better understanding of consumer expectations in terms of animal welfare and transparency on animal husbandry patterns. It is within this framework that the National Food Council – CNA – has been entrusted with a mission of reflection for a wider experiment on the labelling of farming methods, like the one you call your wishes. The task will be to draw up an overview of existing European and national rules, to define the scope of testing – sectors, animals, foodstuffs and methods of farming, how products of animal origin are differentiated and how they appear on the labelling – and to lay down the conditions for the implementation of such an indication in order to ensure that consumers are provided with clear, comprehensible and deceptive information. Before the end of the year, the NAC will propose a method of experimentation, as well as tools for the analysis of this experiment.
ParlaMint-FR_2019-02-19-O1156.u6	Mrs Bénédicte Taurine has the floor to raise her question, No. 564, on violence during demonstrations.
ParlaMint-FR_2019-02-19-O1156.u7	Mr Secretary of State to the Minister of the Interior, my question is actually that of yellow vests of Ariège, which I have committed to ask you. Your government and yourself continue to denounce the violence of the demonstrators, but never ask you where it comes from. Citing Hélder Câmara allows me to put things in order: "There are three kinds of violence. The first, the mother of all others, is institutional violence, the one that legalizes and perpetuates dominations, oppressions and exploitations, the one that crushes and lamines millions of men in its silent and well-oiled workings. The second is revolutionary violence, which is born of the will to abolish the first. The third is repressive violence, which aims to stifle the second by making itself the auxiliary and accomplice of the first violence, the one that generates all the others. There is no worse hypocrisy to call violence than the second, pretending to forget the first, which gives birth to it, and the third that kills it. » Instead of dealing with the causes of violence, you choose to crack down on the consequences. You are blaming violence against material property to better ignore the violence of your policy. And you know that you have a share of responsibility in the violence you denounce. If some break windows, your policy breaks lives. These broken lives do not date from the movement of the yellow vests, which is only the tip of the iceberg of daily violence, suffered in a silence that sometimes leads to suicide. Yellow vests are far more violent than they are – abused by a life too expensive to live. What's this about? Violence suffered by a retired woman who no longer survives with her 365 euros per month. Violence against an isolated mother who struggles to pay for her eldest daughter's education. Full-time nurse, she works at night to earn a few extra euros, forcing her to put her 11-year-old son in boarding school. It collects 1,700 euros a month with 1250 euros of incompressible charges, which obliges it to make ironings to try to get out of it. Violence against a 60-year-old man, a former banking executive currently at the RSA, who cannot fill his fuel tank. Violence that repeats when he cannot provide a few hours of acting because his car is broken and he does not have the means to repair it. Without a car, in rural areas, you can't work. Violence in the shame of these workers, for example, to turn to the People's Relief, or to live in their cars because their wages do not allow them to stay. So when, from Paris, they are called "wainers", it can only make them angry. I repeat: yellow vests are not violent, but violent. Your law enforcement officers fired at demonstrators who had their arms in the air as a sign of non-violence. Not only is the violence of your repression unjust and unwarranted, but your law enforcement forces become those of disorder when they no longer respect the law they are supposed to enforce. Is it useful, Mr. Secretary of State, to remind you that it is illegal to abort people? It is by mutilating innocent people that you push people to become violent. Your government is succumbing to illegitimate violence. United Nations experts denounce serious restrictions on the right to demonstrate. In a press release dated 14 February, they stated that "The restrictions imposed on rights have also led to a high number of arrests and police custody, searches and confiscations of protestors' equipment, as well as serious injuries caused by the disproportionate use of so-called "non-lethal" weapons".
ParlaMint-FR_2019-02-19-O1156.u8	If you want an answer, my dear colleague, you'll have to give the government some time!
ParlaMint-FR_2019-02-19-O1156.u9	Secretary of State, when are you going to put an end to this authoritarian drift and finally tackle the causes of people's ill-being? The question of yellow vests is simple: when will you resign?
ParlaMint-FR_2019-02-19-O1156.u10	The Secretary of State to the Minister of the Interior has the floor.
ParlaMint-FR_2019-02-19-O1156.u11	The demonstrations of the yellow vests have brought out legitimate demands to which the Government and the President of the Republic have responded by organizing a major debate and taking exceptional measures to increase the purchasing power of the French. In the context of the major debate, more than 850,000 contributions were recorded and 3,000 local meetings were held, which we owe to the mayors, who are essential facilitators of the democratic debate. A legitimate claim was expressed and it was heard. The debate is continuing, but I believe that no claim can justify the escalation of the violence perpetrated by some demonstrators. Every Saturday, law enforcement officials are caught by ultra-violent individuals who violate the right to demonstrate. Those who adopt this behavior are not peaceful demonstrators. There are lootings, abuses, serious attacks on our institutions. I note that this violence, Madam Member, you are legitimizing it. Worse: you accuse the internal security forces, in words not covered, of voluntary violence, calling them "forces of disorder". In my turn, I ask you a question: how can you make such a statement? How can you keep holding them after the serious incidents this weekend? Far from wanting to question the right to demonstrate, the Government, Christophe Castaner and I are determined to guarantee the freedom to demonstrate, which the bill under discussion, which will soon be adopted on final reading, will make easier. It is intended to exclude the breakers, and only the breakers, from demonstrations. Be assured that we are fully committed to maintaining public order during demonstrations.
