ParlaMint-FR_2019-04-30-O1217.u1	The next item is the question to the Government.
ParlaMint-FR_2019-04-30-O1217.u2	Mr Olivier Becht has the floor.
ParlaMint-FR_2019-04-30-O1217.u3	Prime Minister, nearly six months ago, the rise in fuel triggered an unprecedented social movement, thus revealing a deeper crisis. This crisis had at least three common denominators: the price of energy, the amount of pensions, the level of wages, in other words the rest of the living of those who, despite their work, fail to complete their end of the month. A first response to these requests was made in December. Then, the great debate allowed everyone to speak about their difficulties, their expectations, and the future of the country. Among the announcements of the President of the Republic last Thursday, we can welcome the reduction of the tax burden on the middle classes, the reindexing of small pensions to inflation – as we had asked since its abolition – the commitment to a minimum pension of 1000 euros, or the maintenance of public services as close as possible to the rural territories. [["Ah! » on the benches of the LR group]] What now, Prime Minister? This is an additional EUR 8 billion in expenditure, in addition to the 10 billion in December. The hardest thing is to do. I am talking about a plan to reduce public spending, so that today's measures are not the debt and taxes of tomorrow. Wages, pensions and, above all, energy prices: the roots of the crisis remain and the response cannot focus on symptoms. We are still convinced that the only lasting outcome is the construction of a new social project and a new economic, social and environmental model.
ParlaMint-FR_2019-04-30-O1217.u4	It had to be taken to the government!
ParlaMint-FR_2019-04-30-O1217.u5	[[Applause on the benches of the UDI-Agir group]] How, Prime Minister, beyond technical measures that risk feeding a bottomless well and an endless debt, give back to the French the sense of fraternity, of the human, of responsibility towards the planet? How can we ensure that our country returns to the path of appeasement on a sustainable basis?
ParlaMint-FR_2019-04-30-O1217.u6	The Prime Minister has the floor.
ParlaMint-FR_2019-04-30-O1217.u7	In your question, Mr President, you are referring to the current situation, which is indeed difficult. We must respond quickly, while taking into account long-term elements. We must act on purchasing power without degrading the fundamentals of our economy, of our competitiveness, of our debt, or we must condemn those who follow us, our children, our grandchildren, at times even more difficult than those we live in. It is the whole art of governing, and it is the whole challenge that is being posed today.
ParlaMint-FR_2019-04-30-O1217.u8	How bad you are!
ParlaMint-FR_2019-04-30-O1217.u9	To answer your question, the President of the Republic made a number of important announcements last Thursday.
ParlaMint-FR_2019-04-30-O1217.u10	Farewell, ENA!
ParlaMint-FR_2019-04-30-O1217.u11	[[Exclaims on the benches of the LR group]] [[Same movements]] They were complementary to the measures it had formulated in December, which resulted in immediate measures to increase purchasing power, the increase in the business premium, the possibility for companies to pay a fully defied premium, the disappearance of measures relating to the CSG, which will result in reimbursement for those who have paid the sums in question since 1 January. These measures have led to an immediate increase in purchasing power for a very large number of our citizens. Today we must continue on this path and prepare, far beyond, the transformation of our country.
ParlaMint-FR_2019-04-30-O1217.u12	How fast?
ParlaMint-FR_2019-04-30-O1217.u13	In the short term, the President of the Republic has announced a reduction of €5 billion in personal income tax, which is far from negligible since, as you know, the total income from this tax amounts to almost €77 billion. Reducing it by 5 billion is therefore not a small measure; This makes it possible to redistribute purchasing power to a very large number of French.
ParlaMint-FR_2019-04-30-O1217.u14	No recipes!
ParlaMint-FR_2019-04-30-O1217.u15	Give back the money!
ParlaMint-FR_2019-04-30-O1217.u16	How do you finance it?
ParlaMint-FR_2019-04-30-O1217.u17	The Minister of Economy and Finance will make proposals to me. During the month of June, we will present you with the modalities under which the reduction of income tax will allow the French to regain purchasing power. Beyond tax measures to redistribute purchasing power, there are considerable challenges of returning to full employment. As the President of the Republic has said, we must organize French society, the productive fabric to return to full employment.
ParlaMint-FR_2019-04-30-O1217.u18	If he said so, it's true!
ParlaMint-FR_2019-04-30-O1217.u19	I know that a large number of French, perhaps a number of parliamentarians, consider this objective with a form of astonishment or even pessimism. For a long time now, in France, we have been struggling to solve the question of mass unemployment. For too long, no doubt, our society has in some respects resigned to this situation. The President of the Republic, for his part, does not resign himself.
ParlaMint-FR_2019-04-30-O1217.u20	Good thing he's here!
ParlaMint-FR_2019-04-30-O1217.u21	[[Exclaims on the benches of the LR group]] He asked us to mobilize all the productive forces of our country, the intermediate bodies...
ParlaMint-FR_2019-04-30-O1217.u22	You tried to destroy them!
ParlaMint-FR_2019-04-30-O1217.u23	...who say they've been ready to intervene for a long time. This is the meaning of the national mobilization that I will launch next Monday with trade unions, employers' organizations, elected associations, environmental associations to ensure that all the existing instruments are put at the service of territorial mobilizations.
ParlaMint-FR_2019-04-30-O1217.u24	They exist!
ParlaMint-FR_2019-04-30-O1217.u25	It is a question of responding on a case-by-case basis, territory-by-territory basis, to crucial problems that prevent us from reducing mass unemployment. This can be a problem of homelessness: someone who wants to get to work and has the necessary skills cannot take up this job because he does not have child care. This may be a difficulty linked to mobility: the idea of a mobility bonus, which has been mentioned, should be able to be studied in this context. Many short-term measures need to be studied. Yesterday, at the end of the seminar, which brought together a number of members of the majority and the Government as a whole, I indicated what the avenues and the timetable were. [[Applause on the benches of the LaREM and MODEM groups. – Mr Olivier Becht also applauds]] I would like to conclude my answer to your question, honourable Member, on the long-term aspect that it envisages. To preserve the long term is to increase the competitiveness of our economy, to improve the education and vocational training of our citizens, to define collectively – not only within the executive power – through the 2025 agenda to which the President of the Republic invites us, the model of society that we want to build at this time. It is not a question, honourable Member, of coming back to the plan, but of asking ourselves collectively what we are doing to achieve a goal on which we can agree. There is something like a new, interesting method that allows us, by combining short-term answers, to prepare for the long term.
ParlaMint-FR_2019-04-30-O1217.u26	Mr Bruno Fuchs has the floor.
ParlaMint-FR_2019-04-30-O1217.u27	[[Vif applause on all benches]] The Minister of Culture, fifteen days ago, a terrible fire ravaged Notre-Dame Cathedral in Paris, our cathedral. In front of their television station, citizens from all over the world have lived this tragedy live, powerless and distraught. This monument, a symbol of our culture and witness to our history, owes its survival only to the heroic intervention of the firefighters of Paris. Here, before national representation, I want to pay tribute to their courage and express our deepest gratitude to them. While the Government has ambitiously laid the foundation stone for a reconstruction project and national and international solidarity has been expressed, we must ask ourselves the causes of this accident, which is unfortunately not the first of its kind: in 2003, the castle of Lunéville was set on fire; In 2014, a fire destroyed the Primerose villa in Fort-de-France; Last February, a fire began in Marie-Antoinette's room at Petit Trianon. This non-exhaustive list is significant of the security flaws that endanger our heritage. For Notre-Dame, a number of malfunctions are made public, concerning the alarm system or electrical wires running in the attic: safety regulations and the fire plan are clearly not fully respected. It is therefore legitimate to ask whether Notre-Dame de Paris is an isolated case. Is it certain that electrical standards and fire plans are well respected in all national monuments? [[Applause on the banks of the MODEM group and on some benches of the LaREM group]] Mr Minister, it seems to me urgent to launch a general safety audit of national monuments and to redefine protection strategies, especially when the height and structure make it difficult for firefighters to intervene – I am thinking of the Invalides or the Strasbourg Cathedral – so that France will never again see such a tragedy.
ParlaMint-FR_2019-04-30-O1217.u28	The Minister for Culture has the floor.
ParlaMint-FR_2019-04-30-O1217.u29	Monday, April 15, we were all afraid of the terrible fire at Notre-Dame de Paris. The tragedy would have been much worse, as you said, without the courageous, competent and cold-blooded intervention of the firefighters of Paris but also of the French departments, who came to strengthen the Parisian teams. The worst was avoided. Since last Monday, the teams of the Ministry of Culture have also done remarkable work, alongside firefighters, to secure what remained fragile, including the gables and vault of the cathedral. Otherwise, the damage could have been much greater. I would like to say, Mr Fuchs, that we avoided the worst, because the firefighters of Paris and the teams of the Ministry of Culture, the bishopric and the city hall of Paris were prepared for this type of event. They were trained: they had carried out several exercises to fight a fire and to preserve the works of art present in the cathedral. This preparation work proved to be essential. However, there will be one after fire of Notre-Dame de Paris.
ParlaMint-FR_2019-04-30-O1217.u30	It's so dusty! You need to know his files, minister!
ParlaMint-FR_2019-04-30-O1217.u31	[[Applause on several benches of the LaREM and MODEM groups]] I have already launched an update of the security audits, not only of the eighty-seven cathedrals but also of all the major monuments under the Ministry of Culture, in order to ensure that all security features are up to level to deal with this type of fire.
ParlaMint-FR_2019-04-30-O1217.u32	Mr Eric Woerth has the floor.
ParlaMint-FR_2019-04-30-O1217.u33	[[Protests on a few benches of the LaREM group]] Prime Minister, in the face of the social crisis, the Government is going to give up. The first is the balance of our public finances. And this is not an accounting subject, because public finances are the finances of all French people. Despite French growth that resists better, given lower exposure to the world economy, you are degrading your target of reducing public deficits by 45% over the five-year period. The gap with our European neighbours is widening: in 2018, France's public deficit is nearly 2 percentage points higher than that of the euro area. You have dropped your public debt reduction target by 5 points of GDP. You have abandoned the idea of reducing our country's structural expenditure, which will start rising again this year. When you compare yourself, Prime Minister, you're sorry. [[Exclaims on the banks of the LaREM Group]] [[Same movements]] The second renunciation relates to the necessary reforms. The words of the President of the Republic are very vague. And when it's vague, it's because there's wave to the soul. You no longer believe in it, you no longer believe in the far-reaching reform of our country; You're content with a few adjustments.
ParlaMint-FR_2019-04-30-O1217.u34	Shh!
ParlaMint-FR_2019-04-30-O1217.u35	You carefully avoid approaching the debate on the retirement age, thus sacrificing the financial sustainability of the system. You renounce your goal of abolishing 120,000 posts in the civil service, an indispensable condition of the reform of the State. Every speech of the President of the Republic costs France 10 billion euros. Between December and April, we are close to €20 billion worth of new unfunded measures. You're distributing the public money you don't have. You create purchasing power on sand. The financing of this massive injection of public funds is based on two levers that are not: firstly, the increase in corporate tax and the removal of tax niches; Second, the use of debt, thus making use of future generations. [[Applause on the benches of the LR group]] A month before the European elections, you are going to pass on to the European Commission a wrong fiscal trajectory. Prime Minister, is this, for you, the art of being European?
ParlaMint-FR_2019-04-30-O1217.u36	The Secretary of State to the Minister for Action and Public Accounts has the floor.
ParlaMint-FR_2019-04-30-O1217.u37	[[Protests on the benches of the LR group]] Please excuse Gerald Darmanin, absent this afternoon, who asked me to answer your question in his place, Mr. President Woerth. You have pointed out what, in your opinion, would be like two renunciations, when in reality it is, in our eyes, the best way to trace the path...
ParlaMint-FR_2019-04-30-O1217.u38	Right in the wall!
ParlaMint-FR_2019-04-30-O1217.u39	... of the commitments made by the President of the Republic in 2017.
ParlaMint-FR_2019-04-30-O1217.u40	Socialist!
ParlaMint-FR_2019-04-30-O1217.u41	In terms of budgetary balance, we are keeping our course,...
ParlaMint-FR_2019-04-30-O1217.u42	Holland's trajectory!
ParlaMint-FR_2019-04-30-O1217.u43	So Macron's!
ParlaMint-FR_2019-04-30-O1217.u44	[[Applause on several benches of the LaREM group and on a few benches of the MODEM group. – Exclaims on a few benches of the LR group]] ... as shown in the 2017 and 2018 figures. Indeed, for the first time since 2006, the budget deficit remains below 3% of GDP for the second consecutive year – in 2018 it stood at 2.5%, instead of 2.7% forecast. [[Applause on a few benches of the LaREM group]] We will continue this path, with the objective of reaching a deficit of 1% by 2022, in order to meet again the commitments of the President of the Republic. In 2018, again, for the first time – as you know better than anyone else – the volume of public expenditure declined by 0.3%, thanks to the efforts of the state, the control of the operating expenses of the communities and also the reform of the social security system. [[Applause on a few benches of the LaREM group]] We will continue to work because it is true that there is still a long way to go, in particular to continue to reduce the compulsory levies, which fell by 0.2 points in 2018, in order to return purchasing power to the French and competitiveness to the companies. We will continue to work to stabilize the debt and deliver on the commitments we have collectively made – not just this majority...
ParlaMint-FR_2019-04-30-O1217.u45	Two years ago, you were criticizing her!
ParlaMint-FR_2019-04-30-O1217.u46	[[Applause on the benches of the LaREM and MODEM groups]] ...but the whole nation – before the European authorities. We will do so by reforming the unemployment benefit, transforming the civil service, reforming the dependency system, all the measures announced and confirmed by the President of the Republic on Thursday and then by the Prime Minister, before the entire Government yesterday. We're working hard and the results are up to date. Perhaps that is the most unpleasant thing for your political family. You blame us for having injected EUR 17 billion into the economy, while you defended a bill a few weeks ago to commit EUR 20 billion in expenditure.
ParlaMint-FR_2019-04-30-O1217.u47	Bravo!
