ParlaMint-FR_2019-10-29-O1046.u1	The next item is the question to the Government.
ParlaMint-FR_2019-10-29-O1046.u2	Mr Michel Zumkeller has the floor.
ParlaMint-FR_2019-10-29-O1046.u3	[[Boris Vallaud applauds]] My question is for the custody of the seals, Minister of Justice. "My only compass is the interest of the justiciable, that is, the general interest. It's my role and more so it's my duty. These words, the keepers of the seals, made them during the general discussion of the Justice Reform Bill. It seems that, since then, she has somewhat lost her compass. [["It's outrageous! On several benches of the LR, GDR and SOC groups. – Exclaims on the benches of the LR group]] Indeed, we have learned from the press that, as part of the reorganization of the education centres, you have decided to take into account another criterion: that of the political affiliation of the elected representatives in the territory.
ParlaMint-FR_2019-10-29-O1046.u4	Is this the new world?
ParlaMint-FR_2019-10-29-O1046.u5	Your decision is based on the analysis provided by a Matignon political advisor. [[Exclaims on the benches of the FI, GDR and SOC groups. – Exclaims and hues on the benches of the LR group]] Clearly, if I follow you well, the territory that will choose not to vote for "On the Move" candidates will be less endowed and will risk losing its investigating judge.
ParlaMint-FR_2019-10-29-O1046.u6	I'm hallucinating!
ParlaMint-FR_2019-10-29-O1046.u7	This practice, coming from a political majority who had promised us a new world, worries us. We wonder whether this rule is not applied to other regal services such as the police, education and health. [[Applause on the benches of the UDI-Agir, LR, SOC and GDR groups. – Mr. Bastien Lachaud also applauds]] My question will therefore be simple and direct, it is addressed as much to the guard of the seals as to the former member of the Constitutional Council, the guarantor of our republican values of freedom, equality and fraternity. Madam Keeper of the Seals, do you find it normal that the representation of public services in the territory should be based on the political opinion of its inhabitants?
ParlaMint-FR_2019-10-29-O1046.u8	[[Protests and hues on the benches of the LR group. – Exclaims on the SOC and GDR panels]] The Secretary of State to the Prime Minister, the spokesman for the Government, has the floor.
ParlaMint-FR_2019-10-29-O1046.u9	Thank you, ladies and gentlemen, for your warm welcome... Mr Zumkeller, I apologize for the absence of the seal guard, who is on the move and whose plane has fallen behind.
ParlaMint-FR_2019-10-29-O1046.u10	Like by chance!
ParlaMint-FR_2019-10-29-O1046.u11	No, no excuse!
ParlaMint-FR_2019-10-29-O1046.u12	She will join us during the session. You referred to the Justice Reform Act, which provided for a new judicial organization, based on a better distribution of specialized litigation in departments with several courts of major jurisdiction. (Brouhaha.) The aim of this reform is to provide a better service to those who are litigants, as close as possible to their homes. In the 50 or so departments concerned, the heads of courts must propose a division of expertise between the courts of the same department,...
ParlaMint-FR_2019-10-29-O1046.u13	That's not the point!
ParlaMint-FR_2019-10-29-O1046.u14	... to ensure a territorial balance.
ParlaMint-FR_2019-10-29-O1046.u15	What's with these cards?
ParlaMint-FR_2019-10-29-O1046.u16	Mr Cordier!
ParlaMint-FR_2019-10-29-O1046.u17	The level of activity will, of course, remain the same. No court will be closed,...
ParlaMint-FR_2019-10-29-O1046.u18	You got the wrong card!
ParlaMint-FR_2019-10-29-O1046.u19	Mr Cordier, this is the last time I've warned you!
ParlaMint-FR_2019-10-29-O1046.u20	...no more than any position, Mr. Member, will be removed. [[Protests on the benches of the LR group]] [[Continuous Brouhaha]] I would like to reassure you that these proposals will obviously be based on objective criteria. Indeed, the Justice Reform Act provided a framework for discussion so that judges, lawyers, partners in the justice system and elected representatives from all political sides were largely involved in the formulation of proposals adapted to their territory. [[Several MPs from the LR and FI groups and several non-attached MPs show the chronometer to the President.]] [[The president cut off the mic of the Secretary of State, applauded on a few benches of the LaREM group]] The Cabinet of the Custody of Seals has carried out preparatory work aimed at analysing the consequences of a reorganization of the jurisdiction of the courts on the balance and dynamics of each of the territories. Our conviction is that it is the local actors who will have to be able to propose the future of justice in the territories, closer to the needs of the litigants. The Government will of course rely on their composition...
ParlaMint-FR_2019-10-29-O1046.u21	For your information, ladies and gentlemen, the chronometer did not match the time actually elapsed. I would also find it interesting for you to pay as much attention to the answers as to the questions.
ParlaMint-FR_2019-10-29-O1046.u22	Again, it would have to be an answer!
ParlaMint-FR_2019-10-29-O1046.u23	We're giving even more...
ParlaMint-FR_2019-10-29-O1046.u24	Mr Michel Zumkeller has the floor.
ParlaMint-FR_2019-10-29-O1046.u25	[[Applause on the benches of the UDI-Agir, LR, GDR and FI groups]] [[Applause on the benches of the UDI-Agir and LR groups. – Mr Yannick Favennec Becot also applauds]] I find that the Government is showing a great deal of disincentive on the subject. A subject that deserves better! In fact, last week, the guard of the seals did not say the opposite of what I said, it acknowledged the process that I denounce. I therefore find this attitude, I repeat, very disdainful and consider that the Republic deserves much better. I hope that with hindsight you will still be able to find another solution.
ParlaMint-FR_2019-10-29-O1046.u26	Mr Jean-Luc Mélenchon has the floor.
ParlaMint-FR_2019-10-29-O1046.u27	[[Applause on the benches of all groups]] The attack on the Bayonne mosque is a terrible signal for France. First, let us say that our thoughts and wishes turn to the unfortunate victims and their families. Let us then say that these thoughts also go to all Muslims in France to whom we must solemnly renew the republican promise of total freedom of worship. Let us finally say that France does not want racism or intolerance.
ParlaMint-FR_2019-10-29-O1046.u28	Nor radicalization!
ParlaMint-FR_2019-10-29-O1046.u29	Our long history, centuries of open violence against atheism, against Jews, or between Catholics and Protestants, has taught us inhumanity and absurdity. France knows that freedom of conscience is the mother of all freedoms. So Bayonne's attack is a founding warning. It is the obvious result of a disgusting and odious sequence of stigmatization of Muslims. The racist speech against Muslims has been unleashed and deliberately trivialized. It is an odious diversion from the country's central problems. We fear that this attack will be the result of long-standing banalized action from some extreme right-wing circles, and we fear that they will be ready for even worse. In front of this attack as in front of all others, France must react concretely and morally – spiritually, I dare say. The official word must be rid of any form of stigmatization of Muslims. It is no longer necessary to allow propaganda for the hatred of Muslims to be broadcast by audiovisual bodies to which the State has given a channel of broadcasts.
ParlaMint-FR_2019-10-29-O1046.u30	Thank you, Mr. President Mélenchon.
ParlaMint-FR_2019-10-29-O1046.u31	[[Applause on the benches of the FI, GDR and SOC groups and on several benches of the LR group. – Mr. Erwan Balanant also applauds]] The right-wing groups identified by the Assembly's committee of inquiry must be prohibited. Are you ready to follow me on this field, Prime Minister?
ParlaMint-FR_2019-10-29-O1046.u32	The Prime Minister has the floor.
ParlaMint-FR_2019-10-29-O1046.u33	Mr President Mélenchon, like you, I would like to express my emotion and wish for a speedy recovery for those who were injured yesterday in the attack on the mosque in Bayonne. I would like to say a word of support, and even more than a word, I would like to address a true friendly and republican thought to two families affected and distressed by the state of health of their members. You are right, President Mélenchon, we must be very careful about what we all here, elected politicians or not, say. Singularly when we speak of religion, of all religions – I will come in a moment to the religion here concerned. You know the history of France, President Mélenchon, sometimes we discuss it together, and we know that relations between the state and religions have never been simple and that when the state mixes with religion, mingles with how to believe or not to believe, it becomes complicated. [[Applause on the benches of the groups FI, LaREM, MODEM, SOC, GDR and on a few benches of the LR group]] For my part, I never believed that religion was the "opium of the people" and I respect the sacred. And, because I am a Republican, like all of us here, I know that the Republic has made the choice, long ago, to recognize to each of our fellow citizens the freedom to believe or not to believe and the freedom to worship in accordance with the law. [[Applause on the benches of the LaREM, FI, GDR, SOC, MODEM, UDI-Agir groups, on very many benches of the LT and LR groups, as well as among non-attached Members]] I can see that the political debate is full of passions, sometimes full of invectives, sometimes full of amalgams. On the one hand and on the other, regardless of the positions defended, one accuses himself of not understanding the threat against the Republic, one accuses a particular party. I would like to state, Mr President Mélenchon, that it seems to me that, in a mature democracy like ours, in a republic that is certain of its principles, we could all consider that there is only one community: the national community. And every time one points to a particular confession or part of the people, one impoverishes what the Republic is, that is, a union, a nation, a "plebiscite of every day" of people who are not similar,...
ParlaMint-FR_2019-10-29-O1046.u34	Exactly!
