ParlaMint-FR_2019-01-29-O1129.u1	The next item is the question to the Government.
ParlaMint-FR_2019-01-29-O1129.u2	Mr Boris Vallaud has the floor.
ParlaMint-FR_2019-01-29-O1129.u3	Mr President, this Thursday we will be debating the proposals of the Socialist and Related Group, the proposals that we have chosen to defend because we imagined that they could unite beyond ourselves. We could thus unite on the issue of medical deserts and access to care. We unite on the basic income, that is, on the fight against great poverty and on the future of youth. We unite on the compensation of victims of plant protection products – both in metropolitan France and overseas with chlordecone. Unite us on the reception of students with disabilities. We have not chosen to divide – by proposing, for example, a law re-establishing the ISF, the solidarity tax on wealth, because we rely on the French to initiate the debate – but to bring together. We have chosen proposals that are useful to the daily lives of French people, in line with their concerns: health, education, disability, precariousness and public services. We have worked long and conscientiously. We proposed, for example, to experiment with basic income, a simple but valuable experiment, in order to draw useful lessons from it. Think of it, the big debate took place before the big debate: 18 experimental departments, dozens of public meetings, academics to the rescue and 15,000 – yes, 15,000 – contributions from French and French. In the moment that our country is going through, we made the bet to take the majority at the word, and remind her that she had been elected on the promise to listen to everyone, even if after twenty months she ended up listening only to herself. But we were disillusioned with the examination of our texts in committee. The majority's amendments essentially consisted of transvesting them, emptying them of their substance to lead to laws – which the majority, proud of its trick, voted for – reduced to little, and which no longer have anything to do with our initial proposals. "Recognise with me that it would be rather curious for the debate to be organised everywhere in France, except within this Chamber": this formula, Prime Minister is yours. For now, it's deafness inside and monologue outside. [[Applause on the SOC benches]] Mr Prime Minister, will the Government give us, as well as the French, reasons to believe in the usefulness, the sincerity of the debate and your ability to hear what it produces from new ideas?
ParlaMint-FR_2019-01-29-O1129.u4	Bravo!
ParlaMint-FR_2019-01-29-O1129.u5	Let me make it clear to you that, in accordance with the decision of the Conference of Presidents, a debate will be held in due course in the National Assembly on the main topics which have been submitted to the public debate.
ParlaMint-FR_2019-01-29-O1129.u6	We choose the themes!
ParlaMint-FR_2019-01-29-O1129.u7	So do not let the idea that there would be no debate here develop.
ParlaMint-FR_2019-01-29-O1129.u8	We'll see!
ParlaMint-FR_2019-01-29-O1129.u9	The Minister responsible for relations with Parliament has the floor.
ParlaMint-FR_2019-01-29-O1129.u10	Mr President, you are asking the question of the treatment of parliamentary niches, and in particular of the five texts that will be debated on Thursday as part of the agenda reserved for you. Basically, what you are describing is fully in line with the logic of the parliamentary debate: you are making proposals that were discussed in committee before being held in open session. [[Applause on a few benches of the LaREM group]] This may be an opportunity to reach agreement and to adopt amendments that are in line with you. But suffer that not all parliamentarians necessarily agree with you: that is what makes the debate rich. The same applies to the great national debate: it is an opportunity to compare ideas so that a majority ultimately emerges on certain proposals and that texts are amended and adopted, in the best interests of the country. That is what will be at work on Thursday during the debate organised within the framework of the parliamentary niche. Recognize that we have taken the time to study your proposed legislation and to explore ways to improve it.
ParlaMint-FR_2019-01-29-O1129.u11	That's quick to say!
ParlaMint-FR_2019-01-29-O1129.u12	Also acknowledge that we may disagree on certain points; After all, it is the whole virtue of democracy. [[Applause on the benches of the LaREM group]] This is what the French want: that a debate be held on the points of agreement and disagreement, and that an outcome be found on what seems to correspond to the general interest.
ParlaMint-FR_2019-01-29-O1129.u13	Mr Laurent Pietraszewski has the floor.
ParlaMint-FR_2019-01-29-O1129.u14	My question is to Mrs Muriel Pénicaud, Minister of Labour. [[Exclaims on the benches of the LR and GDR groups]] [[Applause on the benches of the LaREM and MODEM groups]] According to figures published last week, in the last quarter of 2018, unemployment fell sharply in France, with 42000 fewer registered at Pôle emploi. The number of jobseekers registered in category A is at its lowest level since 2014. The decline also for categories B and C shows an improvement in the quality of employment in our country. These results are encouraging and reinforce the employment policy that you have undertaken, Madam Minister, under the authority of the Prime Minister. However, long-term unemployment remains a concern; Hence the emphasis on apprenticeship and vocational training,...
ParlaMint-FR_2019-01-29-O1129.u15	Off the ground!
ParlaMint-FR_2019-01-29-O1129.u16	... with the law for the freedom to choose one's professional future and the plan for investment in skills, which represents an exceptional effort of 15 billion euros by 2022. The President of the Republic reaffirmed last week his opposition to the proliferation of short contracts, a factor of precariousness for employees. [[Exclaims on the benches of the LR group]] MPs The Republic on the move has been building a new social model for emancipation through work for the past twenty months. Valuing work also means fighting against its precarization. Let us recall some indisputable facts: in twenty years, the number of fixed-term contracts of less than one month has increased by two and a half times, resulting in an additional cost of two billion for UNEDIC.
ParlaMint-FR_2019-01-29-O1129.u17	What's the question?
ParlaMint-FR_2019-01-29-O1129.u18	Employers' organisations have just suspended their participation in the negotiation of the new UNEDIC Convention, putting this negotiation in jeopardy, as stressed by the Secretary-General of the CFDT, Mr Laurent Berger. [[Applause on several benches of the LaREM and MODEM groups]] Minister, we, like you, are particularly committed to social dialogue. I would like to know your reading of the negotiations under way. Furthermore, in view of the latest unemployment figures, I would like you to confirm the guidelines of your employment policy for the coming months.
ParlaMint-FR_2019-01-29-O1129.u19	That's not a question!
ParlaMint-FR_2019-01-29-O1129.u20	The Minister for Labour has the floor.
ParlaMint-FR_2019-01-29-O1129.u21	You are right to point out that the figures you have cited are encouraging. Yet there's so much more to do! Since joining the government, the unemployment rate has increased from 9.7% to 9.1% of the labour force. This is a step forward, and it is encouraging, but after 30 years of mass unemployment, we cannot settle for such a level. You raise two questions: skills and job insecurity. As far as the first is concerned, I think we will all agree here that it is crucial. One in two employers report that they face recruitment difficulties. In the majority of cases, these difficulties are related to skills. The skills investment plan has started well. We will sign a pact with sixteen out of at least eighteen regions. In your region, the Hauts-de-France, the signature will take place on February 7. Calls for projects both on digital, green jobs and on the inclusion of refugees, people with disabilities, job seekers and "learning prepas" are in full development.
ParlaMint-FR_2019-01-29-O1129.u22	What about the AFPA?
ParlaMint-FR_2019-01-29-O1129.u23	You also mentioned the subject of insecurity. Yes, more jobs are needed, and these jobs are of better quality. Why? Today, 87% of hirings are on fixed-term or acting contracts. This is incomparable with the situation in other economically efficient countries. In addition, half of the CSDs are for young people under the age of 30, i.e. this is the only proposal made to many young people. Finally, 80% of the CSDs are of a duration of one month or less; 30 % are even of a duration of one day or less. [[Applause on a few benches of the LaREM and MODEM groups]] There is therefore an excessive precariousness of employment in our country, which does not allow employees to project themselves in the future, nor does it allow companies to perform in terms of quality and safety. That is why, in the scoping document for the social partners, we asked them to look at the subject in a massive and vigorous way, because we cannot move towards a labour market which would be based mainly on precariousness. We expect the negotiations between the social partners to produce results.
ParlaMint-FR_2019-01-29-O1129.u24	Mrs Valérie Boyer has the floor.
ParlaMint-FR_2019-01-29-O1129.u25	Mr.Minister of the Interior, French people are detained abroad for ordinary acts without being repatriated, but as far as the jihadists are concerned, you have voted in favour of their return in 2018. While more than 500 individuals are reportedly detained in France for terrorism, of which 10% will be released at the end of 2019, you are quietly announcing the arrival of 130 additional jihadists this morning.
ParlaMint-FR_2019-01-29-O1129.u26	Scandalous!
