ParlaMint-FR_2019-11-19-O1075.u1	The next item is the question to the Government.
ParlaMint-FR_2019-11-19-O1075.u2	Mrs Marie-Noëlle Battistel has the floor.
ParlaMint-FR_2019-11-19-O1075.u3	[[Applause on the SOC benches]] Prime Minister, Paris today welcomes the mayors of France for their one hundred second congress, the last before the renewal of the municipal councils in March 2020. The conclusion to this term of office is terrible and unprecedented: almost half of the mayors announced that they would not represent themselves. Too little consideration, lack of resources, more responsibilities: how can we not understand them? My colleague Christine Pires Beaune, who has been very involved in these matters, has largely relayed the information, particularly during the debate on the finance bill. Local elected officials are on the front line on all fronts, often to remedy the shortcomings of the state.
ParlaMint-FR_2019-11-19-O1075.u4	Yes!
ParlaMint-FR_2019-11-19-O1075.u5	She's right!
ParlaMint-FR_2019-11-19-O1075.u6	Energy transition, mobility, organization of the big debate, breakfasts in schools: countless are the subjects that mayors have to face, without any additional means. Another example is overseas, where the economic and social situation is explosive. These territories, often forgotten, undergo a very unequal national equalization: 84 per cent of the communities are in financial difficulty and have a difference between 85 and 200 million euros compared to the communes of the hexagon. While the President of the Republic had promised 85 million, it would finally be 17 million, under the finance law, that would be paid by the communities of the metropolis. This is unacceptable!
ParlaMint-FR_2019-11-19-O1075.u7	Exactly!
ParlaMint-FR_2019-11-19-O1075.u8	More generally, the free administration of communities is restricted every day: the removal of the housing tax, the financial pact that stifles them, many revenue losses – let alone the contempt that many people feel in the territories.
ParlaMint-FR_2019-11-19-O1075.u9	That's right!
ParlaMint-FR_2019-11-19-O1075.u10	This year, the President of the Republic has planned to address the mayors, but words will not suffice to calm the fears and exasperations of local elected officials; We need acts of love! Prime Minister, the President of the Republic has recently been touched by...
ParlaMint-FR_2019-11-19-O1075.u11	Thank you, Congresswoman! The Secretary of State to the Minister for Action and Public Accounts has the floor.
ParlaMint-FR_2019-11-19-O1075.u12	I apologize to Jacqueline Gourault and Sébastien Lecornu, who, you guess, are being held in the Congress of Mayors.
ParlaMint-FR_2019-11-19-O1075.u13	They must be welcomed!
ParlaMint-FR_2019-11-19-O1075.u14	Mrs. Battistel, you and I were mayors...
ParlaMint-FR_2019-11-19-O1075.u15	Socialist mayors!
ParlaMint-FR_2019-11-19-O1075.u16	You were in the same party!
ParlaMint-FR_2019-11-19-O1075.u17	...and we know that when we've been mayor once, we're a little bit of mayor all our lives. You said that the 2014-2020 mandate was difficult, but you know, like me, that it was especially the beginning of the mandate –...
ParlaMint-FR_2019-11-19-O1075.u18	You voted for the drop in endowments!
ParlaMint-FR_2019-11-19-O1075.u19	[[Protests on the benches of the LR group]] ... this period 2014-2017 marked by the decrease of the allocations of 11 billion euros, which you voted and which I also voted for. We have made the choice of stability.
ParlaMint-FR_2019-11-19-O1075.u20	You voted against the 2018 budget!
ParlaMint-FR_2019-11-19-O1075.u21	You say you need actions, not words; I'll give you three. First, stability of endowments and predictability: we maintain state endowments; Between 2019 and 2020, total government funding will increase from $48.3 billion to $49.1 billion. At the same time, we signed a trust agreement with communities to reward their efforts to control operating expenditures through stable endowments. [[Applause on a few benches of the LaREM group]] Second act: support for investment. We maintain investment credits of $2 billion, more than half of which go to rural municipalities under the DETR – equipment for rural areas. It is this tool that has enabled us, last year and the previous year, to see the investment of local communities – a success that we can welcome. Finally, the third act: solidarity with the communes in difficulty, with particular attention for the overseas. More than that: we continue to empower the DSR – the endowment of rural solidarity – and the DSU – the endowment of urban solidarity and social cohesion – at the same pace as before.
ParlaMint-FR_2019-11-19-O1075.u22	You betrayed the communes!
ParlaMint-FR_2019-11-19-O1075.u23	[[Applause on several benches of the LaREM group and on a few benches of the MODEM group]] There is a big difference between the period before and after 2017: before, the endowments decrease; After that, they are stable or even progressing a little.
ParlaMint-FR_2019-11-19-O1075.u24	Mr Stéphane Baudu has the floor.
ParlaMint-FR_2019-11-19-O1075.u25	My question is to the minister responsible for local and regional authorities. Since the beginning of the legislature, the territories have been at the centre of the questions we must answer. Not the theoretical territories, those of the relevant perimeters or of the streamlined organizations, but the territories lived, those of our 35,000 communes, which are expressed in many voices. The bill on engagement in local life and the proximity of public action, which we are starting to examine, rightly places the commune at the centre of our decentralized organisation, putting the logic back to the place: the commune is not only the point of landing of the policies that we are building, it is the point of departure, where the feeling of belonging is built and where citizen engagement is forged, where we are making a society. In this readjustment, intercommunality must return to its place after it has often been held responsible for the feeling of communal weakening. That is true, the latest laws have laid down ever larger boundaries, with ever more skills.
ParlaMint-FR_2019-11-19-O1075.u26	And you haven't changed anything!
ParlaMint-FR_2019-11-19-O1075.u27	That is true, we have not listened to the voices of those elected on the ground who have long said that they do not understand anything and feel that they are of no use.
ParlaMint-FR_2019-11-19-O1075.u28	We have to stop with this chorus!
ParlaMint-FR_2019-11-19-O1075.u29	It was true that the idea that intercommunality would replace, sooner or later, those communes that were too numerous, too small to hold on to.
ParlaMint-FR_2019-11-19-O1075.u30	And it's going on!
ParlaMint-FR_2019-11-19-O1075.u31	And the essential thing has been forgotten: intercommunality is the extension of the commune; It is a demanding organisation that responds to the need for solidarity and the desire for cooperation.
ParlaMint-FR_2019-11-19-O1075.u32	Technocrat!
ParlaMint-FR_2019-11-19-O1075.u33	Intercommunality must be created from the communes and serve the communes. It is essential for the commune as well as for the cohesion of our territories, especially in rural areas: it offers spaces for tailor-made responses to the needs of the inhabitants in terms of services, employment, protection and development of our resources. [[Applause on the benches of the MODEM group]] Minister, as the Congress of Mayors of France opens, how can we restore confidence to mayors without undermining intercommunality?
ParlaMint-FR_2019-11-19-O1075.u34	Let's change government!
ParlaMint-FR_2019-11-19-O1075.u35	[[Exclaims on the benches of the LR group]] The Secretary of State to the Minister for Action and Public Accounts has the floor.
ParlaMint-FR_2019-11-19-O1075.u36	Rapporteur of the NOTRE law!
ParlaMint-FR_2019-11-19-O1075.u37	Intercommunality is an ancient construction, which was built in the 1970s and 1980s with free forms and then with the Chevènement laws. It was structured in a particular way, with minimum thresholds of number of inhabitants, on the basis of the law of reform of the territorial authorities presented by the government of François Fillon in 2010...,
ParlaMint-FR_2019-11-19-O1075.u38	That's not the point!
ParlaMint-FR_2019-11-19-O1075.u39	[[Protests on the benches of the LR group]] ... and then with the NOTRE law – a law on the new territorial organization of the Republic – which I know well for having been its rapporteur.
ParlaMint-FR_2019-11-19-O1075.u40	And he's not ashamed!
