ParlaMint-FR_2019-01-23-O1124.u1	The next item is the question to the Government.
ParlaMint-FR_2019-01-23-O1124.u2	Mr Jean-Christophe Lagarde has the floor.
ParlaMint-FR_2019-01-23-O1124.u3	Prime Minister, when General de Gaulle returned to power in 1958, one of his first political gestures was to receive Konrad Adenauer, the Federal Chancellor of Germany, at his home in Boisserie. He wanted to show the peculiarity of the emerging Franco-German relationship, a relationship which he would realize a few years later by signing the Elysée Treaty. This relationship marked, after so many confrontations, the power of those who carried a will, a dream, a political project that will lead to the transformation of our continent, in particular through the construction of Europe. At a time when the Treaty of Aix-la-Chapelle, which is part of this philosophy, is being vilified by some who want to feed fantasies, in particular that of an annexation of France by Germany, the UDI-Agir and independent group considers it useful that you specify the content of this Treaty, as well as the ambition of France to remain itself while participating in the European integration process. As we step into the footsteps of those who have built great projects, we see that others know how to destroy them. I am thinking of those who made the British people believe that the solution was in the way out of the European Union. They have plunged the British people and their neighbours into a serious crisis that is both economic, social and political. Today, they turn to the European Union to ask, it seems, for a deadline to manage the situation they themselves have created. [[Applause on the benches of the UDI-Agir group]] Mr Prime Minister, it would be useful if at the time of a divorce which seems inevitable and which is taking place under increasingly blurred conditions, you could tell us, on the one hand, whether the French Government is prepared to give its approval to a delay which the British would ask for for Brexit, on the other hand, what concessions to the European dream it would be prepared to make, because a delay without concessions would not make sense.
ParlaMint-FR_2019-01-23-O1124.u4	The Prime Minister has the floor.
ParlaMint-FR_2019-01-23-O1124.u5	President Lagarde, in two minutes you are asking me questions which, fortunately or unfortunately, call for fairly long answers. These questions are not unrelated. The first relates to the Franco-German relationship in the context of European integration; The second concerns relations between the United Kingdom and Europe in the context of a great friendship and a long alliance between the United Kingdom and France. As far as the Franco-German relationship is concerned, you said it when you started your speech, and I agree with you completely: a very special link has been forged between France and Germany, made of geographical proximity and intertwined history, of very harsh fighting, but also of a formidable desire for reconciliation embodied both by General de Gaulle and Chancellor Adenauer. This very particular history is at the heart of our peace, prosperity and development prospects. It is one of the essential drivers of building a more stable, stronger, prosperous European whole, and, above all, better able to assert its interests vis-à-vis the other major continental blocs that we know are animated – and how to blame them – by a will of power and the preservation of their own interests. Faced with these, we must be strong and united. In the Franco-German relationship there is the ability for the European bloc to have a powerful, aligned engine capable of training other partners. In 1963, by signing the Elysée Treaty, France and Germany signed a Treaty of Reconciliation; Yesterday, the President of the Republic and Chancellor Angela Merkel signed a treaty which, of course, does not replace the one of 1963, but complements it. It is the treaty of a form of convergence, political convergence and convergence of wills, to ensure that the Franco-German relationship continues to be the engine of a powerful, stable and assumed European construction. [[Applause on the benches of the groups LaREM, MODEM and IDU-Agir. – Mr. Jacques Cattin also applauds]] You are right: during the discussion and signing of this Treaty, a number of fantasies were stirred up by a number of actors in the public debate who wanted to mark a very great distance between themselves and reality. As I am, like you and all of us, normally here, attached to the quality of the public debate, I have been appalled at the ability that some may have had to say skullly, without dessillating, that in any way this treaty would have had as its objective to give up Alsace and Lorraine to Germany. But, at last, what are we talking about? Is it necessary to have the desire to tell the French anything to tell them that this could be the objective of France or Germany?
ParlaMint-FR_2019-01-23-O1124.u6	If it's anything, you don't have to talk about it here!
ParlaMint-FR_2019-01-23-O1124.u7	This Treaty provides for progress in Franco-German cooperation, for example in the defence or financing of citizens' actions that can be carried out to bring our two peoples together. Very early on, during the history of Franco-German reconciliation, a number of bodies – I am thinking, for example, of OFAJ, the Franco-German Youth Office – played a crucial role in developing a link between peoples and not just between states. We must continue this effort by, for example, promoting existing twinning and bringing universities closer together. That is all that the treaty signed yesterday contains, and many other things. President Lagarde, you are also asking me about France's attitude towards Brexit. At the stage of the ongoing discussions in London, we note that the British Government has negotiated with the European Union an agreement that should have allowed an organised Brexit, not a Brexit without agreement. By a sovereign vote, the British Parliament rejected this agreement. We took note of this – it could not be otherwise. So we organized ourselves, in France, to be prepared in the hypothesis, the formula of diplomats is tasty, "less and less unlikely", of a Brexit without agreement.
ParlaMint-FR_2019-01-23-O1124.u8	Less by less, it's more!
ParlaMint-FR_2019-01-23-O1124.u9	We must be prepared so that the safety of people and transactions is guaranteed in case of Brexit without agreement, and so that the inconvenience caused by this decision in daily comfort and in commercial flows is the least possible. But let's not tell a story! Bringing the British out of the European Union and disintegrating their economy from the whole of Europe is not a neutral story. This is not done without harm.
ParlaMint-FR_2019-01-23-O1124.u10	It's like when a couple split up!
ParlaMint-FR_2019-01-23-O1124.u11	This inevitably causes difficulties and constraints for the French, for Europeans – and much more for the British. Our objective is to ensure that they are limited, but we do not deny them: they will exist. [[Applause on the benches of the LaREM, MODEM and IDU-Agir groups]] The question of the additional time allowed to the British may come to the table – I note that there is much discussion on this subject. We will see if a request is made to that effect, but today I do not want to make a policy-fiction. I am simply saying that the European Union will be able to take a decision to preserve the single market when the United Kingdom can tell us what it wants. At the moment, from a political point of view, I observe that many successive majorities in the United Kingdom know how to tell us what they do not want, but that there are few to express what would be a clear demand.
ParlaMint-FR_2019-01-23-O1124.u12	Mrs Monique Limon has the floor.
ParlaMint-FR_2019-01-23-O1124.u13	Madam Minister for European Affairs, the Franco-German relationship is based on strong ties. Indeed, for more than fifty years, our two countries have been advancing their relations while playing a key role in European integration. Yesterday, Tuesday 22 January, France and Germany signed the Treaty of Aix-la-Chapelle, which complements the Treaty of Elysée by enabling our compatriots and German citizens to work better together and to intensify our cooperation. [[Mr. Jacques Cattin applauds]] A lot of false information is circulating about this treaty, relayed without complexity by some politicians. No, the cooperation treaty does not mention France's abandonment of its seat on the UN Security Council. No, France will not give up Alsace or Lorraine to Germany. No, German will not become the administrative language of the border area. No, the Government will not ratify in secret; The Government negotiates the treaties and the Parliament ratifies them. [[Mr. Jacques Cattin applauds]] Through this Treaty, the two countries recognise the essential role of local authorities and other local actors in strengthening the links between citizens and businesses on both sides of the border, in adapting the right more quickly and more easily to local situations and in facilitating the lives of citizens living near the German border. This is the essence of the efforts of the President of the Republic and the Government to provide more freedom and flexibility to local elected officials in the light of different territorial realities. The realities and complexities of each of our territories require us to accept models of differentiation to ensure the success of our public policies. [[Applause on several benches of the LaREM group and on a few benches of the MODEM group. – Mr. Jacques Cattin also applauds]] Madam Minister, on the day following the signing of this treaty, can you inform us about the future powers of local and regional authorities, particularly in cross-border territories?
ParlaMint-FR_2019-01-23-O1124.u14	The Minister for European Affairs has the floor.
ParlaMint-FR_2019-01-23-O1124.u15	Mrs Limon, thank you for giving me the opportunity to say what is really in the Treaty of Aix-la-Chapelle, beyond the elucubrations of a few, of which, in my opinion, there is much too much talk. [[Claims on several benches in the LR group]] As the Prime Minister said, this treaty complements the Elysée Treaty. It allows for substantial progress in our bilateral cooperation, at the service of European integration,...
ParlaMint-FR_2019-01-23-O1124.u16	Please, ladies and gentlemen, silence!
ParlaMint-FR_2019-01-23-O1124.u17	... whether it is defence, economics, audiovisual or exchanges between civil societies. But you are right: the most innovative aspect of this treaty is cross-border cooperation. The aim is to facilitate the lives of tens of thousands of cross-border travellers who travel, study, work or trade with the neighbouring country. In order to overcome the legal and administrative obstacles they face in their everyday lives, whether it is the creation of a Franco-German crèche, the organisation of school outings or sports matches, the choice is made to allow the local authorities to have the skills,...
ParlaMint-FR_2019-01-23-O1124.u18	All right! Do it! Give more skills to Alsace!
ParlaMint-FR_2019-01-23-O1124.u19	[[Mr. Jacques Cattin applauds]] [[Applause on several benches in the MODEM group]] [[Applause on the benches of the LaREM and MODEM groups as well as on several benches of the UDI-Agir group. – Mr. Jacques Cattin also applauds]] ... adequate resources and procedures to make cross-border projects possible. These developments will obviously take place within the constitutional framework existing in both countries and will fully respect each other's sovereignty. They are expected by the borderers, by Alsace and by the Moselle, they are largely inspired by the report of your colleague Sylvain Waserman and are criticized only by those who do not speak to the people but arrogate themselves the right to speak on his behalf and who, to exist, do not hesitate to lie to the people – it is the own demagogues.
ParlaMint-FR_2019-01-23-O1124.u20	Mr Aurélien Pradié has the floor.
ParlaMint-FR_2019-01-23-O1124.u21	Seven hundred and ten euros: this is the average level of agricultural pensions for 1.5 million women and men in our country. Seven hundred and ten euros a month! A misery below the poverty line!
ParlaMint-FR_2019-01-23-O1124.u22	Absolutely!
ParlaMint-FR_2019-01-23-O1124.u23	He's right!
ParlaMint-FR_2019-01-23-O1124.u24	Last Friday, Emmanuel Micron was in the Lot. The question of agricultural pensions was asked to him three times, precisely, concretely, and the answer of the President of the Republic was uplifting with the spirit of resignation and cynicism: "Let them go and ask for the minimum old age", he replied! "These people," as he called them,...
ParlaMint-FR_2019-01-23-O1124.u25	Yes!
ParlaMint-FR_2019-01-23-O1124.u26	[[Applause on the benches of the LR group as well as on several benches of the SOC, UDI-Agir and GDR groups]] ...do not ask for charity, not one of the social minima: they ask for the just recognition of a life of labor. When I heard that answer, I was ashamed that a great country like France was unable to give its agricultural pensioners the right result of their efforts. No, the minimum age is not the answer; They are often not eligible because the return to succession sacrifices them. [[Protests on the benches of the LaREM group]] [[Applause on the benches of the LR, SOC and GDR groups as well as on a few benches of the FI group and among non-attached Members]] All this, this real life, the President has kept from talking about it. For seven hours, obsessed with his own staging, he forgot the country's anger. And I want to say to the members of the majority who are blissful at Emmanuel Macron's performances: stay in ecstasy but expand your adulation! So be ecstatic in front of these farmers who work fifteen hours a day, be ecstatic in front of our nurses, in front of our workers in the three-eight, in front of our craftsmen, in front of our merchants, be ecstatic in front of those who truly deserve it! [[Exclaims on the banks of the LaREM Group]] [[Applause on the benches of the LR group. – Exclaims on many banks of the LaREM and MODEM groups]] [[Applause on the benches of the LR and SOC groups as well as among non-attached Members]] Do not play with great illusion, do not play with democracy, do not give in to the spectacle of emptiness. The French do not expect to be bluffed or distracted on television sets; They're waiting for action! In mythology, Narcissus died of having loved himself too much, too much looked at, too adulated; Narcissus perished from forgetting that around him a world existed. Do not reduce our democracy to the kingdom of Narcissus!
ParlaMint-FR_2019-01-23-O1124.u27	Who is Narcisse in this case?
ParlaMint-FR_2019-01-23-O1124.u28	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2019-01-23-O1124.u29	Mr Pradie, you are obviously right to point out the difficulties faced by farmers in our country.
ParlaMint-FR_2019-01-23-O1124.u30	Ah! You agree!
