ParlaMint-FR_2019-05-22-O1245.u1	The next item is the question to the Government.
ParlaMint-FR_2019-05-22-O1245.u2	Mrs Valérie Beauvais has the floor.
ParlaMint-FR_2019-05-22-O1245.u3	Prime Minister, yesterday, in an interview with the regional press, the President of the Republic carried out a particularly sceptical exercise of self-satisfaction, presenting himself as a true electoral campaign leader.
ParlaMint-FR_2019-05-22-O1245.u4	She's right!
ParlaMint-FR_2019-05-22-O1245.u5	Is that to say that Emmanuel Macron intends to apply the same policy at European level as that which he has been implementing for two years now in France? I recall that the President of the Republic and your Government have increased fuel taxes massively since 1 January 2018. You also increased the CSG of pensioners violently, and then decided – a first since 1945 – to deindex retirement pensions and family allowances to inflation! But the President of the Republic flatters himself with his record... After severely attacking the purchasing power of the French, you caused an unprecedented social crisis that you were unable to resolve. But the President always flatters himself with his record... [[Applause on the benches of the LR group]] France now has the worst deficit in the euro area and a debt close to 100% of GDP, because you have been unable to reduce public spending. But the President flatters himself with his record... France has become a European tax champion, but the President is still announcing additional taxes for companies. He is now a champion of Europe, but he bears the responsibility of having isolated France on the European stage as never before. President Macron says he wants to save Europe, but he teaches the whole of Europe and irritates all our partners. While Franco-German friendship is so crucial for both our countries, Chancellor Angela Merkel even feels compelled to criticize it publicly. Prime Minister, I know your difficult position. Will you encourage the Head of State to show humility at last? It is essential for you to regain the confidence of our European partners, while Europe is essential to protect us from the United States or China. [[Applause on the benches of the LR group]] Finally, when will you listen to the French to really lower taxes and public spending?
ParlaMint-FR_2019-05-22-O1245.u6	The Secretary of State to the Prime Minister, the spokesman for the Government, has the floor.
ParlaMint-FR_2019-05-22-O1245.u7	[[Exclaims on the benches of the LR group]] Madam President, I thank you very much for asking me this question, which will allow me to take stock of the first two years of the quinquennium, which we do not have to be ashamed of, as the President of the Republic has pointed out.
ParlaMint-FR_2019-05-22-O1245.u8	That's not the point!
ParlaMint-FR_2019-05-22-O1245.u9	[[Same movements]] This assessment is indeed very encouraging, given the campaign commitments of the President of the Republic, as well as the objectives we set ourselves at the beginning of the quinquennium. [[Continuous protest movement on the benches of the LR group]] The first of these objectives was to revive the economic engine of our country, which is well-frozen. We have taken measures, including fiscal measures, to encourage investment, simplify business life and fluidize the labour market.
ParlaMint-FR_2019-05-22-O1245.u10	She's reading us her file!
ParlaMint-FR_2019-05-22-O1245.u11	[[Long exclamations on the benches of the LR group]] Courageous steps, ambitious reforms, which you, the Member of Parliament, when you belonged to the previous majority, did not have the courage to carry out.
ParlaMint-FR_2019-05-22-O1245.u12	Mrs. Beauvais carries out her first term of office!
ParlaMint-FR_2019-05-22-O1245.u13	Today, the results are here. French growth surpassed German growth to reach 1.5% in 2018. We have created 500,000 jobs in the last two years and the unemployment rate is now at a historically low level, from 9.6% to 8.7%.
ParlaMint-FR_2019-05-22-O1245.u14	She's lying!
ParlaMint-FR_2019-05-22-O1245.u15	On the other hand, we managed to reduce the tax burden on the French,...
ParlaMint-FR_2019-05-22-O1245.u16	Liar!
ParlaMint-FR_2019-05-22-O1245.u17	[[Applause on the benches of the LaREM and MODEM groups]] ... be it individuals or businesses. The President of the Republic has thus announced that the income tax will be reduced by 5 billion from 1 January 2020, which will translate into an increase in purchasing power for the French.
ParlaMint-FR_2019-05-22-O1245.u18	Thank you yellow vests!
ParlaMint-FR_2019-05-22-O1245.u19	We have also hoped, since the beginning of the quinquennium, that the purchasing power of workers will increase.
ParlaMint-FR_2019-05-22-O1245.u20	Let's talk about it!
ParlaMint-FR_2019-05-22-O1245.u21	We have therefore reduced the wage contributions for unemployment and sickness. In addition, we have increased the activity premium for employees. [[Applause on the benches of the LaREM and MODEM groups. – Exclaims on the benches of the LR group]] I am proud of that, ma'am, and I will continue to defend it day after day.
ParlaMint-FR_2019-05-22-O1245.u22	Mr Boris Vallaud has the floor.
ParlaMint-FR_2019-05-22-O1245.u23	[[Applause on several benches of the SOC, LR and GDR groups]] Prime Minister, on 10 April, 248 parliamentarians tabled a bill to refer the privatisation of Paris airports to a referendum. You have spared no effort to vilipify this parliamentary initiative by accusing it of making the bed of populism or of weakening representative democracy, where you might have wondered what sense should be given to this unprecedented and, no doubt, singular republican arc, in the first sense of the word.
ParlaMint-FR_2019-05-22-O1245.u24	Take the opportunity of the referendum!
ParlaMint-FR_2019-05-22-O1245.u25	We could have done it for the big regions too!
