ParlaMint-FR_2019-03-12-O1173.u1	The next item is the question to the Government.
ParlaMint-FR_2019-03-12-O1173.u2	Mr Paul Molac has the floor.
ParlaMint-FR_2019-03-12-O1173.u3	Prime Minister, on January 7, in the midst of the mobilization of yellow vests, you announced a new law to, I quote, "harden sanctions against breakers". Since then, the Libertés et territoires group, notably through the voice of Charles de Courson, but also all those who defend the pillars of the rule of law have constantly alerted you to this ineffective text against the breakers but fearsome for fundamental freedoms, including that of protesting. [[Applause on several benches of the SOC, FI and GDR groups]] Subsequently, we also asked you about the fact that you did not refer the entire text to the Council of State, even though it was largely rewritten by the Government. Faced with the risk of some of its provisions, in particular the article on the individual ban on demonstrations, our group took the initiative of filing an appeal before the Constitutional Council with the Socialist and related groups, France insoumis and the Democratic and Republican Left, and with all those who place fundamental freedoms above partisan considerations. [[Mrs. Valérie Rabault applauds]] Yesterday, this initiative received strong support in the person of the President of the Republic, since he announced that he would refer this text to the Constitutional Council, on the same articles, exactly, as those targeted by our appeal: articles relating to searches prior to demonstrations, individual bans on demonstrations and cover-up of the face. This initiative of the President of the Republic, the guardian of respect for constitutional rights and freedoms, puts your majority, who had to defend this text against and against everything. [[Applause on the benches of the LT group and on several benches of the SOC, FI and GDR groups]] So, Prime Minister, my question will be simple: will you and your majority now support the President of the Republic's referral to the Constitutional Council on the proposed anti-cassage law and, therefore, the appeal that the Liberties and Territories Group will bring in the next few hours with the other three parliamentary groups that I have appointed?
ParlaMint-FR_2019-03-12-O1173.u4	The Secretary of State to the Minister of the Interior has the floor.
ParlaMint-FR_2019-03-12-O1173.u5	A bill is indeed under discussion in the Senate as we speak, Mr.Member; It aims to strengthen and ensure the maintenance of public order during demonstrations. You have mentioned some of the provisions of this text, which, far from being liberticides, are aimed at guaranteeing the right to demonstrate while protecting our public freedoms.
ParlaMint-FR_2019-03-12-O1173.u6	Of course!
ParlaMint-FR_2019-03-12-O1173.u7	One of these provisions relates, in fact, to the organization of searches in or near demonstrations under the authority of the public prosecutor. It will also be possible, as you have pointed out, to impose individual prohibitions on demonstrations, in a supervised manner and under the supervision of the administrative judge, in order to prevent individuals who commit violence from disrupting the proper conduct of legitimate demonstrations, which this measure is therefore intended to protect. A third important provision tends to render delictual the occurrence in a manifestation of a disguised face without any legitimate motive. This act, which is now considered an offence, will expose the persons concerned to detention, thus subjecting them to arrest and, if necessary, to immediate appearance. These important measures, decided on because of the level of violence observed during recent demonstrations, meet the legitimate expectations of the police and gendarmes. Yes, they raised a number of equally legitimate questions during in-depth debates, first in the Senate, then in the Assembly, before returning to the Senate at second reading. [[Applause on several benches of the LaREM and MODEM groups]] It is in this context that the President of the Republic has announced that he will refer the matter to the Constitutional Council, in order to ensure that the three measures I have recalled are unattackable and in conformity with the Constitution. The President of the Republic, the guarantor of public freedoms, is therefore here in his role.
ParlaMint-FR_2019-03-12-O1173.u8	Mr. Francis Vercamer has the floor.
ParlaMint-FR_2019-03-12-O1173.u9	Minister, our country has 2,648,200 long-term unemployed people, an increase of 5% in one year. Of these, 1180500 people have been unemployed for more than a year, an increase of 4.3% in 2018; 568400 have been unemployed for more than two years, an increase of 9.9%; and 899,300 people have been in the country for more than three years, an increase of 3%. These figures remind us that the unemployed who have been registered at Pôle Emploi for more than a year account for almost half of all jobseekers at the end of 2018. While the number of jobseekers has declined by 1.5% over a year, long-term structural unemployment continues to rise year after year. It is concentrated in the suburbs, the priority areas of city policy and in rural areas. Minister, this situation is serious, too serious and too complex to make it a subject of controversy. Long-term unemployment is unemployment that destroys hope, whether young or old. He is the one who undermines the person who suffers him as he undermines the social cohesion of our country. Perhaps the regional skill investment pacts are in the right direction. But these are long-term answers. However, we cannot refer to the long term those who have been without a short-term solution for too long. However, innovative initiatives exist, such as experimenting with long-term zero-unemployed territories. [[Applause on the benches of the UDI-Agir group and on several benches of the MODEM group]] My questions are therefore simple: when does the Government intend to extend this experiment? More broadly, what measure will it take to stem the scourge of long-term unemployment?
ParlaMint-FR_2019-03-12-O1173.u10	The Secretary of State to the Prime Minister, spokesman for the Government, has the floor.
ParlaMint-FR_2019-03-12-O1173.u11	Thank you for your words, Congressman. I agree with them: on the benches of this House, we are all fighting long - term unemployment, beyond our various sensitivities. The figures from the International Labour Office – which you have recalled – show that in France, almost 45% of the unemployed have been unemployed for more than a year. As you have said, we must break a vicious circle: discouragement, when periods of unemployment succeed, sometimes gains ground; However, when it prevails, skills decline and it becomes increasingly difficult to find a job. To this structural problem, we have decided to provide a structural response: the plan for investment in skills, which will enable more than one million unemployed people to be trained in the five-year period which is long-term away from employment. You were also present, Mr President, in Euratechnologies, in Lille on 8 February, for the signing of the regional pact on investment in skills, which concerns more than 320,000 young people or job seekers whose level of qualification is lower than the baccalaureate. Within this framework, the State will mobilise more than 800 million euros in five years, doubling the investment made by the regional community. This massive investment aims both to ensure that fragile audiences have access to certification pathways and to respond more agilely to the skills needs, which diverge according to the territories. [[Applause on the benches of the UDI-Agir group and on several benches of the MODEM group]] Combating long-term unemployment is also a response to social innovation. You mentioned in this respect the experiment of the territories zero long-term unemployed, defended by Laurent Grandguillaume, who sat on these benches; It gives interesting results that the state services, as you know, look carefully. Experimentation still needs to continue so that we can look at it in a truly precise and objective way. But we are open to it, for a simple reason: I repeat, we have in common the fight against long-term unemployment.
