ParlaMint-FR_2019-10-22-O1035.u1	The next item is the question to the Government.
ParlaMint-FR_2019-10-22-O1035.u2	Mr Julien Dive has the floor.
ParlaMint-FR_2019-10-22-O1035.u3	[[Applause on the benches of the LR group]] For years our farmers have been plunged into a crisis that does not end. At the dawn of 2020, as our farmers left the fields to go to the streets to show their distress, can you, Minister of Agriculture, present us your vision of the French agriculture of tomorrow?
ParlaMint-FR_2019-10-22-O1035.u4	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2019-10-22-O1035.u5	I will answer you very precisely, Mr Dive, because it is important today that farmers are on the street. The Government has two objectives: to increase farmers' income and to ensure that the agro-ecological transition is at the heart of agricultural policy.
ParlaMint-FR_2019-10-22-O1035.u6	Mr Julien Dive has the floor.
ParlaMint-FR_2019-10-22-O1035.u7	Thank you, minister, but let's go to the end because I'm afraid you haven't grasped all the issues at stake in French agriculture. Take the example of the territories and the "sewn-hand" accompaniment of our operators. Yesterday you were ready to reduce the budget of the chambers of agriculture by 45 million euros...
ParlaMint-FR_2019-10-22-O1035.u8	Yes!
ParlaMint-FR_2019-10-22-O1035.u9	[[Applause on the benches of the LR group]] ... before the amendment The Republicans of Fabrice Brun, supported by the opposition and part of the majority, pushes you back. So what's your accounting logic? For plant protection products, you define trajectories, you announce the end of glyphosate by 2021. The pressure on farmers is maximum, but your budget does not provide for a euro for the release of glyphosate, the support of the search for alternatives or investment in mechanical solutions. I ask you to put on the table a budget dedicated to crops in a situation of stalemate. In the next five years, 160,000 farmers will retire and receive an average pension of 800 euros per month. We need to set up a medium-term strategy to help them pass on their farm because I prefer our family farm model to that of American-style demise farms. Finally, we were promised the end of the accounts. We were going to see what we were going to see: we were going to step up the big distribution and give back wages to the producer but the EGALIM law misses its target, the threshold of resale at loss is inefficient. In fact, minister, you never believed in it: you had shown skepticism when you were a senator. I therefore take your word for it and ask you what you intend to strengthen in the rules of the trade negotiations.
ParlaMint-FR_2019-10-22-O1035.u10	The Minister has the floor.
ParlaMint-FR_2019-10-22-O1035.u11	Thank you for your second set of questions which I will answer very precisely, with the utmost tranquility. [[Applause on the benches of the LaREM group]] As part of the fiscal trajectory, the Government had wished to reduce the number of taxes affected. This was the subject of a long debate last night in the Chamber – I was there. It was in this context that we proposed to reduce by 45 million the revenue from the tax allocated to the chambers of agriculture, which represented 6 % of their overall budget. But the Prime Minister heard the vote of the Finance Committee last week; the Prime Minister has heard the requests of the Permanent Assembly of Chambers of Agriculture; the Prime Minister listened to the parliamentary majority and the Prime Minister arbitrated in the sense you just recalled. The Government is listening and the Prime Minister is arbiter in the interest of Parliament. With regard to the exit of plant protection products, this draft budget provides for 78 million to accompany and not zero, as you say. In this draft budget, for the agro-ecological transition, we are launching a plan for the renovation of sprayers so that sprays can be made as close as possible to the homes. [[Applause on several benches of the LaREM group]] Dear Julien Dive, you know agriculture well and you talk about it very well. We know her a little and we do a lot!
ParlaMint-FR_2019-10-22-O1035.u12	Mr Fabien Roussel has the floor.
ParlaMint-FR_2019-10-22-O1035.u13	[["Oh! »on the banks of the MODEM group]] Prime Minister, social movements are multiplying like so many cries of suffering. They are teachers, railwaymen, workers, firefighters, EDF agents, public finances, nurses, farmers, police. The number of suicides is increasing. Blood is flowing, in our fields, in our factories, in our utilities. These men and women refuse the closure of their factory, the difficult endings of months, the cult of performance and unworthy working conditions, in the indifference of your government. Because you insist on giving gifts to the richest, on giving priority to capital instead of supporting work, a majority of our fellow citizens suffer and feel abandoned. To finance these gifts to the richest, to finance the end of the housing tax or the tax cuts on income, to finance all this, the French must pay, pay constantly: increase in electricity bills, the price of mutuals, rents, petrol. They also suffer because you break our public services with these unmanned trains, these unbanked villages, these cities without hospitals and, soon, those countryside without farmers. Where is the human in all this? Where is respect for human dignity? France is dehumanizing and it is breaking its record: poverty, rising by almost 6% in 2018 and now affecting more than nine million of our citizens, including a majority of workers, students and pensioners! But it also beats the wealth record, with 170 billion more in two years for France's 500 largest fortunes! That's 22% more for them and between 1% and 2% for us! That's not acceptable! Prime Minister, if your policy is as good as you say, why does France express so much suffering?
ParlaMint-FR_2019-10-22-O1035.u14	[[Exclaims on the banks of the GDR Group]] The Minister for the Ecological and Solidarity Transition has the floor.
ParlaMint-FR_2019-10-22-O1035.u15	Off the subject!
ParlaMint-FR_2019-10-22-O1035.u16	[[Long protests on the benches of the GDR and FI groups]] Among the many topics that you have mentioned is that of the driving of trains by a single agent on board, at the origin of a surprise strike...
ParlaMint-FR_2019-10-22-O1035.u17	Exercise of the right of withdrawal!
