ParlaMint-FR_2019-12-17-O1107.u1	The next item is the question to the Government.
ParlaMint-FR_2019-12-17-O1107.u2	Mr Damien Abad has the floor.
ParlaMint-FR_2019-12-17-O1107.u3	[[Applause on the benches of the LR group]] The right to strike yes, the right to block the French no! Prime Minister, in the face of the current social crisis, the French are full of it! Don't let it go all the time in order to be able to go to their work freely; so that every day our nation is torn apart a little bit more; to find that the minimum service in transport is a reality everywhere in Europe, except in France. [[Mr. Philippe Vigier applauds]] Even though some trade unions have a share of responsibility in this social crisis, you cannot, as head of government, run away from yours. Your responsibility lies first of all in your own attitude, which was to maintain blur and confusion by blurring the tracks. It is the failure of your method, which prefers postures to the requirement of clarity, false-likes to the duty of truth, and which has crystallized anxiety for months. This is the failure of a High Commissioner who is supposed to embody the reform and finally forced to resign. It is the failure of your dual language, which will condemn the French to the double penalty: they will not have immediate social peace, nor the rescue of long-term pensions. [[Applause on the benches of the LR group]] Your second responsibility is the timetable for reform. 1993, 2003, 2010: None of your predecessors had announced a ten-day pension reform for Christmas holidays. This is a particularly cynical choice and intended to win the battle of opinion at any price, even if it sacrifice the turnover of traders and the Christmas of the French.
ParlaMint-FR_2019-12-17-O1107.u4	What a cynicism!
ParlaMint-FR_2019-12-17-O1107.u5	Finally, your main responsibility is to prepare for an unjust and unfunded reform, which will lead to a general decline in retirement pensions. [[Applause on the benches of the LR group]] According to your ministers, who succeed each other in the media gallery, and your deputies, who meet in catimi the leader of the CFDT, the retreat is not far away. So are you going to step back and lose your face by giving up a little more on the financial balance of the pension system?
ParlaMint-FR_2019-12-17-O1107.u6	[[Vif Applause on the benches of the LaREM, MODEM and on several benches of the UDI-Agir group – Exclaims on the benches of the LR group]] The Prime Minister has the floor.
ParlaMint-FR_2019-12-17-O1107.u7	We ask for a clear answer: yes or no?
ParlaMint-FR_2019-12-17-O1107.u8	The least we can do is let the Prime Minister answer your group president!
ParlaMint-FR_2019-12-17-O1107.u9	Like you, President Abad, I know the painful consequences that the strike that has taken place and that the demonstrations that are taking place today can have on our compatriots.
ParlaMint-FR_2019-12-17-O1107.u10	The calendar, you chose it!
ParlaMint-FR_2019-12-17-O1107.u11	I see perfectly the difficulties experienced by those of our fellow citizens who, in order to go to work, rise much earlier; must face considerable caps in Île-de-France;...
ParlaMint-FR_2019-12-17-O1107.u12	Not just in Île-de-France!
ParlaMint-FR_2019-12-17-O1107.u13	Get out of Paris!
ParlaMint-FR_2019-12-17-O1107.u14	Answer the question!
ParlaMint-FR_2019-12-17-O1107.u15	...must walk; must make additional efforts to those they provide in their work. I wish to pay tribute to them, Mr Abad.
ParlaMint-FR_2019-12-17-O1107.u16	No tribute, unblocking!
