ParlaMint-FR_2019-06-18-O1279.u1	The next item is the question to the Government.
ParlaMint-FR_2019-06-18-O1279.u2	Mr Alexis Corbière has the floor.
ParlaMint-FR_2019-06-18-O1279.u3	Mr Minister of the Interior, I would like to ask you about the constitutional procedure which will last nine months and allow the organisation of a referendum on the sale of Paris airports. The democratic bar is high: 4.7 million signatures must be collected. To collect them, your services have had ample time to put online a simple tool of use. However, since the launch of the online platform last Wednesday, the bugs have been innumerable. And it took several days for you to promise to improve things.
ParlaMint-FR_2019-06-18-O1279.u4	He's right!
ParlaMint-FR_2019-06-18-O1279.u5	[[Applause on the benches of the FI and GDR groups as well as on several benches of the LR and SOC groups]] In spite of this, since the first day, 126157 citizens have registered, proof of a real popular interest. It is now the duty of the Government to allow the transition from a formal right to a real right. Every citizen must make his or her decision in conscience, that is, with full knowledge of the procedure. Also, those who do not have access to the Internet must be able to go to their town hall to sign the petition. An information campaign must be deployed. You have been able to do so during the big debate, which is worth EUR 12 million. "It's the cost of democracy! Minister Lecornu said. What will happen this time? For the great national debate, the President of the Republic had sent a letter to all the French, broadcast in the print press and on social networks. He spent hours live on news channels on a continuous basis, and went to the four corners of France. This time, what are you going to ask all the media, starting with the public information service? Are you going to spark television debates across the country? It is not only for opposition activists to make democracy live, even if they do. [[Applause on the benches of groups FI, GDR and SOC. – Mr. Thibault Bazin applauds]] Already, many citizen initiatives are flourishing, and I thank the initiators of the site signons.fr that lists them. Meetings are planned, especially in Seine-Saint-Denis. Minister, I am not asking for any favours, but I hope that this new right is well known to all. For now, the account is not there. What are you going to do?
ParlaMint-FR_2019-06-18-O1279.u6	The next speaker is the Minister for the Interior.
ParlaMint-FR_2019-06-18-O1279.u7	It is essential that every person wishing to support this bill, which has brought together different groups, can do so under the best conditions, in accordance with the Organic Act of 6 December 2013. Your question allows me to correct a number of counter-truths.
ParlaMint-FR_2019-06-18-O1279.u8	You're the one who's telling the truth!
ParlaMint-FR_2019-06-18-O1279.u9	Thus, the publication of the signatory's name within five days of the Constitutional Council's validation of support was called into question. However, it is a mandatory provision: the Ministry of the Interior is simply applying the law. However, we have ensured that each page is protected by a secure system to prevent drift. We have thus ensured that the figures published this morning cannot lead to the denunciation of any signatory by means of calculations made by robots. Then the participation must be wide, as you wish. It is up to everyone to decide. We ensured that the site was operational as early as Thursday morning, starting at midnight. In fact, it works pretty well.
ParlaMint-FR_2019-06-18-O1279.u10	It's not operational at all!
ParlaMint-FR_2019-06-18-O1279.u11	Contrary to what you say, it did not take several days for all the difficulties to be resolved: they were resolved during the day, and they will continue to be resolved over the course of the day. Mr President, you are asking me about the dissemination of information: we wish it as wide and as free as possible. Of course, we will apply what the law has envisaged.
ParlaMint-FR_2019-06-18-O1279.u12	The law does not envisage, it imposes!
ParlaMint-FR_2019-06-18-O1279.u13	In each town hall of the canton chief town, the most populated municipality, a computer will be made available, but also sheets allowing to sign directly.
ParlaMint-FR_2019-06-18-O1279.u14	Stop! That's bullshit!
ParlaMint-FR_2019-06-18-O1279.u15	However, there is nothing to prevent the other town halls in France from giving citizens the opportunity to visit the site and support their shops. That is the meaning of the circular that we sent. [[Applause on the benches of the LaREM group. – Bruno Fuchs also applauds]] Finally, for those who do not have access to digital technology, we will have provided, by circular, a registration form that will allow everyone, if they wish, to register, and the town halls to transcribe the votes on the Internet.
ParlaMint-FR_2019-06-18-O1279.u16	Mrs Emmanuelle Anthoine has the floor.
ParlaMint-FR_2019-06-18-O1279.u17	My question is to the Minister for Agriculture and Food. I associate my colleagues Fabrice Brun, Dino Cinieri and Michèle Victory. Last Saturday, the eastern centre of France was hit by violent and devastating thunderstorms of hail, rain and wind. The Minister for Agriculture and Food has come to see the damage, and I thank him for that.
ParlaMint-FR_2019-06-18-O1279.u18	Where is he today?
ParlaMint-FR_2019-06-18-O1279.u19	The Drômois were heavily affected by this weather. We deplore some wounded, fortunately light, damaged homes, cabossed cars, affected businesses and businesses. Our fellow citizens are devastated, but they remain worthy. Dignies and solidarity. [[Applause on all benches]] I would like to salute before you the remarkable work of our firefighters. The record of the disaster is dramatic. Many buildings have suffered significant damage – public and communal buildings, including schools, which will not be able to reopen immediately, but also agricultural buildings and many greenhouses. Farmers have suffered particularly from this storm. Most of them are not insured because they have not been able to pay insurance premiums, the rates of which continue to rise. They lost their crops. Many fruit trees have been damaged, which will have serious consequences for the sustainability of their activity. Our farmers are the lungs of our territories, but they choke. So they need us to help them. Mr. Minister for Agriculture and Food stated that no farmer would put the key under the door and that this exceptional phenomenon must correspond to exceptional state measures.
ParlaMint-FR_2019-06-18-O1279.u20	Yes!
ParlaMint-FR_2019-06-18-O1279.u21	However, in order for this promise to be sustainable, the State must devote resources to it. The Drôme department and the Auvergne-Rhône-Alpes region will support farmers.
ParlaMint-FR_2019-06-18-O1279.u22	All right!
ParlaMint-FR_2019-06-18-O1279.u23	The State must also show solidarity. [[Applause on the benches of the LR group]] Beyond the recognition of the state of natural disaster, can the Government commit itself to the national representation to create a fund that will fully compensate the losses suffered, both by individuals and by our helpless farmers?
ParlaMint-FR_2019-06-18-O1279.u24	The next speaker is the Minister for the Interior.
ParlaMint-FR_2019-06-18-O1279.u25	You recalled, last weekend, exceptional weather struck not only the Drôme, but also a large number of departments in the Auvergne-Rhône-Alpes region. Like you, I would like to thank those who immediately mobilized, our internal security forces, our civil security forces and our firefighters, who immediately provided assistance and support wherever necessary. Several thousand exits were recorded. Four mechanisms have already been put in place to support the victims of the various claims that you have mentioned. Violent winds first caused very heavy damage to crops. I want to remind you that this damage falls under the regime of agricultural disasters. The Minister for Agriculture and Food, who visited the country, recalled that the state of agricultural calamity would obviously be declared.
ParlaMint-FR_2019-06-18-O1279.u26	What about hail?
ParlaMint-FR_2019-06-18-O1279.u27	But this state does not cover everything. Indeed, it does not touch the damage caused by hail – let me finish, Mr Cinieri, I will come to it.
ParlaMint-FR_2019-06-18-O1279.u28	Oh, it's okay!
