ParlaMint-FR_2019-11-12-O1064.u1	The next item is the question to the Government.
ParlaMint-FR_2019-11-12-O1064.u2	[[Applause on all benches]] Before giving the floor to Mr Damien Abad to put the first question, I would like to congratulate him on his election to the presidency of the Republican Group. We extend our best wishes to him for the performance of his mission. You have the floor, Congressman.
ParlaMint-FR_2019-11-12-O1064.u3	Thank you, Mr. President. Prime Minister, where has the promise of the President of the Republic to reconcile the French passed? The Republic has never been so fractured within its territories, the unity of society has never been so attacked, attacked by a rise of communalism and radical Islamism, as was unfortunately still the case this Sunday, with this demonstration that came to challenge the Republic in an intolerable way. [[Applause on the benches of the LR group]] In the face of such threats, you can no longer procrastinate, you can no longer hesitate, you can no longer retreat. You and the Government have become prisoners of your own trademark, this policy of "at the same time" which makes indecision your principle of action and inaction your only horizon. You give up reforming our country and you plunge us into paralysis. You say you want a great reform of pensions but, "at the same time", you postpone its application to the Greek calends. You say you want to lower taxes but, "at the same time", you increase the deficit and the debt, so the taxes of tomorrow. You say that immigration is a problem, but "at the same time" you reduce the budget for the fight against irregular immigration and increase the number of regularisations.
ParlaMint-FR_2019-11-12-O1064.u4	He's right.
ParlaMint-FR_2019-11-12-O1064.u5	However, it is on the issue of secularism that your obsession with "at the same time" paralyses you the most. The fight against religious fundamentalism and political Islam leaves no room for "at the same time", and we expect clear actions and concrete answers from you. [[Applause on the benches of the LR group, as well as on some benches of the UDI-Agir group. – Mrs Agnes Thill also applauds]] Prime Minister, tell us whether or not you are going to restore secularism throughout the territory of the Republic. Tell us whether or not you are prepared to ban communalist lists as soon as the next municipal elections take place. When will you give up your guilty silence and permanent ambiguities?
ParlaMint-FR_2019-11-12-O1064.u6	The Prime Minister has the floor.
ParlaMint-FR_2019-11-12-O1064.u7	President Abad, before I answer your many questions, allow me to congratulate you, in my turn, on your election to head the Republicans of the National Assembly. I am also sending a message to all those who have stood there, as well as to Mr Christian Jacob, who preceded you in your duties. I hope that we will have the opportunity to work together, beyond our differences, in the context of both direct and respectful exchanges, as we have been accustomed to doing. At the turn of one of your many questions – I don't want to play with words – you asked me if we wanted to restore – I don't remember the precise word you used – secularism throughout the territory. Well, I do not procrastinate on the question of secularism, I do not step back: I explain French law and our conception of secularism, which is a principle of freedom and neutrality, which requires that, without any naivety, we make no reference to the confession of any individual citizen, but that we address ourselves to the national community as a whole. [[Exclaims on the benches of the LR group]] [[Exclaims on FI banks]] I would also like to point out, even though I know that this aspect of the question cannot escape a Member sitting on your benches, that the 1905 law does not apply to the entire national territory, since the two Alsatian departments and the Moselle are not subject to it. I don't know, by the way, that you wanted to go back to that state of affairs. Or, say it, that would be interesting. We are not going back and do not want to go back on secularism. We understand this clearly: the principle of freedom for citizens, the principle of neutrality for public officials.
ParlaMint-FR_2019-11-12-O1064.u8	The French are waiting for decisions, Prime Minister, not explanations!
ParlaMint-FR_2019-11-12-O1064.u9	We are not yielding anything on the subject. When the French Parliament passed the text resulting from Senator Françoise Gatel's bill to strengthen control over the creation of out-of-contract schools and to avoid radicalization within the school or next to the school, we approved this text: today we are implementing it. When I say that I want to fight even more effectively against de-schooling, which often involves schooling at home, by checking that educational obligations are well respected not only by physical checks on the spot but also by collective control of knowledge, I am very much in the fight you are talking about, that of the unity of the national community and respect for the law. This is one of the indispensable conditions for the existence of our national community. [[Applause on the benches of the LaREM and MODEM groups]] I repeat, secularism does not come in addition, is not a soul supplement: it is the condition that allows us to live together. While we are not identical and we do not believe in the same thing, we respect the law. The state and local authorities do not mingle with religion or confessions. The whole law and nothing but the law: this will always be our position, President Abad.
ParlaMint-FR_2019-11-12-O1064.u10	Mr Christophe Blanchet has the floor.
ParlaMint-FR_2019-11-12-O1064.u11	Mr Secretary of State to the Minister of National Education and Youth, the universal national service, for which you are responsible, is an indispensable project of society for a united France. This commitment of the President of the Republic is an ambitious project, with a short- and medium-term impact, based, with our young people and for our young people, on a pact of mutual trust. It is a necessary and useful project to move from the adolescent world to the adult world and to give the keys to success. It is a vision of the future for a society that is more united and fraternal, committed to respecting and defending the values of the Republic. [[Exclaims on a few benches in the LR group]] This innovative national ambition has been criticized since last June's first call, on the pretext that the service involved only 2000 volunteers and that its cost was significant. It is precisely 2000 young people who have joined us and who trust us. Yes, our youth has a cost, but it has no price. Today, skeptics still speculate on the future of our ambition, raising the question of the sanction that must be considered for those who refuse to serve: it is that they do not understand the essentials. The essential thing is that we are in the process of building this project, a construction which is born of a blank page and which, rising in power on the basis of the feedback from the pilot phases, is intended to make the SNU so valuable, so attractive, so relevant and so useful to the young people that none of them can imagine for a single moment not to do so. These pilot phases are not experiments, as we cannot consider going back. We're on the move, forward! [[Applause on the benches of the LaREM and MODEM groups]] Mr Secretary of State, in order to continue to build, with our young people and for our young people, our common future, the future of the nation, how do you intend to improve this project, which must be an ardent daily obligation for all of us?
