ParlaMint-FR_2019-04-09-O1210.u1	The next item is the question to the Government.
ParlaMint-FR_2019-04-09-O1210.u2	Mr Dominique Potier has the floor.
ParlaMint-FR_2019-04-09-O1210.u3	Today, the Minister of Economy and Finance in Foug, Toul, Blénod, Pont-à-Mousson, 2000 men and women are concerned about reports of a possible transfer by Saint-Gobain of control of the Pont-à-Mousson pipeline unit to a foreign investor. The emotion aroused is at the height of the pride of the Lorrains in this industry, which was a national and international pioneer and which is now part of our heritage and, we are convinced, of our future. It is on behalf of those 2,000 men and women that I would like to question you. Minister, what is the model that must dominate today: shareholder supremacy and the short term, or a long-term vision? During the discussion of the PACTE bill, we defended codetermination, a very strong idea of Jean-Louis Beffa, former leader of Saint-Gobain, which should allow us to better go through the trials and changes of our globalized economy. But time is not controversies: time is united. I want to inform you here, Minister, of the determination of all the Lorrain elected. All the parliamentarians of Meurthe-et-Moselle are at the side of the presidents of the region, the department and the metropolis, with the communes and the intercommunalities – and I do not forget the Haute-Marne, where the Bayard site is located – to look with you for solutions for the future. We want a dialogue of truth with Saint-Gobain, we want to know the real state of the "line" activity and its place within the Saint-Gobain group, we want to imagine the industrial investment that will allow to give a future to this unit of production in the competitive universe in which these companies evolve. Finally, we invite you to reflect on the possible contours of European sovereignty in the strategic area of pipeline and drinking water, which is so important for public health and the environment. [[Applause on the SOC benches]] Minister, we need your combativeness; We must work together to give a future to this territory and to the French industry.
ParlaMint-FR_2019-04-09-O1210.u4	The next speaker is the Minister for Economic Affairs and Finance.
ParlaMint-FR_2019-04-09-O1210.u5	I should like to begin by congratulating you, Mr. Member, on your commitment to Pont-à-Mousson, an important subsidiary of Saint-Gobain. You know the situation better than anyone: since the 2008 crisis, the pipeline orders at Pont-à-Mousson have collapsed – divided by two. Chinese and Indian competitors emerged, causing Pont-à-Mousson to lose many market shares, particularly in the Gulf. But Pont-à-Mousson, it is also a company and employees who possess exceptional know-how in the areas of pipelines, seals, internal sealing... Their technologies are outstanding, and probably among the best in the world. This justifies the mobilization of all of us to ensure the sustainability of the Pont-à-Mousson industrial site. That's my top priority. Saint-Gobain cannot do it alone: he needs partners, and we will explore all possible options. A proposal for a partnership with a Chinese industrialist needs to be considered, as well as the possible investment of an American fund, and there may still be other possibilities. I therefore propose that you come to discuss this with all the elected representatives concerned at the Ministry of Economy and Finance. I will see the President of Saint-Gobain next week to take stock with him of the situation of the group in general and of Pont-à-Mousson in particular. [[Applause on many benches of the LaREM and MODEM groups]] You know my philosophy when industrial sites are threatened: fight, fight constantly, fight to the end, guarantee the sustainability of the site and support employees.
ParlaMint-FR_2019-04-09-O1210.u6	What about security, Minister?
ParlaMint-FR_2019-04-09-O1210.u7	It lacks economic patriotism!
ParlaMint-FR_2019-04-09-O1210.u8	[[Mrs. and Mr. Members of the LaREM and MODEM groups stand up and applaud]] Mrs Elise Fajgeles has the floor.
ParlaMint-FR_2019-04-09-O1210.u9	[[Applause on the benches of the LaREM and MODEM groups]] As I am about to leave this House, I wanted to greet all my colleagues on these benches, those of the majority and the opposition. I wanted to mention in particular those whose life history bears witness to the progress of our Republic, a republic which, under the guise of universalism, brings together the citizens, wherever they come from. [[Applause on a few benches of the LaREM and MODEM groups]] In this assembly there are more and more women; a person who has known child welfare; children, grandchildren of immigrants, refugees, deportees; children of rich people and children of poor people. And all this gives us hope for the strength of our Republic. [[Same movements]] But there are also reasons to doubt: when these same deputies are the subject of hate messages because they are black, because they are women, because they are Jews or, quite simply, because they embody democracy. When we see a young trans woman, Julia, being raped at the exit of the République metro station, in the heart of my constituency. [["By whom? » among non-attached MPs]] When anti-Semitism increases by 74% in 2018, when social networks are full of violence, when Roma are lynched after being victims of abject rumours.
ParlaMint-FR_2019-04-09-O1210.u10	The fault of your laxity!
ParlaMint-FR_2019-04-09-O1210.u11	[[Applause on many benches of the LaREM and MODEM groups as well as on some benches of the LR and SOC groups]] On the day after International Roma Day, I want to send them a message of solidarity. We are between two waters, between two worlds, between darkness and light. How can you assure us, Prime Minister, to take the country to the bright side? On the issue of emancipation, integration, education? I am convinced of the correctness of our action to liberate and protect, but let us not forget the stakes of fraternity. We also need to unite. For, what is the purpose of politics, except, as the song says, "to be useful in living and dreaming"?
ParlaMint-FR_2019-04-09-O1210.u12	What's the question?
ParlaMint-FR_2019-04-09-O1210.u13	[[Mrs. and Mr. Members of the LaREM and MODEM groups stand up and applaud – Applause on several benches of the SOC, GDR and LT groups]] Mr Prime Minister, ladies and gentlemen, I, for my part, will try, wherever I may be, to be useful in living and dreaming.
ParlaMint-FR_2019-04-09-O1210.u14	The Secretary of State for Equality between Women and Men and the Fight against Discrimination has the floor.
ParlaMint-FR_2019-04-09-O1210.u15	On behalf of the Government, I would like to warmly welcome your commitment as a parliamentarian, as the law rapporteur for controlled immigration, effective asylum and successful integration, and, more broadly, your intense work against all forms of discrimination and hatred. You have contributed greatly to the definition of verbalization of street harassment, through the creation of the offence of gender-based contempt. You have carried high the fight against anti-Semitism and the retreat on yourself, this withdrawal which leads to the hatred of the Other and, too often, to the hatred of what is feminine or considered to be such. In order to disseminate the values of the Republic, the Government is committed to protecting all citizens and ensuring their access to the common law by combating all discrimination. This is for example the case in higher education and research, where the minister asks that trans people be called by their usual first name, or in police stations, where the minister of the interior has deployed a network of LGBT referents, who are mobilized. Other anti-discrimination initiatives will be taken in the coming weeks, in connection with Julien Denormandie. In order to combat the inequalities of destiny, each and every person must be able to enjoy his or her full citizenship, regardless of his or her gender, colour or origin, in all places of the French Republic. All your actions as a Member of Parliament have always converged in this direction. I know that it is and will be the same of all your actions as a citizen, in the past, the present and, I am sure, the future. [[Applause on the benches of the LaREM and MODEM groups]] We share this republican commitment. Madam Member, count on us to free, protect and unite, as I know we have always been able and will always be able to count on you.
ParlaMint-FR_2019-04-09-O1210.u16	Mr Pierre Cordier has the floor.
ParlaMint-FR_2019-04-09-O1210.u17	Prime Minister, after two years in Matignon, you seem to discover the tax exasperation of our fellow citizens. Every week, however, we denounce in this Chamber the tax machining that you make our compatriots suffer:...
ParlaMint-FR_2019-04-09-O1210.u18	Yeah, we said it!
ParlaMint-FR_2019-04-09-O1210.u19	... increase in the CSG, increase in fuel taxes, disindexation of pensions and family allowances, increase in electricity prices. So yes, you want to remove the housing tax, but at the end of the day, the taxpayer will have to pay, in one way or another.
ParlaMint-FR_2019-04-09-O1210.u20	That's right!
ParlaMint-FR_2019-04-09-O1210.u21	[[Applause on the benches of the LR group]] It is absolutely amazing to hear you regret that there are too many taxes as you increased them by some 4.5 billion euros in 2018! For the past two years, we have been the European champions of compulsory levies. It's a record we'd be doing well.
ParlaMint-FR_2019-04-09-O1210.u22	They were up 30% under Sarkozy!
ParlaMint-FR_2019-04-09-O1210.u23	[[Applause on a few benches of the LR group]] Your Minister Darmanin deceives the French when he says in the press: "We will continue to lower taxes". Last Thursday, you rejected our bill to reduce taxes and public spending.
ParlaMint-FR_2019-04-09-O1210.u24	That's not true!
ParlaMint-FR_2019-04-09-O1210.u25	You yourself, Prime Minister, after your beautiful announcements, purportedly aimed at lowering taxes, you are sending your finance minister to this House tonight to defend a €1.7 billion increase in corporate tax. Entrepreneurs will appreciate it. Finally, Prime Minister, there are many of us on these benches who regret that yesterday you did not have a single word for pensioners, whom you have been battling for a year. Actually, you're making fun of the French. You think they have a short memory, but they'll remember it! Don't give us the legacy of the last thirty years, for you have been in power for two years. You cannot meet the strong and legitimate expectations of our fellow citizens.
ParlaMint-FR_2019-04-09-O1210.u26	Yes!
ParlaMint-FR_2019-04-09-O1210.u27	[[Applause on the benches of the LR Group and among non-attached Members]] In an hour, you're going to give us a big speech on the big debate. When's the big decisions for France?
ParlaMint-FR_2019-04-09-O1210.u28	The Secretary of State to the Minister for Action and Public Accounts has the floor.
ParlaMint-FR_2019-04-09-O1210.u29	[[Vif applause on the benches of the LaREM and MODEM groups – exclamations on the benches of the LR group]] Mr President, demagogy is not a policy, nor is it a policy of incoherence.
ParlaMint-FR_2019-04-09-O1210.u30	Neither is betrayal!
ParlaMint-FR_2019-04-09-O1210.u31	Swipe in front of your door!
ParlaMint-FR_2019-04-09-O1210.u32	You mentioned the bill that your group presented last week, which provided no less than EUR 18 billion for new expenditure, mainly for the benefit of the richest, with measures that benefited the 10 % of the richest households.
ParlaMint-FR_2019-04-09-O1210.u33	That's not true!
ParlaMint-FR_2019-04-09-O1210.u34	How did you intend to finance these measures? With savings that you have already presented to us in November, to finance other ways of spending. Because you're not incoherence, you're recycling the savings you're offering us, rather than presenting a truly serious program. Mr. Member, you're talking about batting. You campaigned for François Fillon...
ParlaMint-FR_2019-04-09-O1210.u35	No, for Alain Juppé!
ParlaMint-FR_2019-04-09-O1210.u36	[[Applause on the benches of the LaREM and MODEM groups – Live exclamations on the benches of the LR group]] ... which proposed to increase VAT by 2%: two more points!
ParlaMint-FR_2019-04-09-O1210.u37	Who were you campaigning for?
ParlaMint-FR_2019-04-09-O1210.u38	You supported Benoît Hamon!
ParlaMint-FR_2019-04-09-O1210.u39	You tell us all week long that we need to cut taxes, but you're proposing additional public spending.
ParlaMint-FR_2019-04-09-O1210.u40	Did Hamon want to cut taxes?
ParlaMint-FR_2019-04-09-O1210.u41	In the debate on this same bill last week, you proposed that civil servants work 39 hours instead of 35. It costs 30 billion euros. [[Same movements]] Mr President, in your words, you are stacking expenses and savings. You don't do anything real, except make the French believe you'd have solutions. In fact, you do not have any, if not to reproduce the mistakes you have made in the past.
ParlaMint-FR_2019-04-09-O1210.u42	Socialist! There were five years in Holland between the two!
ParlaMint-FR_2019-04-09-O1210.u43	We rely on the majority and on the proposals of the French, to ensure that the coming years are in favour of the purchasing power of the French, of years of relief of the tax pressure because, Gérald Darmanin recalled, and he is right, we will continue to lower taxes.
ParlaMint-FR_2019-04-09-O1210.u44	Dutchman!
ParlaMint-FR_2019-04-09-O1210.u45	[[Applause on the benches of the LaREM and MODEM groups – Exclaims on the benches of the LR group]] We will continue to reduce them reasonably, rather than propose the incoherence and demagogy that characterize you.
ParlaMint-FR_2019-04-09-O1210.u46	Ladies and gentlemen, I would ask you to listen calmly to questions like the answers. There is no point in asking questions to vocify during answers.
ParlaMint-FR_2019-04-09-O1210.u47	Mr M'jid El Guerrab has the floor.
ParlaMint-FR_2019-04-09-O1210.u48	Yesterday was the occasion for the restoration of the great national debate, which took place throughout the country and throughout the world. This beautiful democratic exercise was successful in responding to the anger and frustration of the French.
ParlaMint-FR_2019-04-09-O1210.u49	These are measurements, which will respond to anger!
ParlaMint-FR_2019-04-09-O1210.u50	In my constituency, I organized twenty-five debates that brought together 1300 people. The National Assembly itself has taken up the great debate, and several proposals have been made to improve the daily lives of our fellow citizens. As Gustave Thibon so rightly wrote, being in the wind is a dead leaf ambition. Let's not fall into this trap: after words, let's take action! We must find strong solutions that respond to the concerns of the French. Otherwise, the Libertés et territoires group will tell you that post-major debate frustration will be even greater than the pre-debate debate. Let us take a concrete example. Our compatriots in the Maghreb and West Africa are far from being tax exiles: they are, for many, social exiles. For them too, taxes are unfair, because the French abroad pay the CSG and the CRDS without benefit of social security, unjust because they do not have access to the school of the Republic free of charge. The French abroad have France in the heart. They are ready to contribute directly to France's recovery, but they want this contribution to give rise to a real public service policy abroad. In this perspective, a key idea emerged from all these discussions that I have conducted: the creation of a status of the French abroad, which guarantees specific rights, but also the duties inherent in this condition. [[Bertrand Pancher applauds]] Mr Secretary of State, are you ready to set up a Grenelle to rethink the place of the French in our society?
ParlaMint-FR_2019-04-09-O1210.u51	The next speaker is the Secretary of State to the Minister for Europe and Foreign Affairs.
ParlaMint-FR_2019-04-09-O1210.u52	Mr El Guerrab, thank you for stressing the importance of French participation abroad in the great national debate on all continents. No fewer than 300 meetings were held. I would like to pay tribute to the parliamentarians, who have come from every bench, but also to the consular advisers who have taken an active part in their organization. The administration has obviously made it easier to make things logistical. These discussions have shown a thirst for full participation in the national community. They have made it possible to refer to subjects specific to the French abroad but also to all the issues that concern the national community: energy transition, regal missions, taxation... With regard to taxation, the message was received five out of five. All leads placed on the table will have to be examined. The concern for fairness has begun to manifest itself through amendments adopted in the last finance law, but we must probably go further. In collaboration with some of your colleagues – I am thinking of Anne Genetet and Samantha Cazebonne, who have conducted important consultations – we are committed to improving the daily lives of French people living outside France. We are working on the creation of a 24-hour telephone platform.
ParlaMint-FR_2019-04-09-O1210.u53	Could Carlos Ghosn use it?
ParlaMint-FR_2019-04-09-O1210.u54	It would be a novation that would complement the physical implantations, which must remain numerous. In this regard, I would like to say that the network of consulates and embassies will remain, by far, one of the best in the world. I take this opportunity to twist the neck of some rumours: the Luxembourg consulate will be maintained. [[Applause on a few benches of the LaREM group]] Our compatriots established outside France are not French in their own right, but French in their own right. It is in this spirit that we will carefully consider all the proposals.
ParlaMint-FR_2019-04-09-O1210.u55	Mr Olivier Becht has the floor.
ParlaMint-FR_2019-04-09-O1210.u56	[[Applause on a few benches of the LaREM group]] First of all, I would like to congratulate our country on the holding of this great national debate which has just concluded. This is an unprecedented exercise of democracy under our Republic, which will have allowed every Frenchman to express himself not only on his problems but also on the future of our nation. However, this great debate has given rise to a new hope which it would be crazy to disappoint. That is why we are convinced that the great debate must lead to a major project and not to the addition of measures that would be meaningless.
ParlaMint-FR_2019-04-09-O1210.u57	That's what's coming!
ParlaMint-FR_2019-04-09-O1210.u58	Indeed, the crisis we are experiencing is not a national crisis, it is a global crisis. It takes different forms but it draws its roots everywhere from the exhaustion of the Western development model that we have globalized after the fall of the Soviet empire. To get out of the crisis, we will therefore need more than a few technical measures: we will have to think of a new model, a model that does not give up progress, capitalism, or exchange with the other nations of the world but that more integrates fraternity, humanity and responsibility towards the planet.
ParlaMint-FR_2019-04-09-O1210.u59	It's gone wrong!
ParlaMint-FR_2019-04-09-O1210.u60	[[Applause on the benches of the UDI-Agir group and a few benches of the LaREM group]] As you said, Prime Minister, it is time to act. So my questions are simple: what is the Government's strategy? Does he intend to work with the French to develop this new economic, social and environmental model? And if so, how do you intend to involve all the forces of this country who wish to make progress triumph over resignation?
ParlaMint-FR_2019-04-09-O1210.u61	[[Applause on the benches of the LaREM and MODEM groups]] The Secretary of State to the Prime Minister, the spokesman for the Government, has the floor.
