ParlaMint-FR_2019-02-06-O1139.u1	The next item is the question to the Government.
ParlaMint-FR_2019-02-06-O1139.u2	Mr Michel Zumkeller has the floor.
ParlaMint-FR_2019-02-06-O1139.u3	Prime Minister, just as I want to ask you about the future of French and European industry, the European Commission is vetoing the alliance between Alstom and Siemens Mobility. At the very moment when we are trying to develop our industry and allow the creation of a European rail leader, the European Commission, on behalf of which I do not know what competition, is about to play the game of China. [[Applause on the benches of the UDI-Agir group and on several benches of the LR and LT groups. Mr Jean-Luc Mélenchon also applauds]] In the IUD Group, Action and Independents, we are basically European, but we no longer want this Europe. While the TGV is one of our flagships, we will eventually ride in Chinese TGVs. So we have to put an end to naivety. Our workers, technicians and engineers are volunteers and of very high quality. They ask to be able to work on equal terms with their foreign competitors. Prime Minister, we feel that, sometimes in Europe, the enemy is inside. In the face of Chinese and American giants, it is high time for our continent to assert itself, to be powerful and conquering. The future of the territory of Belfort, one of the first industrial territories in France, is put in brackets, taken between Mr Trump's American protectionism in favour of General Electric and the ultraliberal dogmatism of the European Commission vis-à-vis Alstom and Siemens. [[Applause on the benches of the UDI-Agir group and on several benches of the LR, MODEM and LT groups]] Prime Minister, words are no longer enough, we need action. What do you intend to do to make Europe the armed arm of our power? We need European leaders in industry and elsewhere.
ParlaMint-FR_2019-02-06-O1139.u4	The Prime Minister has the floor.
ParlaMint-FR_2019-02-06-O1139.u5	Mr President, you are asking me about the decision taken by the European Commission today to reject the proposed merger of Alstom and Siemens, as well as about the impact of this decision on the industrial future of your territory and, more broadly, of our country. [[Applause on the benches of the LaREM, MODEM and UDI-Agir groups and on several benches of the LR, LT, SOC and GDR groups]] I am generally trying to make a measured statement, and I will answer your question clearly: the Commission has, I believe, made a wrong decision, which is a bad blow to European industry. I can't be clearer.
ParlaMint-FR_2019-02-06-O1139.u6	Change the treaties!
ParlaMint-FR_2019-02-06-O1139.u7	I can't be clearer. If it is a little early to develop the full impact of this decision, I would like to remind you that Alstom is a big company. Although it seems to me that, for bad reasons, this merger project does not succeed, this company has the resources to think about its future, to imagine a strategy and to make its assets prevail. I say this because we must send a message of confidence in the French industry and in the future of this particular company.
ParlaMint-FR_2019-02-06-O1139.u8	We don't need Siemens!
ParlaMint-FR_2019-02-06-O1139.u9	Beyond the impact of this decision, we need to rebuild competition law as it is implemented in the European Union, so that it takes global markets into account. Consider that the Commission did not want to ask itself the question of the global market by integrating Asia, particularly China, when these markets are closed to European industry. It's extravagant! I say it the way I think it is, it's extravagant!
ParlaMint-FR_2019-02-06-O1139.u10	Change the treaties!
ParlaMint-FR_2019-02-06-O1139.u11	[[Applause on the benches of the LaREM, MODEM and IDU-Agir groups]] This view of competition law seems to me, in essence, incredibly dated. Well, when one is confronted with such an incredibly dated conception of law, one needs to update it and regain control. I have no doubt, honourable Member, that this will be one of the challenges of the May 26 election deadline. Seizing it is essential for French and European industry, as well as for European construction, because, Mr President, I have an intimate, strong and old conviction that the future of French industry is written in a unified European framework. I am completely convinced of this and I know that you share this conviction. This unified framework, this industrial policy on a European scale, cannot be built up under the conditions prevailing today when competition law is read. This framework is inadequate because it does not take into account the world as it is, with the dynamics of the emergence of new entrants to markets. [[Same movements]] I repeat: this is a bad decision made on bad foundations.
