ParlaMint-FR_2019-03-26-O1195.u1	The next item is the oral questions without debate.
ParlaMint-FR_2019-03-26-O1195.u2	Mr Jean-Luc Fugit has the floor to put his question, No. 637, concerning the exit from the classification of communes in the Rhône in a simple disadvantaged area.
ParlaMint-FR_2019-03-26-O1195.u3	Mr Minister for Agriculture and Food, my question concerns the assistance that can be given to farms in the south of the Rhône department, which has lost some of the compensatory allowances for natural handicaps since 2019. In 2018, France had to review the classification of the territories to define the simple disadvantaged areas, or ZDS. This new definition translates into a loss of European aid for all agricultural holdings in many municipalities in the agricultural area south of the Rhône department. I warn you about the incomprehension and anger that the new ranking has aroused among farmers and local elected representatives of this territory. I tell you very sincerely: I understand this anger. Indeed, in the case of the communes of Haies, Échalas, Trêves, Longes or Loire-sur-Rhône, the situation is all the more incomprehensible since these territories are part of the Pilat Regional Natural Park, of which all the other communes have kept their classification in ZDS, while having the same characteristics: livestock farming and the same and difficult pedoclimatic context, reinforced by the notable effects of climate change. At the time of the announcement of the new ranking, support for farms leaving this support scheme was mentioned. The services of DDT – the departmental directorate of the territories – of the Rhône have begun to offer diagnostics. I am also aware that it is surely necessary to accompany these farms towards a transition enabling them to generate additional income. Mr Minister, you know our farmers and our agriculture well, you are the first defender of the farm France, but believe me, on this plateau of the south of the Rhône that is suffering, we need concrete and credible perspectives, a shared vision so that our farmers can continue to live on their work, and that we, as citizens, can enjoy both their quality products and the landscapes they maintain and sculpt throughout the year. What effective aid do you intend to provide as early as 2019 to these farmers heavily affected by the loss of these aids, who also have to deal with the impact of climate change?
ParlaMint-FR_2019-03-26-O1195.u4	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2019-03-26-O1195.u5	Mr Fugit, as you know, the revision of the delimitation of the ZDS is a European obligation. This revision was the subject of a long and sometimes painful work, since the 1976 zoning was well anchored and accepted by all. New criteria had to be established to take the various French situations into account as best as possible, while ensuring their robustness and fairness of application throughout the country. This work is now over. On 27 February the European Commission formally approved the national framework as amended by the new zoning. The national implementing texts are in the process of being signed, for entry into force on 31 March 2019, i.e. in a few days. The zoning has been designed in its entirety, on the basis of criteria applying uniformly throughout the territory, in order to target the most difficult areas. It has also been designed to meet the regulatory requirement that no more than 10 per cent of the territory be classified under specific constraints. It is now a matter of focusing on the next phase, accompanying the exits, seeking locally, as close as possible to the ground, to put in place the most appropriate tools for the operators concerned. France's recent discussions with the European Union have led to a significant improvement in the arrangements for accompanying exiters. This aid will be calculated on the basis of the amount of the ICHN – the compensatory allowance for natural handicaps – of the 2014-2020 programming, not that of the previous programming, as originally planned. I had committed myself to it; We got it. France will implement the new possibilities offered by this text and will retain the highest possible amount of compensation for outgoing farmers, i.e. 80% of the new reference in 2019, then 40% of this reference in 2020 – I have obtained these 40% for 2020 instead of the 20% planned. Beyond zoning, the criteria for granting ICHN have been confirmed by the European Commission. Thus, we will not have to set up plant ICHN in the ZDS, as some seemed to fear. Furthermore, the specific modulations for ovine and caprine producers are not changed. The existing sub-zoning for the so-called Piedmont regions will also not be modified. In addition, I have asked all DDT, including the Rhône, to go back to the land projects worked with the chambers of agriculture in order to provide maximum support for possible conversion routes. The reform of the ZDS has caused a considerable stir on the territory, I know very well. It turns out that 6000 municipalities are entering the scheme; Of course, these do not make any noise – that is not the subject. On the contrary, there is a great deal of criticism of those who come out of it; They are right, as you rightly said, but more fairness must be introduced. I believe that the measures I have just announced are in this direction.
ParlaMint-FR_2019-03-26-O1195.u6	Mr Jean-Luc Fugit has the floor.
ParlaMint-FR_2019-03-26-O1195.u7	Minister, thank you for being aware of the problem and for making these announcements. I invite you to meet the farmers of the plateau du Sud du Rhône. It would be all the more interesting if you could also discuss with tree growers, wine growers and marketers in the department who are working to reduce the use of plant protection products. This would therefore give us an opportunity to take stock of the use of glyphosate, and also to see how important the consequences of climate change are and require support in such areas.
ParlaMint-FR_2019-03-26-O1195.u8	Mr Maxime Minot has the floor to put his question, No 647, on rural veterinarians.
ParlaMint-FR_2019-03-26-O1195.u9	While they already have to deal for themselves with medical deserts, many breeders in the Oise, like those in other rural territories, are now confronted with veterinary deserts for their flocks. This shortage of practitioners is reaching record levels – less than 25% in one year in my department – and poses great difficulties for farmers and even causes drama on some farms. The law obliges the use of veterinarians, who move less and less, for lack of time, of course, since they are fewer, but also for lack of sufficient remuneration for acts, while the care of domestic animals is much more profitable. Veterinarians are indispensable, especially as they contribute to a strong expectation of our compatriots, who demand that we produce differently and locally. In this context, many farmers feel destitute and need to rely on their experience to practice self-diagnosis. They only call the practitioner as a last resort, especially since the cost, not only of travel but also of telephone consultation, is very high. This is not acceptable; It can't last. Many local initiatives are identified to address this problem, but it is also and above all necessary for the State to assume its responsibilities in order to ensure continuity of care and effective networking of the territory. While in January 2017, a roadmap for the period 2017-2020, comprising some 30 actions grouped into eight strategic axes, was implemented, it must be noted that two years later it did not produce the expected effects, far from it. As for the report due in the last quarter of 2019 following the mission entrusted to the General Council for Food, Agriculture and Rural Areas, it will report to the Greek calends the operational measures that were to be taken immediately. Mr Minister for Agriculture and Food, there is an urgent need to act before the French agricultural fabric is completely and irreparably torn apart. The French breeders make our rural territories live and participate in their attractiveness, therefore in their future, as much as they embody a legacy that we must preserve. Let us not forget them; They're counting on you.
ParlaMint-FR_2019-03-26-O1195.u10	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2019-03-26-O1195.u11	Mr Minot, thank you for this very serious question. I spoke yesterday with all the representatives of the veterinary profession, because I know how sensitive the subject you are dealing with is in all departments, especially in your Oise, as well as in Creuse. There is a problem of recruitment, we are well aware of it. During the agricultural fair, I launched a major recruitment plan for 20,000 new students to learn or join our agricultural high schools. More people need to move towards these professions, especially as a veterinarian. On the other hand, we are seeing more and more that the new veterinarians are no longer moving towards the countryside, but rather towards the city. I do not want to oppose each other, but the phenomenon deserves to be pointed out. As you indicated, a roadmap has been published, with eight strategic directions and many directions. I want to see her again to make her more effective. I have made a commitment to the profession as a whole to do so in the coming days, in order to make it more effective, more efficient, because we need to move forward. As you have also pointed out, the CGAAER – the General Council for Food, Agriculture and Rural Areas – will submit its report shortly; It will not be Greek calends, but at the end of 2019. I think it's important. I am taking this case with me, because I am convinced that, in our rural areas, we must not allow veterinary deserts comparable to medical deserts to develop. They deserve better than that. I want to greet the farmers, who are doing a lot of work. Many conventions are signed with veterinarians, which can be called, if necessary, when the breeder can no longer deal with a problem alone. Tomorrow, will veterinarians move around again at two o'clock in the morning because a calving is going wrong, to turn a matrix or practice a caesarean? That is the issue raised by your question. Know that I am totally dedicated to responding to it. An inventory of veterinary demography is being prepared. In the same vein, a mission was entrusted to the APCA – Permanent Assembly of Chambers of Agriculture – in order to draw up a picture of the situation by sector. I think we'll move on. I hope that we will also work with local and regional authorities, which have a very important role to play. In addition, this winter we dealt with the GDS file, the health defence groups. In short, we know that this is a real subject. Respect for animal welfare has become absolutely essential. The breeders work in this way in a remarkable way: I do not know a breeder who does not like his herd, his cattle, and who does not work for animal welfare. I want to pay tribute to the farmers, who reduced the use of antibiotics by 40% last year. All this goes in the right direction. I repeat, Mr. Minot, the subject of medical demography is a real subject. I hope to give you very precise answers in the coming weeks: we cannot accept veterinary deserts in our rural areas.
