ParlaMint-FR_2019-03-20-O1187.u1	The next item is the question to the Government.
ParlaMint-FR_2019-03-20-O1187.u2	Mrs Sophie Auconia has the floor.
ParlaMint-FR_2019-03-20-O1187.u3	Madam Minister of Justice, it is with revolt that I address you. I appeal to your humanity and your sense of justice, to put an end to a system that punishes the car thief more heavily than the life thief. Last Friday, the Le Mans Correctional Court rendered an unacceptable judgment: he sentenced a grandfather, a repeat offender, who had committed a rape on his 8-year-old granddaughter, to only eight months' suspended imprisonment, reclassifying his inhuman act – this crime – as a sexual assault. [[Applause on all benches]] At the trial, the prosecutor stated that he had no doubt about the accused's guilt. Since it is necessary to remind him tirelessly, since nothing changes, nothing changes, I say again: no, rape is not a crime; Rape is a crime. It is even recognized by international and European conventions, as well as by WHO, the World Health Organization, as a major social and public health problem. [["Yes! » on some benches of the LR group]] This scandalous correction case leaves us with no voice and proves once again that the Schiappa law does not change the current judicial situation, which is extremely inadequate in terms of the punishment of sexual violence against minors.
ParlaMint-FR_2019-03-20-O1187.u4	We're voting useless laws!
ParlaMint-FR_2019-03-20-O1187.u5	Madam Minister, while this incestuous rapist was theoretically facing twenty years in prison for rape in a court of assizes, he was sentenced by a correctional court to only eight months, and suspended!
ParlaMint-FR_2019-03-20-O1187.u6	What a criminal policy!
ParlaMint-FR_2019-03-20-O1187.u7	[[Applause on the benches of the UDI-Agir, LR, SOC, GDR and FI groups]] This case reminds us of the urgency of introducing an age threshold, with a specific offence stating that any act of penetration by an adult on a child is rape and must therefore be judged as such. Madam Minister, I am among the wise and I know that you are a fine lawyer. How, then, explain to this victim, so courageous,...
ParlaMint-FR_2019-03-20-O1187.u8	Thank you, Congresswoman. The next speaker is Ms. Custody of Seals, Minister of Justice.
ParlaMint-FR_2019-03-20-O1187.u9	Member of Parliament, you are asking me about the judgment of the Le Mans Correctional Court about the sexual assaults reported by a young girl against her grandfather about ten years ago, when she was eight years old. [[Applause on several benches of the LaREM group]] As you know, it is my principle not to comment on an ongoing judicial case. However, the one you are referring to is precisely under way, as the prosecutor's office has decided to appeal the judgement rendered in this case by the correctional court. However, I would like to make a few general comments on this case. Despite the seniority of the facts, which date back about 10 years, and the denials of the accused, it should be pointed out that the court did indeed find him guilty of sexual assault on minors under 15 years of age per ascendant and thus did not at any time question the victim's lack of consent in view of his young age at the time of the act.
ParlaMint-FR_2019-03-20-O1187.u10	Rape: eight months of suspended prison!
ParlaMint-FR_2019-03-20-O1187.u11	In particular, given the current age of the accused, who is over 70 years of age, the court imposed a suspended sentence of imprisonment and probation. This penalty, it must be said, is less than that required by the prosecutor's office. That is why the latter has decided to appeal. Madam Member, please be assured that the criminal policy on combating sexual offences committed against minors is a priority for my Ministry, as I have pointed out in a recent circular on criminal policy for the attention of the Attorneys General and the Attorneys-General of the Republic. Moreover, this will is in line with Parliament's vote on the law of 3 August 2018, which changed the definition of rape and sexual assault offences.
