ParlaMint-FR_2019-05-29-O1253.u1	The next item is the question to the Government.
ParlaMint-FR_2019-05-29-O1253.u2	Mr Bertrand Pancher has the floor.
ParlaMint-FR_2019-05-29-O1253.u3	The outcome of the European elections highlighted the increase in a triple crisis. A democratic crisis: the high expectations raised by the yellow vest demonstrations and the great national debate have not been met; In particular, there was a particularly important vote in favour of extreme right-wing lists. A crisis of territories and isolations: the protest vote that has concentrated in phenomenal ways attests to this. An environmental crisis: despite the "greening" of most lists, the score of ecologists in France and Europe underlines the need to accelerate the ecological transition. Young people are our future, and it is precisely on this theme that they will question and judge us – and they will be right. We are currently looking at the mobility orientation bill, which you believe is aimed at reducing social and territorial divides, while responding to the climate emergency. It must be noted, however, that the financial trajectory is not sufficient. Nor does the Energy and Climate Bill respond to the urgency of the situation. It does not contain strong concrete measures, while the needs are immense. For example, renewable energy and housing should be much more ambitious, particularly in the fight against energy insecurity. We know that there are solutions to protect our planet and its inhabitants: reintegrating environmental costs into the prices of goods and services, reinjecting massively what is being collected – including innovative financing for the most isolated people in particular –, decentralizing all our actions, finally ending the cult of unlimited consumption, in short, inventing a new world, more humane and more respectful of our environment. [[Applause on several benches in the LT group]] Prime Minister, are you finally going to speed up and move from intentions to action, in terms of the environment?
ParlaMint-FR_2019-05-29-O1253.u4	The Prime Minister has the floor.
ParlaMint-FR_2019-05-29-O1253.u5	Mr.President Pancher, you are asking me about the environmental emergency and how the Government, after the first decisions it has taken and the first announcements it has made since its appointment in 2017, intends to live up to this urgency. Yesterday, during the question-and-answer session to the Government, President Le Gendre asked me a question that illustrated, like yours, the commitment our fellow citizens have made, in France as well as throughout the European Union, to the issues of transition and environmental emergency. As I said yesterday to President Le Gendre, I would like to point out that we will be at the meeting of this urgency. We are already there, since 2017, with regard to the objectives formulated, as well as some instruments which, if they had sometimes been mentioned already, had never been implemented; I am thinking in particular of the actual decisions we have taken concerning the closure of a number of nuclear reactors, including those in Fessenheim, or the prohibition of oil exploration on national territory. This decision, which we have taken and which has been validated by the National Assembly and the Senate, naturally responds to the ecological urgency and awareness that you have mentioned. I also said yesterday that we were engaged in the ecological transition – and when I say "we," I'm talking about the country as a whole, not just the Government. Moreover, actors who are not national actors and who do not participate in the national political debate recognise this. I referred yesterday to the ranking established by European non-governmental organisations, which said in Brussels that France was the third country in the European Union in terms of efficiency and ambition with regard to the ecological transition. I also quoted the ranking made by Yale University, which places France in second place, out of a total of 185 countries I believe – I am talking about memory – in terms of the ambition and effectiveness of public policies linked to the ecological transition. [[Applause on a few benches of the LaREM and MODEM groups]] We are therefore very much committed and we are achieving results. It is important to stress this, because for all those who are convinced of the urgency, we never do enough. Many of our fellow citizens know that this is important, but they say that it is so delicate that we will never be able to live up to it. However, in 2018 there was a 4.5% reduction in greenhouse gas emissions, which had never happened in a period of growth – never. This means that we are getting results, although, of course, we need to go even faster. However, it seems to me important to look at reality in the face and to realize that, in a number of areas, the public policies that we have implemented collectively over the past few years, and that we are accelerating, are beginning to produce their results. That's good news. [[Smile]] We want to go further, with different governance instruments. This is the meaning of the creation of the Council of Ecological Defence or of the civic convention for the climate, which will be set up very soon and on which the Minister of State, François de Rugy, will have the opportunity to return. Several pieces of legislation will be consistent, such as the Energy and Climate Bill or the Mobility Orientation Bill, which provides for massive investments. You are right to say, Mr.President Pancher, that some questions remain open, but it is happy, since the text will come under discussion in the National Assembly and in the Senate: you cannot accuse us of wanting to lock everything up before! There will therefore, fortunately, be a debate on the subject in the National Assembly, as will one on the draft law on energy and climate. This will be an opportunity to address all these issues. [[Applause on the benches of the LaREM and MODEM groups]] Let me repeat once again, let us look at the ambition we are displaying, the instruments we are using, the results that are beginning to be achieved, and discuss in this light the urgency of the environment and the full involvement of our citizens in this field, supported by the Government and the majority.
ParlaMint-FR_2019-05-29-O1253.u6	Mr Hubert Wulfranc has the floor.
ParlaMint-FR_2019-05-29-O1253.u7	My question is to the Minister of State, Minister of Ecological and Solidarity Transition, or to the Minister responsible for Transport. The Ecological Defence Council met for the first time last week. The conclusions of this first meeting seem to have been welcomed at least, at which no strong decision seems to have been announced to our fellow citizens. At a time when, as you have reminded us, Prime Minister, we are about to discuss, in the Chamber, the mobility policy bill and then the energy and climate bill, the Government has refused, in committee, any opening to "booster" immediately access to the least polluting modes of transport. Thus, the sustainable mobility package, by which the employer must take over the use of soft travel modes by the employee, remains optional, therefore subject to the goodwill of the entrepreneurs. In the same way, you have rejected, always in committee, any reduction in VAT on public transport services which would reduce ticket prices. However, this reduction in VAT could be offset by new revenue which the State can collect, and which you yourself say you want to go for, by advocating for a tax on kerosene at European level. What political horizon do you set for this? [[Applause on the benches of the GDR and FI groups]] In these circumstances, the Communist MEPs, among many other voices, ask you to reconsider, as soon as next week, the amendments aimed at making the mobility package compulsory and at reducing VAT on public transport, even gradually.
ParlaMint-FR_2019-05-29-O1253.u8	The Minister responsible for transport has the floor.
ParlaMint-FR_2019-05-29-O1253.u9	Transport, as we know, is the largest emitter of greenhouse gases; They also contribute significantly to air pollution. The Government is fully aware of this, and is committed to providing responses. The mobility policy bill, which we will be debating next week in this House, places mobility at the heart of government priorities. I would like to point out that infrastructure planning provides for a massive reorientation of investment in clean transport. Three quarters of the financing will go to the railway, and I am not even talking about the recovery of SNCF's EUR 35 billion debt by the end of the quinquennium. The aim of this bill is also to provide alternative solutions to individual cars, in all territories and for all our citizens, by facilitating the development of simpler and more flexible services: transport on demand, carpooling, shared vehicles or active mobilitys such as, inter alia, bicycles. It will also allow employers to accompany, through the sustainable mobility package, those of their employees who use carpooling or cycling, up to 400 euros per year, without social or tax charges. The way in which this package will be implemented will be subject to amendments, which we will have an opportunity to discuss. On this subject, however, I believe that social dialogue is essential. We also support French people who want to opt for cleaner and less polluting vehicles: 300,000 conversion bonus files were filed in 2018. [[Applause on several benches of the LaREM group. – Mr. Philippe Berta also applauds]] In a country where, for too long, too many of our citizens have been abandoned to the "every car" and where travel is a hindrance for many of them, the mobility guidance bill will provide strong responses for cleaner and more accessible mobility.
ParlaMint-FR_2019-05-29-O1253.u10	Mrs Sabine Thillaye has the floor.
ParlaMint-FR_2019-05-29-O1253.u11	Madam Secretary of State for European Affairs, last Sunday's European elections had the highest turnout in 20 years, with a debate focusing more than usual on European issues. Voters' messages must be heard, including the very strong expectations that have been expressed to advance together in the area of ecology and the fight against climate change. These election results lead to the arrival of a new political force, and a political recomposition of the European Parliament. They put an end to the absolute majority held so far by the Conservatives and the social democrats together. The situation is unprecedented: if the majority is pro-European, it will have to be translated into thematic coalitions based on programmes. The Europeans expect us collectively to emerge from a crisis logic to take a constructive and positive approach. [[Applause on many benches of the LaREM group. – Mr. Vincent Bru also applauds]] Madam Secretary of State, following yesterday's informal European summit, can you tell us how the French Government intends to defend its proposals to recast the European project in the Council? Donald Tusk was commissioned yesterday to launch a consultation between the Council and the European Parliament on the renewal of key positions within the European institutions. The stakes are competence and legitimacy, with a view to presenting a common roadmap. In view of the outcome of the elections, and while Brexit has not yet taken place, what role will the European Council play in these negotiations by 20 and 21 June?
ParlaMint-FR_2019-05-29-O1253.u12	The Secretary of State for European Affairs has the floor.
ParlaMint-FR_2019-05-29-O1253.u13	You are right to point out that Sunday's elections have shaped a new European political landscape. This is a real opportunity to move forward with the progressive project that we are defending in the service of European citizens. The new central force created by the election of the members of the Renaissance list and its allies in Parliament, as well as the push of the Greens, will enable us to work together to move this project forward. In order to achieve this, we have a responsibility to bring the pro-Europeans together even more widely, by constituting a double majority, in the Council on one side and, of course, in Parliament, on an ambitious project and progress.
ParlaMint-FR_2019-05-29-O1253.u14	You do not weigh at European level!
