ParlaMint-FR_2019-12-10-O1096.u1	The next item is the question to the Government.
ParlaMint-FR_2019-12-10-O1096.u2	Mr Olivier Becht has the floor.
ParlaMint-FR_2019-12-10-O1096.u3	[[Exclaims on the benches of the LR group]] Prime Minister, your Government has embarked on a reform of the pension system aimed at providing every Frenchman with a universal point-based pension, now the distributed system in which today's assets fund today's pensioners. This reform is right because it is based on true social justice: that of an equal system in which everyone has the same rights.
ParlaMint-FR_2019-12-10-O1096.u4	Follower! Supplétif de la « macronie »!
ParlaMint-FR_2019-12-10-O1096.u5	[[Applause on several benches of the UDI-Agir group and on a few benches of the LaREM group]] It will make possible true national solidarity but also a better balance between men's and women's pensions. Overall, our fellow citizens met on the ground do not question this principle, although some, the most visible because of their ability to block the country, will always fight to preserve privileges inherited from another century. However, it is also necessary to hear the voice of the silent country,...
ParlaMint-FR_2019-12-10-O1096.u6	Centrist!
ParlaMint-FR_2019-12-10-O1096.u7	... that of all the French who do not block, break nothing but worry about the effect of this reform on their current income and especially on their future retirement, while they have made their professional choices and are already well advanced in the career!
ParlaMint-FR_2019-12-10-O1096.u8	There's no more room for the government!
ParlaMint-FR_2019-12-10-O1096.u9	Much attention is focused on SNCF and RATP, but there is finally little talk about the professions: doctors, pharmacists, physiotherapists, nurses or lawyers. There is also little mention of these millions of government officials, local authorities, or hospitals that end up with very small pensions. The French know this: the demographic balance and the lengthening of life expectancy mean working longer. The vast majority of them are ready to do so. But work must pay, during working life and then during retirement. [[Applause on several benches of the UDI-Agir and LaREM groups]] The other real question that this reform raises is the question of purchasing power. We must assure our compatriots, many of whom are experiencing difficult months, that they will not suffer any significant declines in income, either now or in the future. This is the prerequisite for the success of the reform. Can you reassure the French on this point?
ParlaMint-FR_2019-12-10-O1096.u10	It's a draft!
ParlaMint-FR_2019-12-10-O1096.u11	The Prime Minister has the floor.
ParlaMint-FR_2019-12-10-O1096.u12	[[Exclaims on the benches of the LR group]] Mr Becht, I find nothing to be wrong with your preliminary statement on the value of building a universal pension system.
ParlaMint-FR_2019-12-10-O1096.u13	It's gone wrong!
ParlaMint-FR_2019-12-10-O1096.u14	Yes, we want to build a universal pension system so that the contributions of every Frenchman, regardless of their status, occupation, age, can help finance the pensions of all pensioners.
ParlaMint-FR_2019-12-10-O1096.u15	They're going down!
ParlaMint-FR_2019-12-10-O1096.u16	Basically, we want to ensure that everyone's contributions protect the nation as a whole.
ParlaMint-FR_2019-12-10-O1096.u17	Yes!
ParlaMint-FR_2019-12-10-O1096.u18	We want to establish a universal, egalitarian system that will create national solidarity and guarantee it for the future. This is the project on which the President of the Republic committed himself during his campaign, it is the project that we will implement after having it – for a long time, I assume –...
ParlaMint-FR_2019-12-10-O1096.u19	Too long!
ParlaMint-FR_2019-12-10-O1096.u20	...discussed with trade unions and employers' organisations, and with associations in order to take into account the demands and recommendations made on an obviously complex issue because of its scale.
ParlaMint-FR_2019-12-10-O1096.u21	You didn't listen!
ParlaMint-FR_2019-12-10-O1096.u22	You are right to stress that all French people are concerned, regardless of the pension scheme to which they are affiliated – among the forty-two existing ones – and whatever their profession. You also raise the very legitimate question of preserving the standard of living of those who already benefit from a pension and those who benefit from it tomorrow. Our objective – I want to be very clear on this point – is to ensure that the standard of living of pensioners, today and tomorrow,...
ParlaMint-FR_2019-12-10-O1096.u23	Minus!
ParlaMint-FR_2019-12-10-O1096.u24	...don't go down.
ParlaMint-FR_2019-12-10-O1096.u25	Nobody believes it!
ParlaMint-FR_2019-12-10-O1096.u26	I insist: to preserve the standard of living and pensions of pensioners today and tomorrow,...
ParlaMint-FR_2019-12-10-O1096.u27	We'll have to work longer!
ParlaMint-FR_2019-12-10-O1096.u28	... we have to install several guarantees and tell the French the truth quietly. It's passing...
ParlaMint-FR_2019-12-10-O1096.u29	By a decrease in the level of pensions!
ParlaMint-FR_2019-12-10-O1096.u30	... by extending the working hours, which must be gradual, so as to preserve the individual choices of each person and to ensure that the step to be taken is not abrupt.
ParlaMint-FR_2019-12-10-O1096.u31	Emmanuel Macron lied!
ParlaMint-FR_2019-12-10-O1096.u32	I observe that everyone knows what I just said. In all countries comparable to ours, the decision has been taken to increase working hours, as gradually as possible, but at times far above what was introduced in France in previous years. Let's be clear:...
ParlaMint-FR_2019-12-10-O1096.u33	What a fog!
ParlaMint-FR_2019-12-10-O1096.u34	[[Applause on the benches of the LaREM group, on several benches of the UDI-Agir group and on a few benches of the MODEM group. – Exclaims on the benches of the LR group]] ... I will have the opportunity to present tomorrow to the Economic, Social and Environmental Council the whole of this project and to provide the French with the answers they expect.
ParlaMint-FR_2019-12-10-O1096.u35	Mr Christian Jacob has the floor.
