ParlaMint-FR_2019-05-28-O1251.u1	The next item is the question to the Government.
ParlaMint-FR_2019-05-28-O1251.u2	Mrs Marietta Karamanli has the floor.
ParlaMint-FR_2019-05-28-O1251.u3	Mr Minister for Action and Public Accounts, the results of the European elections are a strong message, with fears for tomorrow and observations for today. Closures of tax services and district police stations, always uncertain replacements of teachers absent, exhaustion and demotivation of care teams, consolidations of public services in a commune requiring to take the bus or train in a station where there are only automatons... In France, however, public services are essential to our collective life. In many territories, they disappear, particularly affecting the most vulnerable or remote populations. Today, trade union organizations are demonstrating before the National Assembly against the bill to transform the civil service.
ParlaMint-FR_2019-05-28-O1251.u4	Excellent bill!
ParlaMint-FR_2019-05-28-O1251.u5	With this legislation, the Government intends to reduce the number of public officials by 120,000, without any assessment of the impact that this measure will have on users and services. The text is based on the assumption that the public service is expensive and that cheaper contractors should be recruited. Several provisions are very critical. The abolition of Joint Administrative Committees will reduce the contradictory nature of decisions taken against staff. The establishment of project CSDs, the number of which will not be capped in relation to permanent jobs, will lead to precarization and decrease the guarantees of the skills of the agents. In the area of ethics, there is no mandatory time frame for limiting returns between the senior civil service and large private companies. Another reform was possible. We could have reinvented the competitions and strengthened the training of the agents. [[Applause on several SOC benches]] My question is simple: while our fellow citizens have expressed their fears that they will abandon the place where they live and face increasing expenditure, do you intend to act on the substance, not by declarations, but by concrete measures?
ParlaMint-FR_2019-05-28-O1251.u6	The Secretary of State to the Minister for Action and Public Accounts has the floor.
ParlaMint-FR_2019-05-28-O1251.u7	[[Applause on several benches of the LaREM and MODEM groups]] Madam Member, I am sorry that today you are about to vote against a reform that you voted yesterday and that the local elected representatives will apply tomorrow. You would have voted yesterday because it includes the necessary flexibility measures, which will enable the administration to adapt to the needs of users and to the evolution of the territories. You would have voted for it because it grants new rights to agents, in the context of a strengthened social dialogue, focusing on the most qualitative, essential and collective issues. You would have voted for it because it will make it easier for all staff to have access to mobility, to a second professional career with the possibility of reclassification, and to training, especially for the most fragile staff, those whose initial training is the least important and who encounter difficulties related to professional wear and tear. You would also have voted for it, and certainly with pleasure, because it creates, at the initiative of this majority, a precarious premium for agents who complete a contract of less than or equal to one year. You would have voted for it at last, and you said it in the Chamber, because it strengthens the ethical framework and transparency, also at the initiative of the majority who wanted to go further than the law that we voted together in 2016.
ParlaMint-FR_2019-05-28-O1251.u8	Once again, therefore, we have not understood anything!
ParlaMint-FR_2019-05-28-O1251.u9	This reform is expected by the agents, by the employers and, above all, by the users. At the beginning of your question, you stressed the need for accessibility and continuity of public service. However, the tools contained in this bill will help achieve this objective and ensure the presence of public service throughout the country. While public officials sometimes feel that they are being subjected to a form of professional house arrest, they will have the opportunity to consider their retraining, retraining and new perspectives.
ParlaMint-FR_2019-05-28-O1251.u10	In that case, why are they demonstrating?
ParlaMint-FR_2019-05-28-O1251.u11	[[Applause on the benches of the LaREM group and on several benches of the MODEM group]] You have a few minutes to change your mind, MP. But I am convinced that, deep down, you are committed to this reform.
