ParlaMint-FR_2019-03-06-O1166.u1	The next item is the question to the Government.
ParlaMint-FR_2019-03-06-O1166.u2	Mr Patrice Verchère has the floor.
ParlaMint-FR_2019-03-06-O1166.u3	[[Applause on the benches of the LR, LaREM, MODEM, UDI-Agir, SOC, GDR and LT groups as well as among non-attached Members]] First of all, on behalf of the Republican Group, I would like to pay tribute to the difficult work of the prison overseers and to wish a speedy recovery to the two overseers seriously stabbed yesterday by a radicalized inmate. Mr Minister for Agriculture, the agriculture fair, which has just been concluded, has, as always, been very successful, but it must not make us forget the dramatic situation of our farmers. The President of the Republic made another fine speech; and at the same time, by his inaction, he let the European Commission announce a 15% reduction in the budget of the common agricultural policy, i.e. €7 billion less for French farmers.
ParlaMint-FR_2019-03-06-O1166.u4	Exactly!
ParlaMint-FR_2019-03-06-O1166.u5	That's not true!
ParlaMint-FR_2019-03-06-O1166.u6	With the general states of food, many of them had hoped for a re-evaluation of their income. For the time being, the objectives are far from being achieved. In addition, farmers organized in agricultural co-operatives remain very concerned about your EGalim bill. To weigh in an open and competitive world, it is essential to strengthen the economic structures of agricultural production, namely cooperatives. But your draft order weakens the economic and legal balance of agricultural cooperatives,...
ParlaMint-FR_2019-03-06-O1166.u7	Yes!
ParlaMint-FR_2019-03-06-O1166.u8	[[Applause on several benches in the LR group]] ... which represent 2,400 enterprises, 19,0000 employees and 40% of the turnover of the French agri-food industry. Minister, cooperative engagement cannot be reduced to a simple commercial relationship. The rural code is not the commercial code!
ParlaMint-FR_2019-03-06-O1166.u9	Excellent!
ParlaMint-FR_2019-03-06-O1166.u10	The risk of "demutualization" of agricultural cooperatives, based on the principle of solidarity, raises the question of the sustainability of this specific status. In that case, the agricultural sector would be weakened and economic repercussions would be expected in the rural world. So what's the point of hearing the French for hours if we don't listen to them?
ParlaMint-FR_2019-03-06-O1166.u11	Very good question!
ParlaMint-FR_2019-03-06-O1166.u12	[[Applause on the benches of the LR group]] Mr Minister, what is the actual status of the draft order on agricultural cooperation? Has the trade code provision threatening cooperatives been removed?
ParlaMint-FR_2019-03-06-O1166.u13	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2019-03-06-O1166.u14	You are wrong, Mr President, to say that the President of the Republic has given up on the CAP budget: it can have a rostrum effect, but that is not the case.
ParlaMint-FR_2019-03-06-O1166.u15	Yes!
ParlaMint-FR_2019-03-06-O1166.u16	[[Protests on the benches of the LR group]] No, absolutely not!
ParlaMint-FR_2019-03-06-O1166.u17	Yes!
ParlaMint-FR_2019-03-06-O1166.u18	I met my foreign counterparts, I was again yesterday with my Spanish counterpart in Madrid; We're all on the same wavelength. The Commission's position is not appropriate for France.
ParlaMint-FR_2019-03-06-O1166.u19	Why didn't the budget minister say anything?
ParlaMint-FR_2019-03-06-O1166.u20	[[Exclaims on the benches of the LR group]] [[Same movements]] [[Same movements]] It is out of the question that the CAP budget should fall. This was reiterated by the President of the Republic at the opening of the Agriculture Fair. We will not accept a reduction in the CAP, except, of course, as a result of the withdrawal of the United Kingdom – no one in this House could think that the CAP budget will remain the same after Brexit.
ParlaMint-FR_2019-03-06-O1166.u21	It's baratin! You're a baratier!
ParlaMint-FR_2019-03-06-O1166.u22	On the second point – cooperation – I want to reaffirm here, as the Prime Minister reaffirmed to the President of Coop de France during his four visits to the Agriculture Fair last week, the Government's commitment to cooperation, alongside cooperatives, to help them.
ParlaMint-FR_2019-03-06-O1166.u23	Those are words! We want action!
ParlaMint-FR_2019-03-06-O1166.u24	Thirdly, contrary to what you are saying, Mr President, the order which was forwarded to the Council of State does not in any way call into question the current balance, nor does it make the provisions of the commercial code prevail, but maintains at the level of the rural code what concerns cooperatives, as we have seen with the presidency of Coop de France. I repeat that the Government is fully in favour of the development of cooperatives. [[Applause on the benches of the LaREM group]] At the same time, with regard to an abnormally low price order, three quarters of the farmers in a cooperative, it is normal for them to be involved. However, I would like to reassure you that this is the rural code, not the commercial code.
ParlaMint-FR_2019-03-06-O1166.u25	Mrs Braun-Pivet has the floor.
ParlaMint-FR_2019-03-06-O1166.u26	Madam seal keeper, some very serious events occurred yesterday at the Condé-sur-Sarthe prison. Two supervisors were seriously injured by an inmate who was with his companion in the family life unit.
ParlaMint-FR_2019-03-06-O1166.u27	It's because of your laxity!
