ParlaMint-FR_2019-06-05-O1258.u1	The next item is the question to the Government.
ParlaMint-FR_2019-06-05-O1258.u2	Mr Ian Boucard has the floor.
ParlaMint-FR_2019-06-05-O1258.u3	My question, which I associate with Michel Zumkeller, is addressed to the Minister of Economy and Finance. Minister, last week's announcement by General Electric of a massive social plan of nearly 1050 jobs was a real blow to our department. Not only has the company failed to meet its commitment to create 1000 jobs, it is about to eliminate the same. The consequences for the economy, subcontractors, artisans and traders are considerable in a department of 150,000 inhabitants and an industrial site one hundred and forty years old. This social plan is not acceptable! You came this Monday to Belfort to meet, on General Electric's website, employee representatives and local elected officials; During this meeting, which I would call constructive, everyone was able to develop their analyses and propose solutions to this situation. General Electric has been reporting for several months on the lack of a future for the gas turbine market, which is, of course, declining, but is in a cyclical state and could be in a rebound phase very soon, in particular because the turbines are useful to offset the load losses of renewable energies.
ParlaMint-FR_2019-06-05-O1258.u4	Yes!
ParlaMint-FR_2019-06-05-O1258.u5	However, the removal of such large numbers of posts endangers the Belfort and Bourogne sites, due to the loss of skills and know-how. We fear that General Electric will seek to remove the gas turbine activity from the Belfort site to relocate it, far from the intentions to adapt to the market: this is not acceptable! In addition, we have continued to explore possible avenues for industrial diversification. Aeronautics is the most relevant and job-creating activity. General Electric has to invest in this branch in Belfort, and the Belfort Territory needs the state to engage with the local authorities. Hydrogen is also a future opportunity on which our department is already very advanced and which the state, through you, can help us develop. Minister, as you understood during your visit, all local actors are ready to work and engage with you to ensure the industrial future of the Belfort site. In 2014, when Alstom's CEO wanted to close the plant, the entire population had found themselves on the street to oppose it. The state had engaged with us, the factory had not closed, and it is recruiting again today. On Saturday, June 22, Belfort will be relocating alongside General Electric employees to defend our know-how and jobs. Be assured that we will not let go of anything! [[Applause on the benches of the LR group]] So, minister, my question is very simple: how does the state intend to engage with us?
ParlaMint-FR_2019-06-05-O1258.u6	The next speaker is the Minister for Economic Affairs and Finance.
ParlaMint-FR_2019-06-05-O1258.u7	I fully share your appreciation, Mr. Member. General Electric's social plan is not acceptable as it stands. I want to salute your sense of responsibility, that of the mayor of Belfort, Damien Meslot, that of the president of the department, that of all local elected representatives and, of course, that of the union representatives, who are fighting for General Electric to clarify its intentions for the Belfort site. The social plan is not acceptable, because the number of employees involved, more than 1000, is too high and, as you have just said, because General Electric has to clarify its intentions: is it a matter of adapting to the gas turbine market, which is less likely today than a few years ago, or is it a matter of simply liquidating the gas turbine activities in Belfort, which would be totally unacceptable for you, as for me and the employees? We will ask General Electric to reduce his social plan and clarify his intentions. We have set up a committee to follow up on this social plan,...
ParlaMint-FR_2019-06-05-O1258.u8	Strategist state, spectator state!
ParlaMint-FR_2019-06-05-O1258.u9	... and we will meet at the Ministry of Economy and Finance in early September to review the evolution of the social plan and determine whether it responds to your requests and ours. At the same time, we must immediately engage, with your support, the diversification of the site. There are possibilities on the nuclear power plant and hydrogen side, including the hydrogen storage institute project, which I fully support and which I hope should be validated in a few weeks' time. There is also a particularly promising aeronautical project: I repeat, for every euro that General Electric Aviation will put in this project in Belfort, the state will bring 1 euro of public money to diversify Belfort's industrial activity. [[Applause on several benches of the LaREM group and on a few benches of the MODEM group]] We all work together, we are collectively committed to ensuring the industrial future of Belfort: that's how we will succeed and that's how we will evolve General Electric.
ParlaMint-FR_2019-06-05-O1258.u10	[[Mrs. and Mr. Members get up and applaud]] Ladies and gentlemen, I am pleased to welcome, on behalf of all of you, a delegation from the National Assembly of the Republic of Slovenia, invited by the friendship group Slovenia-France and led by its chairman, Mr Matiach Némètz.
ParlaMint-FR_2019-06-05-O1258.u11	Mr Xavier Roseren has the floor.
