ParlaMint-FR_2019-03-27-O1197.u1	The next item is the question to the Government.
ParlaMint-FR_2019-03-27-O1197.u2	Mr Alain Bruneel has the floor.
ParlaMint-FR_2019-03-27-O1197.u3	Yesterday, the Minister for Action and Public Accounts, we learned in the press that there is a report from the General Inspectorate of Finance, which is, to say the least, explosive. Today, you are presenting the reform of the public service, which is aimed at nothing other than the demolition of the status of public servants and the abolition of thousands of posts. (Applause from the GDR Group. – Mr Ugo Bernalicis and Mrs Caroline Fiat also applaud. [[Applause on the benches of the GDR and FI groups]] Beyond the rudeness of the manoeuvre, we regret that public servants are still the target of your diatribes, even though, as everyone knows, public servants, whether they are nurses, police officers, or legal professionals, have worked millions of unpaid overtime hours. At a time when the rights defender warns us about the decline of public services, perceptible throughout the territory, you prefer to make the choice of the decline of the welfare state. Yet, at a time when your great debate is coming to an end, there must be a conclusion: the French are deeply committed to their public services and to their public service. Three-quarters of them supported the mobilization on March 19 and 60% had a good opinion of public service officials, despite repeated attempts to undermine their image and duties. [[Applause on the benches of the GDR group, and on several benches of the FI and SOC groups]] Against your budget line, our fellow citizens are crying out for the return of humanised community-based public services, which can recreate the social link that is so lacking. Against your dogmatism, our fellow citizens want to defend our social heritage. They reject a further setback by the public authorities, in all respects unacceptable. [[Applause on the benches of the GDR group]] So, minister, despite the evidence and the expression of citizen, do you intend to continue your attempts to destroy the status of the public service?
ParlaMint-FR_2019-03-27-O1197.u4	The Secretary of State to the Minister for Action and Public Accounts has the floor.
ParlaMint-FR_2019-03-27-O1197.u5	[[Applause on several benches of the LaREM group]] Mr Bruneel, you are concluding your speech with a question: are you going to continue? The answer is "yes". We will continue to modernize the public service for the good reason that we are committed to the status of the public service. We are committed to this, and we are confident that modernizing the status of the public service will meet the challenges it faces. We are convinced that flexibility is needed to enable administrations to be more effective. We are also convinced that there is a need to give new rights to public officials, new professional prospects.
ParlaMint-FR_2019-03-27-O1197.u6	I can't wait to see that!
ParlaMint-FR_2019-03-27-O1197.u7	They must be allowed to consider a second or third career because, you know as I do, it's over when the officers joined the public service to do the same job and the same job for thirty-five, forty-four or forty-two years. We must give them these perspectives...
ParlaMint-FR_2019-03-27-O1197.u8	The prospect is 120,000 less posts!
ParlaMint-FR_2019-03-27-O1197.u9	...and we have to train them. We must work with public officials to modernise their status because, behind this modernization, there is the provision of services in the territory. You mentioned the issue of proximity: I am convinced that within a few weeks you will be happy and delighted to work with Mr.Gérald Darmanin on the issue of revisited geography in public finances,...
ParlaMint-FR_2019-03-27-O1197.u10	I don't think so!
ParlaMint-FR_2019-03-27-O1197.u11	[[Applause on the benches of the LaREM group]] ... because we are convinced that there is a need to re-establish agents in rural and peri-urban areas in difficulty. We are convinced that when back-office services are brought together, it is possible to make economies of scale and to have more points of contact in the territory, in order to bring the public service closer to the users. Finally, honourable Member, I come back to the first point of your question. Improving status, better defending agents, also means ensuring fairness. We have asked and are asking in the Public Service Transformation Bill that all local and regional authorities ensure that the annual working hours of their agents are 1607 hours. [[Applause on the benches of the LaREM and MODEM groups]] The state must also sweep in front of its door. That's the meaning of the IGF report you mentioned. We will have the opportunity to discuss it again to see what is happening, ministry by ministry, body by body, and to make fairness and effectiveness happen.
ParlaMint-FR_2019-03-27-O1197.u12	Mrs Emilie Chalas has the floor.
ParlaMint-FR_2019-03-27-O1197.u13	My question is addressed to Mr Olivier Dussopt, Secretary of State to the Minister for Action and Public Accounts. This morning, you presented to the Council of Ministers the draft law on the transformation of the civil service. This text is long-awaited by public employers but also by agents and users of the public service. There is not a week in which I do not receive evidence of recruitment difficulties in the State, hospital or territorial public service. And how many examples of civil servants who have been blocked in their careers or who do not have the necessary training to adapt to the rapid development of the professions? Let us recall the purpose of the bill:...
ParlaMint-FR_2019-03-27-O1197.u14	120,000 job losses!
ParlaMint-FR_2019-03-27-O1197.u15	... it is a matter of making the public service in good conditions for the agents and with efficiency for the users.
ParlaMint-FR_2019-03-27-O1197.u16	And the rural territories!
ParlaMint-FR_2019-03-27-O1197.u17	It was high time that efforts were being made to provide the public service with management tools commensurate with the excellence expected of its agents and public services. For this is also what it is about: to give professional perspective to agents and to empower public employers. Yes, there is a need to promote community-based social dialogue in the public service. Yes, mobility and professional development must be encouraged. Yes, it must be possible for an official to live an experience in private, for a time or forever. Yes, there is a need to facilitate the recruitment of contract personnel to certain positions at tension.
ParlaMint-FR_2019-03-27-O1197.u18	No, no, no, no, no, no, no,
ParlaMint-FR_2019-03-27-O1197.u19	Simplification of administrative procedures cannot be a big word in the public service. I would like to commend the Government's commitment to this commitment of the President of the Republic, as well as the quality of the work undertaken over the past 18 months, with all the actors, in order to give more flexibility and agility to the civil service, while fully preserving the status of civil servants. [[Exclaims on FI banks]] [[Applause on several benches of the LaREM group]] However, as rapporteur, I will be particularly vigilant in drafting orders for certain measures. I am, as you know, the Secretary of State, particularly sensitive to the issues of management, professional equality and the fight against workers' poverty. Can you tell the national representative how the Government intends to address these issues through the future law?
ParlaMint-FR_2019-03-27-O1197.u20	The Secretary of State to the Minister for Action and Public Accounts has the floor.
ParlaMint-FR_2019-03-27-O1197.u21	Let's do it again!
ParlaMint-FR_2019-03-27-O1197.u22	Madam Member of Parliament,...
ParlaMint-FR_2019-03-27-O1197.u23	Is that a very good question?
ParlaMint-FR_2019-03-27-O1197.u24	... you are right to point out that this reform is expected, whether by the agents, who want to be given a second perspective in their careers, by the public employers – heads of the administrative service of the State, elected, directors of hospital establishments – who want to be trusted by giving them more autonomy, and also by the users, who want, through the modernization of the human resources of the public service, a more efficient, responsive and able to adapt to new needs and new developments. As I said to your predecessor, we will work to give more flexibility to the public service, but also to give more rights to officers. It will therefore be a matter of giving more flexibility but also more efficiency, refocusing social dialogue on the essentials by allowing deconcentration or decentralisation in order to allow the conclusion of majority agreements at a local level and thus to revalue local social democracy. This legislation will make it easier for public employers to recruit contract workers, not out of obligation but by opening up this option to them where they need it. The aim is to combine the skills required by the administration for the time required to complete a project or to diversify recruitment into managerial positions. This text will also give managers and service managers new tools for management and career evaluation, thus providing mobility and flexibility. [[Applause on several benches of the LaREM group and on a few benches of the MODEM group]] But, as I pointed out, this desire for modernisation must be accompanied by new rights for agents: a right to training but also a right to accompaniment. I know that you are particularly attentive, honourable Member, to the training of the most fragile agents, those whose initial training is the least important, those who suffer from a disability, or those who are at risk of particular professional hardship or wear and tear. We will be careful to ensure that agents have the same rights as in the private sector with regard to the portability of training rights and the time-saving account, as regards the development of supplementary social protection or the reform of prevention and medicine. Finally, I would point out that the text pays particular attention to those whose profession is changing. The State must be exemplary in accompanying its agents who are experiencing these restructurings.
ParlaMint-FR_2019-03-27-O1197.u25	Mrs Marie-Christine Dalloz has the floor.
ParlaMint-FR_2019-03-27-O1197.u26	My question was to the Prime Minister. The Government is facing an unprecedented social crisis that the Prime Minister seems unable to find a decent outcome.
ParlaMint-FR_2019-03-27-O1197.u27	Yes!
ParlaMint-FR_2019-03-27-O1197.u28	We now look forward to the conclusions of the great national debate. However, we have repeatedly warned about the unfair tax machining that you place on households, including pensioners, and which was the catalyst for the mobilization of the Yellow Gilets. The Prime Minister is indeed the holder of a very sad record: a massive increase in the CSG and fuel taxes, in addition to the deindexation of retirement pensions and housing subsidies. Meanwhile, France's public debt is certainly on the course of 100 per cent of GDP at a time when I am speaking. I deplore the lack of humility of this government, which boasts 2018 figures, while in the euro area, France remains the worst student in terms of deficit, taxes and debt. In 2018, compulsory levies increased by 4.5 billion euros according to INSEE: we are the European champions of taxes and taxes with a mandatory levy rate of 45% of GDP compared to 39.6% in Germany. How could the Prime Minister justify it? As national cohesion breaks down on all sides, this morning your majority in the Finance Committee rejected at first reading the proposal for a law to restore the purchasing power of the French, tabled at the initiative of our President Christian Jacob.
ParlaMint-FR_2019-03-27-O1197.u29	That's it!
ParlaMint-FR_2019-03-27-O1197.u30	This text carried strong, courageous, emblematic measures that significantly improved the purchasing power of households: the reindexation of retirement pensions, family allowances and retroactive housing subsidies; the removal of the increase in the CSG for all pensioners; the 10% reduction in income tax for the first two instalments.
ParlaMint-FR_2019-03-27-O1197.u31	What about the ISF?
ParlaMint-FR_2019-03-27-O1197.u32	[[Applause on the benches of the LR group]] There is an urgent need to reduce the tax burden by drastically reducing public spending. In the absence of the Prime Minister, I ask you, Minister of Public Action and Accounts: will you have the will and the courage to follow our common sense proposals?
ParlaMint-FR_2019-03-27-O1197.u33	The next speaker is the Minister for Action and Public Accounts.
ParlaMint-FR_2019-03-27-O1197.u34	[[Applause on many benches of the LaREM and MODEM groups. – Exclaims on the benches of the LR group]] I wonder, honourable Member, if one day you will be happy with the good news for your country, even if you are not in charge.
ParlaMint-FR_2019-03-27-O1197.u35	You're the minister of bad news!
ParlaMint-FR_2019-03-27-O1197.u36	[[Same movements]] [[Same movements]] Perhaps you could have pointed out – while of course saying that we must continue the efforts... – that, for the first time in more than twenty years, the deficit has fallen by one point in two years and that it is 2.5% today, thanks to the work of this majority. Perhaps you could have pointed out that, for the first time in ten years, taxes are falling in our country, you who have not voted for the removal of the housing tax, or the defiance of overtime. Perhaps you could also point out that, for the first time in twenty years, public expenditure is falling in volume,...
ParlaMint-FR_2019-03-27-O1197.u37	That's not true!
ParlaMint-FR_2019-03-27-O1197.u38	[[Same movements]] ... you who together with your group proposed this morning the equivalent of the Communist Party program, with 20 billion additional public spending! [[Riressur of many benches of the LaREM and MODEM groups]] I know, Mrs. Dalloz, that your party sold the UMP headquarters, but don't find yourself in Colonel Fabien's seat...
ParlaMint-FR_2019-03-27-O1197.u39	The door is open, join us!
ParlaMint-FR_2019-03-27-O1197.u40	[[Vif applause on the benches of the LaREM and MODEM groups. – Exclaims on the benches of the LR group]] You are proposing 20 billion extra expenses... while the courageous economic policy of the parliamentary majority must continue because the President of the Republic is putting the country on the right track. And you should applaud because France is better, and not regret that France is successful!
ParlaMint-FR_2019-03-27-O1197.u41	Liar!
ParlaMint-FR_2019-03-27-O1197.u42	Mrs Elodie Jacquier-Laforge has the floor.
ParlaMint-FR_2019-03-27-O1197.u43	My question, Madam Minister of Solidarity and Health, relates to the area of activity known as personal assistance, which is, of course, recruiting, but which is increasingly struggling to find candidates. [[Applause on the benches of the MODEM group]] First of all, I would like to thank these staff for the colossal and essential work they do every day for the most vulnerable people. Their work is sometimes poorly recognized, often physically and morally painful, and they remain poorly remunerated. Many jobs are not filled in this sector, in particular to help elderly or dependent people both in residential institutions for dependent elderly people – EHPAD – and at home. Social auxiliaries and caregivers are scarce, while needs are increasing due to the ageing of the population. In the next ten years, 300,000 posts will be filled. The 2018 Pôle Emploi survey on labour needs indicates that "care and accompaniment occupations are among the most sought after occupations, with home helpers, home helpers and caregivers". They are in fact in the top 10 of the professions most sought after by employers. As our population ages and demand grows, this work needs to be improved more than ever, not only humanly and financially, but also in terms of career development in certain paramedical professions, for those who wish to do so. These jobs remain unattractive and working conditions are such that both professionals and dependents are often in distress.
ParlaMint-FR_2019-03-27-O1197.u44	Absolutely!
ParlaMint-FR_2019-03-27-O1197.u45	[[Mr. Guillaume Garot applauds]] How can we humanly look after someone when it takes 30 minutes to groom him, dress him up, give him care and do a little cleaning? In January 2018, a national movement had taken place in the EHPADs to denounce this situation. The Government had announced a gradual release of €360 million for these facilities and €100 million for home help. He also announced that a bill would be introduced in 2019. [[Applause on the benches of the MODEM group]] Minister, in order to address the concerns of professionals, the sick and their families, can you outline the Government's future actions in this area?
ParlaMint-FR_2019-03-27-O1197.u46	The Minister for Solidarity and Health has the floor.
