ParlaMint-FR_2019-04-10-O1212.u1	The next item is the question to the Government.
ParlaMint-FR_2019-04-10-O1212.u2	Mr Ian Boucard has the floor.
ParlaMint-FR_2019-04-10-O1212.u3	"Belfort has an industrial future. Your activity is of strategic importance for France and will therefore be defended. These remarks, Prime Minister, were addressed to the employees of General Electric and Alstom by Emmanuel Macron, then Minister of Economy, during his visit to Belfort in May 2015. He then added: "You can count on me. » Today, Belfort is counting on the President of the Republic, because the situation at the General Electric site, where TGVs and nuclear power plants are produced, is such that a 140-year-old industrial adventure is seriously threatened. When GE bought Alstom's energy branch, the project provided for the creation of 1000 jobs, which never happened. Worse still, there are already 264 abolitions of posts. Our territory is preparing to have to undergo a social plan of nearly 1000 jobs and General Electric employees cannot wait until the end of the European elections for you to act. That is why the elected representatives of the Territory of Belfort called on the President of the Republic to fulfil the commitments he made during the merger he desired. There is an urgent need for diversification of industrial activity, as it is not conceivable to allow the dismantling of French industry. To that end, we have proposed four ways. The first concerns EDF's large-scale carenage plan, which aims to increase the lifespan of nuclear power plants. Those who, in Belfort, manufactured the steam turbines yesterday, will be in the best position to ensure that they are upgraded tomorrow. This would ensure a high level of load for the site and thus maintain employment. Then you could help diversify the site through aeronautics, a sector of the future where GE is already engaged in a joint venture with SAFRAN. Finally, the hydrogen industry – on which our department is engaged and internationally recognized – and the digital industry are all other solutions to save 140 years of industrial history. We have proposals, but we now need your commitments. GE employees need you to commit quickly because time is running out. [[Applause on the benches of the LR group]] Emmanuel Macron said we could count on him. It is time to move from words to deeds to save the industrial site of Belfort and prove that this word was valuable.
ParlaMint-FR_2019-04-10-O1212.u4	The Secretary of State to the Minister for Economic Affairs and Finance has the floor.
ParlaMint-FR_2019-04-10-O1212.u5	You're asking me about the situation at General Electric. The situation of its industrial sites, particularly those in Belfort, is the subject of great attention by the Government. I want to point out that on 7 February, together with Bruno Le Maire, we met the monitoring committee for the commitments that General Electric had made when Alstom acquired its energy branch. Over the period from 2015 to 2018, I would like to recall that more than 1 billion euros has been invested by General Electric in France. In addition, the company recruited 3,000 people, 425 jobs having been created in mid-2017, reduced to 25 net jobs by the end of 2018. In this context, we have obtained from General Electric the establishment of an investment fund for the reindustrialization of the 50 million euro General Electric sites. Its governance is now almost in place, with a president who has industrial experience and who will see all the industrialization projects with representatives of the local elected representatives at his side. [[Exclaims on the benches of the LR group]] With regard specifically to the Belfort site, I would like to point out that we are currently working on the issue of aeronautics and that we have made contacts with regard to the issue of carenage. We didn't wait for your question to work on the question of digital twins in gas. [[Applause on several benches of the LaREM group]] These questions move forward with appropriate means – 50 million – and a mission presided over by a great industrialist and mobilized teams who are in action, not in words.
ParlaMint-FR_2019-04-10-O1212.u6	Mr Eric Alauzet has the floor.
ParlaMint-FR_2019-04-10-O1212.u7	Minister of Economy and Finance, yesterday, the OECD presented its economic analysis of the French situation, which highlights the effects of structural reforms since 2017. It is learned that measures taken since the beginning of the quinquennium would contribute to a 3.2% increase in GDP per capita over a 10-year period. Behind this cold figure, it is the purchasing power of the French that is improving...
ParlaMint-FR_2019-04-10-O1212.u8	They say it every day!
ParlaMint-FR_2019-04-10-O1212.u9	... and the return of employment through ambitious training reforms, the PACTE law in favour of enterprises and measures taken to increase labour incomes. Better, the growth surplus will contribute to redistribution, benefiting more from medium and low incomes, which would increase from 4% to 6%. But there is no need to wait, the results are already there. While France has been showing a growth rate below the euro area average since 2013, our country is back on top and is turning into the leading peloton as early as 2019. (Mr. Jean-Michel Fauvergue applauds.) Growth will be driven by rising household consumption, business investment and falling unemployment rates, despite a slowdown in relations with our main trading partners. The OECD recalls, however, that this beautification should not distract us from the need to continue the reforms in depth, such as those planned to meet the challenges of debt and the green economy, the creation of jobs – including the most skilled jobs – and inclusion and social mobility. The OECD points to this need, bearing in mind that GDP growth does not constitute the alpha and omega of happiness and progress, although it remains an important marker for measuring France's performance and its return to the leading peloton in the European Union. [[Applause on the benches of the LaREM group]] Minister, can you give us your perspective on the situation of the French economy in Europe and its prospects?
ParlaMint-FR_2019-04-10-O1212.u10	The next speaker is the Minister for Economic Affairs and Finance.
ParlaMint-FR_2019-04-10-O1212.u11	And author of the question!
ParlaMint-FR_2019-04-10-O1212.u12	[[Applause on the benches of the LaREM group]] Mr President, yesterday the Secretary-General of the OECD gave us his report on the economic situation in France. It establishes a simple thing that members of the majority can be proud of: our economic policy produces results for the French. [[Same movements]] Our economic policy is half a million jobs created in France since 2017. Our economic policy is 1.4 growth points, the highest level of the euro area average. Our economic policy is the restoration of public finances, since for the third year in a row, thanks to the effort we have made, Gérald Darmanin and I will be below the 3% public deficit. What is the second place in this report? It establishes that if we continue along the path of these economic transformations, we can earn 3.2 points of additional wealth in ten years for the French. [[Applause on several benches of the LaREM group]] The report is very precise: it says that the tax reform – the single flat-rate levy and the reduction of taxation on capital – will allow more investment, more innovation and 1.4 points of additional growth for France over ten years. [[Same movements]] It establishes that the reform of the labour market – better training and qualifications – initiated by Muriel Pénicaud, is also 1.4 points of additional national wealth for the French over ten years. [[Same movements]] Finally, it establishes that the draft law on business growth and transformation, which provides for support for SMEs and better financing, on which you will decide tomorrow in final reading, is also more wealth for the French over ten years. [[Applause on the benches of the LaREM group and on several benches of the MODEM group]] Together with the President of the Republic and the Prime Minister, we come to a simple conclusion: we are on the road to France's economic recovery. It's thanks to your courage and lucidity. So let's keep going!
ParlaMint-FR_2019-04-10-O1212.u13	Mr Joël Aviragnet has the floor.
