ParlaMint-FR_2019-02-13-O1146.u1	The next item is the question to the Government.
ParlaMint-FR_2019-02-13-O1146.u2	Mrs Gisèle Biémouret has the floor.
ParlaMint-FR_2019-02-13-O1146.u3	My question is for the Minister of Solidarity and Health. Minister, this morning you presented to the Council of Ministers the bill on the organization and transformation of the health system. In this period of uncertainty, it is worth recalling the commitment of our fellow citizens to the public hospital, which enjoys 78 % of favourable opinions according to the latest study of the CEVIPOF, the Centre for Political Research of Sciences Po. This trust rating is recognition of the work and benevolence of caregivers. However, it is impossible to conceal the serious difficulties faced by many institutions – not to mention the concerns of our fellow citizens, who demand health not only of quality, but also of proximity. [[Applause on the SOC benches and on several benches in the LR group]] In this regard, we wonder about the absence of the topic of health in the great debate, as well as about certain provisions of your text. The use of ordinances: in these times of anti-Parliamentarianism, you forget that between you and our fellow citizens there is Parliament. The lack of recognition of local elected officials and users penalizes an area where everyone has a say. Accounting and technocratic logic remain at the heart of reasoning. After rejecting the Socialist Members' proposal to create a territorial agreement, you are not responding to the immediate challenges of the shortage of doctors. However, this is the crucial point of any health reform. Under the guise of mutualisation and health security, you shut down hospitals and services, while, as we know, the problems are related to the lack of doctors and their turnover. Madam Minister, what does the redefinition of community hospitals hide? Semantic dressing?
ParlaMint-FR_2019-02-13-O1146.u4	Yes!
ParlaMint-FR_2019-02-13-O1146.u5	[[Applause on a few benches of the SOC and FI groups]] [[Applause on the SOC benches and on a few benches in the LR group]] Any threats to the emergency services? The transformation of small hospitals into community hospitals? How will your health reform be a step forward for the French? What guarantee for rural areas that they will enjoy equal access to care?
ParlaMint-FR_2019-02-13-O1146.u6	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2019-02-13-O1146.u7	Fossoy of the public hospital!
ParlaMint-FR_2019-02-13-O1146.u8	Today, honourable Member, there is an urgent need to respond to the growing anxiety in the territories for access to quality and community care. The bill that I introduced this morning in the Council of Ministers addresses these challenges.
ParlaMint-FR_2019-02-13-O1146.u9	No!
ParlaMint-FR_2019-02-13-O1146.u10	Not at all!
ParlaMint-FR_2019-02-13-O1146.u11	It responds to the difficulties of citizens, those felt by health professionals, as well as those of elected officials, who struggle to respond to requests.
ParlaMint-FR_2019-02-13-O1146.u12	Like the Justice Reform Bill?
ParlaMint-FR_2019-02-13-O1146.u13	The purpose of this bill is to bring closeness and quality back into our health care system.
ParlaMint-FR_2019-02-13-O1146.u14	That's not true!
ParlaMint-FR_2019-02-13-O1146.u15	For this, we have several bricks. The bill is just one. The overall transformation of the health system will also require a conventional approach, a regulatory approach and a financial channel. In this bill, we decided to better structure community care. In particular, we want to reinvest these small local hospitals, which today lack attractiveness, are often in financial deficit...
ParlaMint-FR_2019-02-13-O1146.u16	The CHUs are in deficit too!
ParlaMint-FR_2019-02-13-O1146.u17	... and, above all, face human difficulties, particularly in recruiting staff. We wish to redefine the missions of proximity to these hospitals, in liaison with the elected...
ParlaMint-FR_2019-02-13-O1146.u18	We should start by listening to them, the elected ones!
ParlaMint-FR_2019-02-13-O1146.u19	... and with the citizens, and reinvest these hospitals financially with regard to basic technical trays, such as biology or radiology trays. [[Claims on several benches of the LR and FI groups]] In addition to this action in favour of community hospitals, we reinvest community-based liberal medicine, by allowing all health professionals – doctors, nurses, midwives, physiotherapists, pharmacists – to organize themselves into local professional communities, in order to meet the needs of the territories and to make a public service of proximity in terms of access to a treating physician, permanent care, access to prevention.
ParlaMint-FR_2019-02-13-O1146.u20	What a blabla techno!
ParlaMint-FR_2019-02-13-O1146.u21	Stop reciting your card, minister!
ParlaMint-FR_2019-02-13-O1146.u22	[[Applause on several benches of the LaREM group]] The transformation of the health system is not limited to the bill, but community hospitals and the territorial health professional communities are two essential pillars, which are absolutely essential if we are to offer close and quality medicine to all our citizens.
ParlaMint-FR_2019-02-13-O1146.u23	Most of all, we should hire people!
ParlaMint-FR_2019-02-13-O1146.u24	Mr Christian Jacob has the floor.
ParlaMint-FR_2019-02-13-O1146.u25	Prime Minister, in Jouy-sur-Morin, Seine-et-Marne, we are witnessing the planned death of a French industrial sector. Arjowiggins Security was, until recently, a world leader and reference; its workers possess know-how and technical expertise recognized throughout the world. The State, via BpiFrance, the Banque publique d'investissement, has injected 250 million euros into Sequana for the last five years. How, in these circumstances, was it possible to leave this company in the hands of a thug fund, with the blessing of Bercy's services? This fund would have been as far as diverting the money paid by the employees for their health mutuals!
ParlaMint-FR_2019-02-13-O1146.u26	Give back the money!
