ParlaMint-FR_2019-11-26-O1084.u1	The next item is the oral questions without debate.
ParlaMint-FR_2019-11-26-O1084.u2	Mr Hubert Wulfranc has the floor to put his question, No. 795, concerning the UPM Darblay Chapel stationery.
ParlaMint-FR_2019-11-26-O1084.u3	By announcing, on September 10, its intention to separate from its Darblay Chapel factory in Grand-Couronne, the Finnish group UPM launched the final act of its disengagement from the production of graphic paper in our national territory. After closing the Docelles plant in 2014 in order to prevent it from being bought by a competitor, UPM had already shut down Grand-Couronne's 3 machine in 2015. If UPM claims to want to seek a buyer, it is very much to be feared that no real industrial project will succeed, in the light of Docelles's precedent and the practice of the major groups in this field. Chapelle Darblay is now 218 employees and almost 1,000 jobs induced. With a very modern working tool installed on the banks of the Seine, Chapelle Darblay is also a major player in the recycling industry. The site currently processes nearly 350,000 tonnes of used paper per year, collected from 200 local authorities, which enable it to produce 240,000 tonnes of recycled paper. The domestic market, estimated at 300,000 tonnes, is supplied mainly by foreign producers – a situation which raises the question of the security of supply of our national press. In the event of the plant being closed, which provides 20% of the French market, the French press would be totally at the mercy of foreign suppliers. Grand-Couronne is also a model of circular economy, which can still be perfected. The plant is powered by a biomass boiler equipped with a 20 megawatt turbine, whose steam and electricity generation is resold. UPM's decision is primarily a financial strategy aimed at artificially reducing production in order to raise prices and ensure a level of profitability for its shareholders. UPM indicated that it would like to start the closure process if no offer to resume acceptable to it was registered before next January. Every effort must therefore be made to allow the operation of the plant to continue: failing this opportunity to dispose of the used papers collected, the communities would likely have no choice but to incinerate them, because of the scarcity of export opportunities. The national print media, on the other hand, would be at the mercy of foreign producers. The employees of Chapelle Darblay, their representatives and their elected representatives, support a preferential project that would take the form of a cooperative society of collective interest, with the aim of continuing the production of graphic paper. To this end, they have commissioned a study firm whose first conclusions are due in mid-December. The dismantling of our productive apparatus can no longer be achieved in an urban area, that of Rouen, which has already experienced the closure of Petroplus and is currently confronted with the situation of the Lubrizol plant. I would therefore ask you, Mr Secretary of State, to clarify the measures you intend to take vis-à-vis the actors on the ground, and to tell me whether you intend to respond to their request for an urgent round table involving all interested interlocutors and ministries.
ParlaMint-FR_2019-11-26-O1084.u4	The Secretary of State for Digital Affairs has the floor.
ParlaMint-FR_2019-11-26-O1084.u5	First of all, I would like to apologize for the absence of Mr Bruno Le Maire, who has been detained elsewhere. Mr Wulfranc, you call the Government's attention to the situation of the Darblay Chapel stationery, located in Grand-Couronne, which the Finnish paper group UPM recently announced for sale. First of all, I would like to assure you of the attention of the Government – both of Bruno Le Maire's ministry and of Muriel Pénicaud's – and of the mobilization of all the services on this issue, as you were told when you came to Bercy with the employees' representatives on 9 October. Given the specific situation and the history of the UPM Group, which you recalled, we expect this group to make every effort to find an industrial future at the site concerned. It has, as you have also pointed out, an exceptional situation and infrastructure. In this context, we expect all the marks of interest to be seriously and benevolently examined by the UPM Group, in order to enable a credible industrial project for the site and the employees to emerge. The difficult situation of the paper industry as a whole, in particular graphic paper, will, in a second stage, require a rigorous examination of a possible recovery project – of which we hope it will emerge and which could, if necessary, be the one you mentioned, supported by the employees – in order to ensure its sustainability. If there are any options, UPM's duty is to study them in good faith, and I can assure you that we will be vigilant.
ParlaMint-FR_2019-11-26-O1084.u6	Mrs Jeanine Dubie has the floor to put her question, No 814, concerning the situation of the Toupnot company.
ParlaMint-FR_2019-11-26-O1084.u7	The company Toupnot, owned by the Cofigeo group, located in Lourdes in the Hautes-Pyrénées, was the victim of a serious fire on 10 January 2019. The latter destroyed the production premises and resulted in the technical unemployment of 72 employees. Since then, very many meetings have been held, both in prefecture under the authority of the Prefect and at ministerial level with the interdepartmental delegate for enterprise restructuring. Bringing together the leaders of Cofigeo, the representatives of the employees, the local authorities, the town hall, the community of agglomeration, the department, the region, the parliamentarians and all the State departments concerned, the aim of these meetings was either the reconstruction of the plant on the site by the Cofigeo group or the search for a successor. In June 2019, Cofigeo's management undertook to rebuild a production workshop on the site, allowing the maintenance of thirty-five jobs and the development of ancillary activities for fifteen additional jobs in the medium term – the group having ruled out the possibility of finding a sponsor. Since then, nothing has progressed and no serious and credible industrial project has been presented, while the insurance company has already paid 18 million euros in compensation to the company. This situation is all the more intolerable since the Cofigeo Group benefited from a ministerial decision of 18 July 2018 on the acquisition of the activities of Financial Turenne Lafayette, which "allows the merger, subject to the commitment to maintain overall employment within the Cofigeo Group". To justify this decision, the Minister of Economy and Finance refers to reasons of general interest, in view of the characteristics of the group's production sites and its employment areas – including the Toupnot production plant. It must be noted that the Cofigeo Group does not comply with the commitments made in this decision, while the Minister Bruno Le Maire, who is a signatory to it, had the legal means to compel it to do so. Mr. Secretary of State, why didn't Mr. Le Maire do it? What actions can you take against the Cofigeo group to force it to find a viable and lasting solution to safeguard as many jobs as possible, and to use the insurance compensation to support the restart of the activity?
ParlaMint-FR_2019-11-26-O1084.u8	The Secretary of State for Digital Affairs has the floor.
ParlaMint-FR_2019-11-26-O1084.u9	Mrs Dubié, you draw the attention of Minister Bruno Le Maire to the situation of the company Toupnot, in Lourdes, which employs seventy-two employees and whose plant was largely destroyed by a fire on January 10, 2019. Since then, government departments have been working extensively with all stakeholders to explore, with the company, the possibility of reviving historical corned beef production activity on the site. As a result of the fire, many of the factory's customers immediately turned to competition to ensure their supply. The management of the Cofigeo Group therefore considered that the production of corned beef could not be re-launched on the site in a sustainable manner. In view of this, the project continued with the company's research into alternative development for the site. Indeed, on this issue – just as when Bruno Le Maire was led to take the decision that you recalled regarding Cofigeo's acquisition of certain activities of the Financial Turenne Lafayette – the sole concern of the Government is to safeguard as many jobs and activities as possible. This implies that an economic activity is identified and that a credible business plan – I insist on this term – can be built. However, as far as this site is concerned, at the end of the work undertaken by the Cofigeo Group, the identified lines of activity appear to be very uncertain, as you said: not all of them would be successful, or only after a very long period of time. The group has therefore announced the establishment of a plan to safeguard employment – PSE – in order to accompany employees of the company who have been unemployed for many months and who will have to prepare for their conversion. He also – which seems to me to be the most important – agreed to undertake, with the support of the Government and the support of the Occitanie region, a search for a contractor for the company. I can assure you that we remain vigilant on this issue.
ParlaMint-FR_2019-11-26-O1084.u10	Mrs Jeanine Dubie has the floor.
ParlaMint-FR_2019-11-26-O1084.u11	Thank you for your answer, Secretary of State, but it seems to me to be incomplete. I do not understand why the minister cannot compel this company to maintain jobs and, above all, to carry out the reconstruction project. The decision of 18 July 2018 was taken on grounds of general interest and against the opinion of the Autorité de la concurrence, which wished to condition the authorisation given to the Cofigeo group. He also pointed out that the Autorité de la concurrence's injunctions called into question its industrial strategy. The production sites are all listed in this decision, and the arguments used in this decision refer precisely to the difficulty, in the context of a PES, of finding a job. Today, however, the Cofigeo Group is doing precisely what it had used as an argument to seek the Minister's exceptional authorization. I find this inappropriate and we denounce this attitude.
