ParlaMint-FR_2019-01-30-O1131.u1	The next item is the question to the Government.
ParlaMint-FR_2019-01-30-O1131.u2	Mrs Justine Benin has the floor.
ParlaMint-FR_2019-01-30-O1131.u3	Minister for Overseas Affairs, the overseas territories experienced major social mobilizations – in Guadeloupe and Martinique in 2009, in Guyana in 2017, in Mayotte and in La Réunion in 2018 – whose common feature was the protest against the weakness of purchasing power, the very expensive life and the lack of taking into account our specificities and identities. Here, illustrious deputies – Aimé Césaire, Paul Vergès, Rosan Girard, Gerty Archimède, Jean-Paul Virapoullé or Justin Catayée – do not spare their efforts to raise awareness of these realities. Sitting overseas, yesterday, overseas general statements, the day before yesterday: what came out of it? What has changed in the daily lives of our people?
ParlaMint-FR_2019-01-30-O1131.u4	Nothing!
ParlaMint-FR_2019-01-30-O1131.u5	We are again called upon to debate. We have never refused the debate. But let's learn from the past! Madam Minister, let us postulate the eternal conflict between membership of the Republic and the recognition of our identities, which will determine, I am sure, the legitimacy of the process and of accession. We can no longer go back on issues related to local hiring, the exodus of our youth or the demographic crisis. We must also have concrete answers to the questions of health coverage, employment, security and, above all, the adaptation of the governance of our territories, in order to meet these many challenges. [[Applause on the banks of the MODEM group and on a few benches of the LaREM and LR groups. – Mr. Gabriel Serville also applauds]] So, Madam Minister, can you assure us that this will not be another debate, one too much debate?
ParlaMint-FR_2019-01-30-O1131.u6	The next speaker is the Minister for Overseas Affairs.
ParlaMint-FR_2019-01-30-O1131.u7	Mrs Benin, first of all, I would like to remove any ambiguity: there is no opposition between the identity of the territories and the Republic; The differentiation sought by the President of the Republic is indeed a recognition of all these specificities of the overseas territories. Our common responsibility is to be attentive to the demands of our fellow citizens, who want more debate, to talk more with all of us. I can testify to this in the light of the overseas assizes, in which 25,000 ultramarines participated. My method – you know it – is in three words: listening, decision, transparency. In order to demonstrate to you, if necessary, that the overseas bases have brought us forward, I would remind you that they have led to ambitious reforms, particularly in the economic field, to create employment in the overseas territories and to make them more attractive. For example, EUR 700 million has been earmarked for training in the Overseas Territories. About 100 additional medical posts have been created, as well as 6,500 nursery places. A specific fund to combat addictions has been established. Moreover, as you know, the overseas departments of the overseas departments will benefit from an additional €70 million per year – the Guadeloupees, who need it a lot, know that. The foundations are also strong ambitions in terms of biodiversity, reducing greenhouse gas consumption, demography – you mentioned that. In short, it is a commitment by the entire government to the Overseas Territories. [[Applause on a few benches of the MODEM and LaREM groups]] I sincerely believe in the debate. This one's new. Moreover, the French are not mistaken: 1.1 million of them visited the site; 500,000 contributions were deposited; Nearly 2700 meetings have been held – you organise them yourself, Madam Member, which I thank you for. We must all be on the ground, especially on 1 February, for the exceptional meeting between the President of the Republic and all the local elected representatives of the Overseas Territories.
ParlaMint-FR_2019-01-30-O1131.u8	Mr Bastien Lachaud has the floor.
ParlaMint-FR_2019-01-30-O1131.u9	Not long ago, France was still a great industrial nation. She could decide her future. But the engineers were replaced by the financiers. Result: speculation and dividends for shareholders, relocations and unemployment for workers. Half of the industrial jobs have disappeared in 30 years, and know-how with them. [[Applause on the benches of the FI group]] Under the presidency of François Hollande, Emmanuel Macron abandoned Arcelor's workers; he sold Toulouse airport to a crook who left with the caisse; he entrusted the nuclear power plants to the Americans; and now General Electric announces the abolition of 500 posts while it had to create 1000 by purchasing Alstom. Chess!
ParlaMint-FR_2019-01-30-O1131.u10	Give back the money, Macron!
ParlaMint-FR_2019-01-30-O1131.u11	[[Same movements]] Of course, there is only your friends bankers to decide industrial policy. Women and men who know how to run factories are never asked for their opinions. Moreover, Carlos Ghosn is finally in prison and the factories are still running. But you still don't know what to say about the future of the automobile in France! Today, Arjowiggins' employees are going to lose their jobs, and the government is wasting time. To every question, it is always the same answer: privatization! Aéroports de Paris, La Française des jeux, la SNCF, Gaz de France, etc. Soon Airbus and Areva will be racked up by the United States. The latter have already done so for Alstom, Technip, Total, the Société Générale, Alcatel. And you don't move: submission to the United States! [[Same movements]] [[Applause on the benches of the FI group and on several benches of the GDR group]] Ministers, will we ever have a serious industrial policy in this country? Don't you have any ideas? I give you some: organize the channels; finance research and development; give priority to ecology; tell Brussels that the State will again subsidise its own industries; Put shareholders at a standstill and condition voting rights to long-term investment; prohibit redundancies of stock exchanges and cap the salaries of managers; Stop being naive with our so-called allies and block foreign takeovers; Protect the internal market and make sure that again, France orders from France. But move!
