ParlaMint-FR_2019-06-25-O1288.u1	The next item is the question to the Government.
ParlaMint-FR_2019-06-25-O1288.u2	Mrs Jeanine Dubie has the floor.
ParlaMint-FR_2019-06-25-O1288.u3	The Minister of Solidarity and Health, in less than a month's time, the recommendations of the High Commissioner for Pension Reform, Jean-Paul Delevoye, for future pension reform will be made public. We hope that this report will be an opportunity to respect certain fundamentals to which our freedom and territory group is very attached: the future system must remain in solidarity, by distribution and redistributive. It must also guarantee a minimum pension, of the order of 85% of the SMIC, for all our pensioners. It should also strengthen marital and family rights and take into account penitence and long careers. Beyond these fundamentals, the key to this future reform lies in the confidence that all French people will place in this new system. This trust, however, will be achieved through the involvement of all the actors involved and through genuine consultation. This method was used by High Commissioner Jean-Paul Delevoye: it is the right one, it will have to be continued. We are concerned: will the social partners be involved throughout this reform? This concern is, of course, reinforced by the Government's resumption of control over the reform of unemployment insurance. You will tell us that this recovery in hand is the result of the failure of the social partners' negotiations. How could it have been otherwise, when the road map you addressed to them was untenable? Pension reform must not suffer the same fate. More than a bill, this reform must be a real society project that embarks everyone. [[Applause on the benches of the LT group]] Minister, what place do you intend to give to the social partners, on the one hand, and to parliamentarians, on the other hand, in the governance of this new pension system?
ParlaMint-FR_2019-06-25-O1288.u4	The Secretary of State to the Minister for Solidarity and Health has the floor.
ParlaMint-FR_2019-06-25-O1288.u5	Is it too hot to wear a tie?
ParlaMint-FR_2019-06-25-O1288.u6	Madam Member, thank you for your question, which allows me to address a subject – and a project – that is very important to all French people. You mentioned the principles to which you and your group are particularly committed. Let me begin by reminding you that this reform is part of the following observation: our pension system is now particularly unfair because it has 42 different schemes. The French do not all have the same rights when they retire. Our system is also illegible: as you know, each Frenchman is, on average, affiliated with three different schemes. I don't know if you, like me, did the exercise of calculating a pension: it is very complex. Finally, our system is unstable and difficult to control. It is therefore not a new pension reform that we are conducting today and which has been carried out for several months by the High Commissioner in the framework of a dialogue, but rather the construction of a new pension system. It is based on a principle that you have mentioned and to which, like you, we are committed: that of the universality of rights, which is accompanied by a strong political will, so that pensions are simpler and fairer for all French people. This reform must strengthen our pension system and enable it to adapt to changes in society and to face the challenges of tomorrow. The first leads – I come to your question, Mrs Buzyn, on the association of intermediate bodies and parliamentarians with the reform – were revealed to the social partners on 10 October by Agnès Buzyn and Jean-Paul Delevoye. In early May, the High Commissioner for Pension Reform completed the consultation phase with the social partners. It lasted over a year and a half and I think I can say that all those who took part in it praised it. Let me also point out that citizen participation has made it possible to collect, on a specific platform, nearly 35,000 contributions and 220,000 votes. The High Commissioner continues to receive representatives from different professions on a regular basis. He will present his proposals in July. We are committed to a transparent debate with all stakeholders. [[Applause on the benches of the LaREM group]] We will also pay attention to the return of the working group on the future reform of pensions set up in the Committee on Social Affairs.
ParlaMint-FR_2019-06-25-O1288.u7	[[Ladies and gentlemen Members rise and applaud]] Ladies and gentlemen, I am pleased to welcome on your behalf a delegation from the Egypt-France Friendship Group of the House of Representatives of the Arab Republic of Egypt, led by its Chairman, Ayman Abu Ela.
ParlaMint-FR_2019-06-25-O1288.u8	Mrs Gisèle Biémouret has the floor.
ParlaMint-FR_2019-06-25-O1288.u9	Mr. Minister of the Interior, your migration policy is causing a dramatic increase in the number of children in detention centres in our country, in violation of their fundamental rights. In 2018, 208 children were locked up in metropolitan France, five times more than in 2013; At Mayotte, they were 1221. For the first half of 2019, the number of children detained is estimated at 153. At this rate, your majority is on track to reach the sad 2010 record, with 356 children locked up. These are very young children: 86% of them are under the age of 12 and are locked up for up to 20 days. They operate in a prison world, faced with traumatic situations and in direct contact with profiles deemed to be at risk. Since October 2017, foreigners in an irregular situation and leaving prison have occupied an increasing place in administrative detention centres, causing incidents between detainees. [[Applause on the SOC and FI benches]] That France does not wish to accept these children and their families on French soil, in accordance with the laws, is one thing. It is unacceptable that it knowingly harms their physical and mental integrity, while there are other solutions. Should we remind you of the six convictions of France by the European Court of Human Rights and the reminders to the General Controller of Places of Deprivation of Liberty, the Defender of Rights and the United Nations Committee on the Rights of the Child? After considering the bill for controlled immigration, effective asylum and successful integration, during which you rejected an amendment that we had tabled to prevent the detention of children, your majority, no doubt to ameliorate the infamy of the provisions made, had announced the preparation of a bill on the subject. Since then, nothing. [[Applause on the SOC and FI benches]] Minister, are you finally going to give instructions to make house arrest of children the norm, which is made possible by the 2016 law?
ParlaMint-FR_2019-06-25-O1288.u10	The next speaker is the Minister for the Interior.
ParlaMint-FR_2019-06-25-O1288.u11	[[Exclaims on FI banks]] Madam Member, everyone here obviously has the wish that never a child should be incarcerated. At the same time, everyone also has in mind the fact that children should not be separated from their parents. However, with regard to the migration issue, there are cases in which an entire family is in an irregular situation and its placement in an administrative detention centre can be decided. Therefore, the question which arises, and which has arisen in this House in connection with the examination of the amendment which you have mentioned, is quite simple: do we agree to separate families? Is it considered that, because a child is concerned, one cannot place one's parents in an administrative detention centre? The issue is not only a question of migration, it is a global one. What has been decided in this House is to allow, on a case-by-case basis – and the number of cases should be as small as possible – and provided that appropriate structures exist, the whole family should be placed in an administrative detention centre, in order to avoid separations. This is particularly the case when the deadlines are extremely short – you mentioned Mayotte: there is a maximum time limit of 48 hours to implement the decisions taken in this context. [[Applause on a few benches of the LaREM group]] I therefore believe, Madam Member, that everyone here is just as opposed to you to placing children in administrative detention centres, but everyone also knows that one cannot separate a child from his or her parents and that one cannot accept that on the grounds that there is a child, those who are in an irregular situation in France and who are not intended to remain there are exempt from these provisions. That is why this must be done in exceptional ways and in specialized places, in order to have the capacity to accommodate the whole family, who will then, in accordance with the law, have to be returned to the border or returned to his country of origin.
