ParlaMint-FR_2019-02-20-O1159.u1	The next item is the question to the Government.
ParlaMint-FR_2019-02-20-O1159.u2	Mr Jean-Louis Thiériot has the floor.
ParlaMint-FR_2019-02-20-O1159.u3	My question, to which I associate my colleague Pierre Cordier, is addressed to the Prime Minister. The number of foreign minors arriving alone in the national territory increased from 15,000 in 2016 to more than 25,000 in 2017. In my department of Seine-et-Marne, for a few weeks, it has been a massive flow of more than a hundred arrivals per month. While 80% of minority assessments show that these young people are adults, some judges refuse to take them into account. Moreover, most of these young people do not belong to asylum, which is at the heart of French honour. They don't come from war zones. They are a prey of choice for human traffickers, because at the age of 18, they benefit almost automatically from a residence permit and can then play family reunification. In Seine-et-Marne, the cost of unaccompanied minors – MNA – has increased in three years from 15 to 30 million euros. With current flows, it will reach 40 million in 2019, an amount that cannot be financed within the limits of the financial pact. Prime Minister, what are you proposing to alleviate the financial burden on the departments, when it is a migration policy decided at national level?
ParlaMint-FR_2019-02-20-O1159.u4	It doesn't smell good!
ParlaMint-FR_2019-02-20-O1159.u5	[[Applause on several benches in the LR group]] Why does Article L. 228-5 of the Code of Social Action and Families, which, during the boat people's crisis, had placed unaccompanied minors in the care of the State, not be applied?
ParlaMint-FR_2019-02-20-O1159.u6	That's right!
ParlaMint-FR_2019-02-20-O1159.u7	The poverty plan envisages extending social assistance to children up to the age of 21. Can you assure us that the departments will not bear the financial burden? Finally, in order to stop this call for air, would it not be time to bring the conditions for granting residence permits to the majority into line with common law?
ParlaMint-FR_2019-02-20-O1159.u8	Change the bench! Go up there!
ParlaMint-FR_2019-02-20-O1159.u9	[[Applause on the benches of the LR group and on some benches of the LT group]] The departments will be faithful to their mission as leaders of solidarity, but they cannot oppose the poor to other poor, unhappy to others unhappy. The policy of welcoming unaccompanied minors cannot be carried out at the expense of the elderly or persons with disabilities, except to tear our social fabric even further.
ParlaMint-FR_2019-02-20-O1159.u10	The Secretary of State to the Minister for Solidarity and Health has the floor.
ParlaMint-FR_2019-02-20-O1159.u11	Mr President, I am speaking to you, as you know, but also as a former chairman of the Seine-et-Marne departmental council, who knows perfectly the subject of unaccompanied minors,...
ParlaMint-FR_2019-02-20-O1159.u12	The days follow each other and don't look the same!
ParlaMint-FR_2019-02-20-O1159.u13	...you know that the State is at the side of the departments to accompany them...
ParlaMint-FR_2019-02-20-O1159.u14	Not at all!
ParlaMint-FR_2019-02-20-O1159.u15	... both in the assessment of the minority and in the protection of minors and their care by the social assistance for children.
ParlaMint-FR_2019-02-20-O1159.u16	Give back the money!
ParlaMint-FR_2019-02-20-O1159.u17	Who pays for child welfare?
ParlaMint-FR_2019-02-20-O1159.u18	As you know, since 1 January, the State has increased the minority assessment fee to EUR 500 per young person, including EUR 100 for a health check, and the accommodation fee to EUR 90 per day over an extended period of 14 days.
ParlaMint-FR_2019-02-20-O1159.u19	That's not the point!
ParlaMint-FR_2019-02-20-O1159.u20	The State has also confirmed its exceptional financial contribution to the care of young people through social assistance for children, as this is indeed the protection of our young people.
ParlaMint-FR_2019-02-20-O1159.u21	Young people who are often not minors!
ParlaMint-FR_2019-02-20-O1159.u22	This participation was 12,000 euros per young person in 2018, to which we added 6,000 euros in 2019. In total, the State will contribute an additional €175 million to support departments in the treatment of unaccompanied minors.
ParlaMint-FR_2019-02-20-O1159.u23	That's not enough!
ParlaMint-FR_2019-02-20-O1159.u24	You're not answering the question!
ParlaMint-FR_2019-02-20-O1159.u25	But let's not face it. You know that, and I know that: this subject is not completely exhausted.
ParlaMint-FR_2019-02-20-O1159.u26	That's the least we can say!
ParlaMint-FR_2019-02-20-O1159.u27	I am convinced that we must adopt a more collective, more proactive and more comprehensive approach than ours today. More collective, because I am convinced that it is through joint work between departments and the State that we can find lasting solutions. More comprehensive, because we have to work both upstream – I remind you that more than 60% of unaccompanied minors come from three countries –,...
